Player,Team,Agent,Usage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,ADPR,KAST,KPR,APR,FKPR,FDPR,Kills,Deaths,Assists,FirstBloods,FirstDeaths,Games,CleanedRating,AdjustedRating,SelflessIndex
ssef,St. Clair Saints,killjoy,13.0,1794,1.06,201.1,1.01,136.6,73%,0.69,0.23,0.07,0.07,1229,1214,414,126,131,84,1.06,0.86,0.33
stellar,Unknown,omen,19.0,2447,1.13,190.2,1.03,122.9,77%,0.67,0.29,0.06,0.06,1633,1587,711,143,148,115,1.13,0.95,0.43
stellar,Unknown,sage,18.0,2405,1.02,193.2,1.04,124.7,74%,0.68,0.34,0.07,0.06,1643,1587,808,168,128,114,1.02,0.86,0.5
stellar,Unknown,killjoy,18.0,2330,1.12,211.0,1.18,142.0,74%,0.74,0.18,0.08,0.06,1730,1469,413,177,149,112,1.12,0.94,0.24
stev0rr,Unknown,sage,30.0,504,0.99,182.6,0.94,123.2,70%,0.66,0.36,0.06,0.10,335,355,181,31,51,25,0.99,0.67,0.55
stev0rr,Unknown,killjoy,19.0,303,0.94,182.7,0.93,129.5,70%,0.63,0.18,0.07,0.07,192,207,55,20,22,16,0.94,0.58,0.29
stev0rr,Unknown,cypher,16.0,304,0.82,148.3,0.74,107.7,66%,0.52,0.24,0.06,0.07,157,212,72,17,22,13,0.82,0.51,0.46
stev0rr,Unknown,astra,16.0,257,1.15,196.7,1.14,132.9,69%,0.75,0.26,0.08,0.07,192,169,66,21,17,13,1.15,0.69,0.35
stonezy,Unknown,jett,58.0,1019,1.17,239.6,1.27,154.3,70%,0.87,0.16,0.18,0.15,883,695,166,182,149,50,1.17,0.88,0.18
stonezy,Unknown,killjoy,15.0,268,1.02,206.9,1.10,148.6,71%,0.77,0.17,0.12,0.10,206,187,45,33,26,13,1.02,0.62,0.22
stonezy,Unknown,raze,14.0,216,0.97,216.5,0.98,149.3,69%,0.78,0.13,0.09,0.13,168,171,28,19,28,12,0.97,0.56,0.17
stwz1,LRNJ,breach,33.0,1043,1.03,185.3,0.96,121.2,75%,0.64,0.52,0.06,0.07,668,693,544,61,70,48,1.03,0.77,0.81
stwz1,LRNJ,kayo,27.0,783,1.12,212.9,1.08,136.9,76%,0.72,0.6,0.08,0.08,562,521,471,66,64,39,1.12,0.81,0.83
stwz1,LRNJ,sova,16.0,472,1.01,185.2,0.98,130.9,75%,0.64,0.29,0.08,0.07,302,307,136,36,33,23,1.01,0.67,0.45
sultan,Revenant Esports,omen,34.0,265,1.14,209.3,1.16,130.1,76%,0.75,0.32,0.06,0.09,200,172,85,16,24,13,1.14,0.69,0.43
sultan,Revenant Esports,viper,32.0,269,1.23,238.1,1.27,156.8,72%,0.85,0.3,0.12,0.10,228,179,80,31,27,12,1.23,0.74,0.35
sultan,Revenant Esports,cypher,13.0,106,0.96,176.2,0.97,119.8,66%,0.64,0.16,0.07,0.08,68,70,17,7,9,5,0.96,0.48,0.25
sultan,Revenant Esports,killjoy,11.0,84,0.94,196.5,1.00,136.5,62%,0.75,0.13,0.13,0.10,63,63,11,11,8,4,0.94,0.45,0.17
sunny,There is no tomorrow,viper,67.0,729,1.03,217.6,0.99,148.3,71%,0.74,0.32,0.09,0.09,536,540,236,69,68,35,1.03,0.73,0.43
sunny,There is no tomorrow,omen,27.0,289,1.02,207.1,1.01,131.9,75%,0.74,0.47,0.08,0.06,214,211,135,24,17,14,1.02,0.62,0.64
sushiboys,FULL SENSE,killjoy,47.0,3715,1.03,202.8,1.09,134.9,72%,0.71,0.19,0.08,0.08,2642,2416,711,289,295,178,1.03,0.91,0.27
sushiboys,FULL SENSE,cypher,25.0,1957,0.99,190.3,1.02,122.4,72%,0.66,0.26,0.09,0.07,1301,1274,518,176,141,94,0.99,0.81,0.39
swagzor,Team Occupy,raze,58.0,617,1.15,256.1,1.19,168.5,71%,0.91,0.15,0.21,0.17,559,469,95,127,105,30,1.15,0.8,0.16
swagzor,Team Occupy,jett,27.0,296,1.1,253.4,1.15,164.5,67%,0.91,0.09,0.20,0.14,269,234,28,60,40,14,1.1,0.68,0.1
swag,Legacy,killjoy,29.0,1368,0.99,199.7,1.03,133.5,70%,0.69,0.15,0.08,0.08,948,920,203,104,116,64,0.99,0.77,0.22
swag,Legacy,omen,16.0,746,1.04,196.6,1.00,126.6,74%,0.68,0.51,0.09,0.10,511,511,377,69,72,36,1.04,0.74,0.75
swag,Legacy,cypher,16.0,748,0.95,184.3,0.99,121.9,71%,0.66,0.22,0.08,0.07,490,495,163,62,49,35,0.95,0.68,0.33
swag,Legacy,sage,12.0,535,0.92,186.6,0.85,121.3,71%,0.62,0.38,0.08,0.10,330,388,204,42,52,27,0.92,0.62,0.61
sword,Outplayed,sova,24.0,260,1.11,203.1,1.04,137.4,75%,0.68,0.37,0.07,0.05,178,171,97,18,13,12,1.11,0.67,0.54
sword,Outplayed,killjoy,16.0,143,1.01,207.8,1.00,136.0,66%,0.71,0.1,0.09,0.06,101,101,15,13,8,8,1.01,0.54,0.14
sword,Outplayed,raze,14.0,142,0.91,195.1,0.82,139.8,65%,0.65,0.23,0.13,0.15,93,113,32,18,22,7,0.91,0.49,0.35
sword,Outplayed,viper,14.0,139,0.79,162.1,0.74,110.5,73%,0.58,0.29,0.02,0.09,80,108,41,3,13,7,0.79,0.42,0.5
syko,JustUs,skye,39.0,832,0.92,193.9,0.90,123.2,70%,0.68,0.37,0.07,0.12,564,626,304,60,99,39,0.92,0.67,0.54
syko,JustUs,sova,25.0,505,1.04,198.8,1.06,134.0,73%,0.7,0.24,0.06,0.07,355,336,122,29,33,25,1.04,0.7,0.34
syko,JustUs,sage,11.0,225,0.98,204.4,0.94,132.0,72%,0.72,0.4,0.10,0.08,161,172,89,22,17,11,0.98,0.57,0.56
szoren,Requiem,raze,36.0,1464,1.15,265.3,1.20,172.0,74%,0.89,0.24,0.20,0.16,1306,1092,347,298,237,72,1.15,0.91,0.27
szoren,Requiem,jett,23.0,926,1.01,234.9,1.06,151.6,71%,0.82,0.21,0.18,0.18,757,714,194,169,169,45,1.01,0.75,0.26
szoren,Requiem,kayo,12.0,504,1.07,204.6,1.04,132.9,72%,0.73,0.46,0.08,0.11,370,357,231,40,57,24,1.07,0.72,0.63
t0ba,Requiem,cypher,42.0,736,1.09,214.5,1.15,142.4,72%,0.77,0.27,0.09,0.08,564,491,196,64,61,35,1.09,0.78,0.35
t0ba,Requiem,killjoy,23.0,393,1.03,209.7,1.05,140.7,70%,0.74,0.18,0.10,0.10,289,274,69,39,40,19,1.03,0.66,0.24
t0ba,Requiem,sova,11.0,163,1.32,246.0,1.44,168.2,80%,0.86,0.39,0.09,0.06,140,97,63,15,10,9,1.32,0.73,0.45
tajrex,trashcan,jett,22.0,705,1.05,249.9,1.09,161.9,68%,0.86,0.2,0.23,0.20,607,556,138,161,142,33,1.05,0.74,0.23
tajrex,trashcan,raze,22.0,648,1.06,227.3,1.03,155.5,69%,0.78,0.23,0.16,0.19,507,494,146,104,122,32,1.06,0.74,0.29
tajrex,trashcan,viper,14.0,422,1.18,251.6,1.22,163.9,71%,0.86,0.27,0.13,0.09,365,298,116,55,38,20,1.18,0.77,0.31
tajrex,trashcan,breach,14.0,399,1.1,209.2,1.11,135.9,74%,0.76,0.44,0.06,0.11,303,274,175,25,42,20,1.1,0.71,0.58
tbloy,Santa Gang,raze,62.0,553,1.08,256.5,1.12,166.0,73%,0.86,0.2,0.19,0.18,478,427,112,107,97,28,1.08,0.74,0.23
tbloy,Santa Gang,jett,24.0,214,1.0,229.7,1.02,143.7,67%,0.8,0.13,0.20,0.14,172,169,28,43,31,11,1.0,0.58,0.16
tellfeenzo,Team Occupy,killjoy,38.0,1728,1.06,231.2,1.14,152.0,70%,0.8,0.18,0.13,0.11,1391,1218,313,223,183,83,1.06,0.85,0.22
tellfeenzo,Team Occupy,cypher,37.0,1708,1.06,221.8,1.11,142.9,71%,0.78,0.23,0.12,0.11,1335,1202,398,205,186,79,1.06,0.85,0.29
tellfeenzo,Team Occupy,viper,18.0,801,0.99,216.3,1.01,141.8,68%,0.75,0.26,0.09,0.12,598,590,206,74,96,38,0.99,0.72,0.35
tempo,SweetNsour,killjoy,34.0,1015,0.99,199.3,1.03,136.5,67%,0.71,0.15,0.12,0.09,723,703,154,119,96,48,0.99,0.74,0.21
tempo,SweetNsour,cypher,20.0,629,0.97,202.1,1.01,133.6,68%,0.73,0.17,0.12,0.09,461,456,108,74,59,29,0.97,0.68,0.23
tempo,SweetNsour,breach,12.0,363,1.16,218.8,1.20,137.3,77%,0.79,0.53,0.10,0.10,288,240,194,36,38,17,1.16,0.74,0.67
tempura,Unknown,omen,49.0,431,0.86,179.3,0.83,113.2,70%,0.63,0.4,0.08,0.10,270,327,172,36,41,21,0.86,0.56,0.63
tempura,Unknown,viper,33.0,287,0.91,185.4,0.86,120.6,68%,0.64,0.25,0.07,0.07,183,213,73,19,20,14,0.91,0.56,0.39
tennn,Unknown,raze,31.0,1598,0.97,228.2,1.01,150.4,70%,0.77,0.22,0.16,0.16,1227,1211,345,245,245,74,0.97,0.77,0.29
tennn,Unknown,killjoy,17.0,844,0.92,195.1,0.95,130.2,71%,0.68,0.16,0.11,0.11,570,603,131,96,90,39,0.92,0.67,0.24
ticey,SweetNsour,raze,53.0,1727,1.13,251.7,1.13,166.9,72%,0.84,0.27,0.16,0.17,1452,1288,458,282,301,81,1.13,0.91,0.32
ticey,SweetNsour,jett,31.0,1011,1.06,233.6,1.08,151.5,69%,0.82,0.17,0.21,0.19,834,771,174,209,193,47,1.06,0.79,0.21
ting2k5,Team Flash,jett,48.0,1682,1.11,245.5,1.18,156.7,71%,0.87,0.16,0.20,0.16,1469,1240,267,331,262,81,1.11,0.89,0.18
titanjr,Unknown,viper,28.0,137,1.05,222.6,1.09,149.0,69%,0.8,0.28,0.09,0.09,109,100,39,13,13,7,1.05,0.56,0.35
titanjr,Unknown,omen,20.0,93,1.24,252.4,1.23,156.2,73%,0.86,0.42,0.13,0.08,80,65,39,12,7,5,1.24,0.61,0.49
titanjr,Unknown,kayo,12.0,70,0.82,178.3,0.74,122.0,64%,0.6,0.39,0.09,0.10,42,57,27,6,7,3,0.82,0.38,0.65
titanjr,Unknown,gekko,12.0,59,0.59,128.0,0.58,78.3,63%,0.42,0.24,0.07,0.03,25,43,14,4,2,3,0.59,0.26,0.57
titanjr,Unknown,fade,12.0,57,1.05,239.0,1.11,157.9,75%,0.86,0.23,0.11,0.07,49,44,13,6,4,3,1.05,0.46,0.27
tkzin,Furious Gaming,jett,42.0,274,1.16,254.5,1.15,164.5,66%,0.9,0.11,0.24,0.13,247,214,30,67,36,13,1.16,0.7,0.12
tkzin,Furious Gaming,raze,23.0,141,0.89,203.7,0.93,130.5,62%,0.74,0.13,0.19,0.17,104,112,18,27,24,7,0.89,0.48,0.18
tkzin,Furious Gaming,kayo,13.0,83,0.75,144.5,0.67,93.6,71%,0.51,0.45,0.07,0.13,42,63,37,6,11,4,0.75,0.36,0.88
tmy,Suicide Squad,cypher,40.0,1517,0.95,195.6,0.96,128.8,66%,0.7,0.25,0.09,0.11,1057,1097,372,143,161,71,0.95,0.75,0.36
tmy,Suicide Squad,killjoy,40.0,1472,0.92,197.3,0.93,135.6,63%,0.69,0.14,0.10,0.10,1013,1094,201,145,152,70,0.92,0.73,0.2
tommy,Unknown,skye,29.0,1885,0.94,175.3,0.90,116.6,74%,0.62,0.37,0.05,0.06,1178,1313,700,91,109,89,0.94,0.77,0.6
tommy,Unknown,breach,20.0,1304,0.96,175.7,0.89,114.2,74%,0.62,0.48,0.05,0.06,807,909,627,71,81,63,0.96,0.74,0.77
tommy,Unknown,sova,18.0,1248,0.96,187.0,0.91,129.0,71%,0.65,0.28,0.06,0.06,808,890,353,81,78,57,0.96,0.74,0.43
tonbo,Murash Gaming,sova,48.0,1643,1.1,207.5,1.08,138.1,74%,0.73,0.29,0.08,0.05,1193,1101,475,128,76,79,1.1,0.88,0.4
tonbo,Murash Gaming,cypher,25.0,816,0.94,192.6,0.94,121.4,67%,0.66,0.26,0.08,0.08,539,576,210,67,52,41,0.94,0.68,0.39
toozy,VisionZ,omen,38.0,3667,1.13,198.6,1.14,128.3,78%,0.71,0.49,0.05,0.05,2592,2280,1810,201,188,181,1.13,1.0,0.69
toozy,VisionZ,viper,26.0,2503,1.19,224.6,1.26,148.3,76%,0.78,0.34,0.08,0.06,1954,1553,850,190,151,124,1.19,1.01,0.44
toozy,VisionZ,astra,15.0,1519,1.13,198.6,1.13,128.2,76%,0.71,0.41,0.06,0.05,1085,961,622,86,77,72,1.13,0.89,0.58
toy,Please Don't Fire,breach,24.0,409,0.94,169.7,0.87,107.0,73%,0.64,0.35,0.06,0.07,260,299,145,25,27,19,0.94,0.61,0.55
toy,Please Don't Fire,jett,19.0,291,1.13,258.7,1.21,159.3,69%,0.9,0.21,0.15,0.15,262,216,62,43,44,15,1.13,0.69,0.23
toy,Please Don't Fire,omen,11.0,178,1.11,205.3,1.13,132.6,72%,0.76,0.37,0.06,0.06,135,120,65,11,11,9,1.11,0.62,0.49
toy,Please Don't Fire,skye,11.0,166,1.11,212.2,1.07,139.2,75%,0.73,0.4,0.04,0.08,121,113,67,7,13,9,1.11,0.61,0.55
tr1x,Ivy League Gaming,jett,20.0,431,0.86,204.2,0.92,123.9,69%,0.71,0.18,0.18,0.16,305,331,77,76,71,20,0.86,0.56,0.25
tr1x,Ivy League Gaming,reyna,12.0,249,0.79,231.3,1.17,151.9,67%,0.82,0.21,0.17,0.10,204,175,53,43,24,12,0.79,0.47,0.26
tr1x,Ivy League Gaming,killjoy,11.0,228,0.79,223.1,1.04,141.5,56%,0.75,0.15,0.10,0.13,172,165,34,23,30,11,0.79,0.46,0.2
trinxty,Unknown,raze,50.0,625,1.07,260.4,1.15,166.9,72%,0.89,0.17,0.19,0.16,555,481,108,121,101,31,1.07,0.74,0.19
trinxty,Unknown,jett,44.0,555,0.89,219.1,0.91,140.4,67%,0.75,0.16,0.19,0.21,415,455,87,103,115,27,0.89,0.61,0.21
tripciew,Rapid Lofi,sova,16.0,288,1.06,195.9,1.04,136.6,69%,0.7,0.26,0.03,0.06,201,193,75,10,18,14,1.06,0.65,0.37
tripciew,Rapid Lofi,breach,16.0,277,0.84,171.6,0.76,118.3,64%,0.57,0.31,0.07,0.09,158,208,85,20,26,14,0.84,0.51,0.54
tripciew,Rapid Lofi,viper,13.0,212,1.09,224.7,1.11,151.9,73%,0.78,0.26,0.09,0.11,166,150,56,20,23,11,1.09,0.63,0.33
tripciew,Rapid Lofi,omen,12.0,216,0.99,193.7,0.92,123.0,70%,0.65,0.4,0.06,0.13,141,153,86,14,29,10,0.99,0.58,0.62
tripciew,Rapid Lofi,sage,12.0,211,1.12,204.6,1.08,138.8,71%,0.73,0.29,0.06,0.07,155,144,61,13,15,10,1.12,0.65,0.4
tripsy,Melilla Titans,killjoy,42.0,638,0.94,207.9,1.01,139.9,69%,0.75,0.18,0.09,0.08,477,473,112,59,54,31,0.94,0.66,0.24
tripsy,Melilla Titans,cypher,16.0,234,0.95,196.8,1.02,135.6,68%,0.73,0.21,0.09,0.10,170,167,48,21,24,12,0.95,0.56,0.29
tripsy,Melilla Titans,breach,15.0,236,0.75,154.9,0.69,98.2,72%,0.53,0.49,0.07,0.06,125,181,116,17,14,11,0.75,0.44,0.92
troublemaker,xProjekt,skye,30.0,591,0.93,202.2,0.97,130.4,68%,0.72,0.25,0.11,0.15,428,441,149,63,86,30,0.93,0.64,0.35
troublemaker,xProjekt,sova,25.0,527,0.94,195.8,0.90,134.9,66%,0.66,0.29,0.08,0.11,349,388,155,43,56,25,0.94,0.64,0.44
troublemaker,xProjekt,omen,14.0,299,0.83,173.1,0.81,114.4,66%,0.61,0.31,0.08,0.07,183,227,94,23,22,14,0.83,0.51,0.51
tupai,DIS Esports,sova,29.0,311,0.85,186.5,0.81,125.1,71%,0.65,0.24,0.13,0.09,201,247,74,39,29,15,0.85,0.53,0.37
tupai,DIS Esports,cypher,20.0,205,0.98,222.5,1.01,139.6,68%,0.78,0.2,0.13,0.10,159,158,42,26,20,10,0.98,0.56,0.26
tupai,DIS Esports,reyna,14.0,128,0.89,201.7,0.86,134.4,63%,0.68,0.2,0.16,0.13,87,101,25,21,17,7,0.89,0.47,0.29
tupai,DIS Esports,skye,12.0,107,1.05,195.5,1.06,126.3,75%,0.69,0.44,0.06,0.05,74,70,47,6,5,6,1.05,0.53,0.64
turko,Fire Flux Esports,sage,34.0,2641,1.06,197.3,1.19,125.2,75%,0.73,0.28,0.06,0.05,1928,1619,727,163,117,129,1.06,0.9,0.38
turko,Fire Flux Esports,killjoy,25.0,2008,1.14,227.6,1.36,152.0,76%,0.82,0.15,0.09,0.06,1656,1215,303,182,122,95,1.14,0.94,0.18
tweethy,genziary,killjoy,50.0,1683,0.98,189.5,0.97,129.3,69%,0.65,0.19,0.08,0.09,1101,1136,313,134,148,80,0.98,0.79,0.29
tweethy,genziary,cypher,17.0,563,0.92,174.6,0.90,116.9,70%,0.62,0.23,0.04,0.08,349,388,130,25,43,27,0.92,0.63,0.37
umaruchans,XOXO-01,killjoy,62.0,449,1.26,242.8,1.38,165.1,74%,0.9,0.1,0.09,0.06,402,291,44,39,27,21,1.26,0.83,0.11
umaruchans,XOXO-01,skye,18.0,131,1.15,226.0,1.07,154.7,74%,0.79,0.35,0.06,0.08,104,97,46,8,11,6,1.15,0.61,0.44
umaruchans,XOXO-01,gekko,18.0,122,1.03,205.7,0.94,138.3,69%,0.71,0.2,0.09,0.03,87,93,24,11,4,6,1.03,0.53,0.28
umu7,Papara SuperMassive,jett,47.0,835,1.1,237.0,1.22,154.4,70%,0.86,0.14,0.17,0.13,721,593,114,146,109,38,1.1,0.8,0.16
umu7,Papara SuperMassive,raze,28.0,485,0.99,218.7,0.99,143.7,72%,0.73,0.21,0.15,0.14,354,359,102,74,66,23,0.99,0.66,0.29
unfair,Unknown,sova,64.0,710,1.07,225.6,1.06,151.4,69%,0.78,0.23,0.10,0.08,554,522,165,71,54,35,1.07,0.76,0.29
unhappy,Hungkuang Falcon,killjoy,68.0,980,1.01,194.6,1.05,130.5,71%,0.69,0.15,0.08,0.07,672,640,150,79,73,47,1.01,0.75,0.22
unhappy,Hungkuang Falcon,cypher,26.0,365,1.0,195.3,1.05,132.3,66%,0.73,0.15,0.09,0.04,266,254,55,34,14,18,1.0,0.64,0.21
uyen,Carti World,raze,22.0,218,1.04,250.3,1.01,160.1,66%,0.79,0.24,0.17,0.14,173,172,53,36,31,11,1.04,0.61,0.3
uyen,Carti World,sova,16.0,190,1.08,205.9,1.05,136.4,74%,0.71,0.28,0.10,0.09,135,129,53,19,17,8,1.08,0.61,0.39
uyen,Carti World,viper,16.0,172,1.04,212.9,0.99,151.8,70%,0.73,0.37,0.12,0.10,126,127,63,21,17,8,1.04,0.58,0.51
uyen,Carti World,gekko,16.0,162,1.01,192.3,0.98,127.8,80%,0.69,0.33,0.08,0.07,112,114,53,13,12,8,1.01,0.56,0.48
vade,Unknown,viper,42.0,408,0.9,164.9,0.88,110.9,69%,0.58,0.21,0.05,0.11,238,270,87,22,45,18,0.9,0.58,0.36
vade,Unknown,cypher,23.0,205,0.74,148.1,0.72,101.6,61%,0.52,0.2,0.06,0.09,107,149,40,13,18,10,0.74,0.43,0.38
vade,Unknown,omen,16.0,135,0.68,107.1,0.51,67.5,71%,0.34,0.59,0.05,0.04,46,91,79,7,5,7,0.68,0.36,1.74
vague,United Gaming,raze,53.0,3419,1.06,238.6,1.10,157.3,71%,0.82,0.17,0.17,0.14,2820,2565,587,574,491,164,1.06,0.93,0.21
vague,United Gaming,jett,24.0,1570,1.11,247.8,1.22,158.4,69%,0.89,0.11,0.22,0.18,1405,1153,180,353,281,74,1.11,0.88,0.12
vakk,NASR Esports,jett,25.0,2485,1.19,256.0,1.29,156.3,72%,0.9,0.15,0.21,0.15,2230,1733,364,516,302,119,1.19,1.01,0.17
vakk,NASR Esports,raze,12.0,1204,1.13,256.7,1.26,160.0,74%,0.88,0.2,0.16,0.13,1054,834,243,189,151,57,1.13,0.87,0.23
vakk,NASR Esports,breach,11.0,1044,1.18,210.2,1.19,132.8,75%,0.77,0.37,0.07,0.07,805,677,391,78,70,52,1.18,0.89,0.48
vandals,Six Karma,omen,73.0,760,0.93,187.3,0.90,122.3,68%,0.66,0.33,0.09,0.11,504,559,251,68,82,36,0.93,0.67,0.5
vandals,Six Karma,harbor,16.0,171,0.8,178.3,0.74,118.9,67%,0.6,0.27,0.08,0.11,103,139,47,14,18,8,0.8,0.44,0.45
veenx,Vision Esports,breach,33.0,698,0.93,172.1,0.81,115.5,70%,0.59,0.41,0.05,0.05,414,511,286,33,34,33,0.93,0.66,0.69
ventt,HOWL Esports,omen,53.0,2133,1.07,203.4,1.06,132.1,76%,0.73,0.46,0.09,0.09,1553,1470,973,197,195,100,1.07,0.89,0.63
ventt,HOWL Esports,brimstone,17.0,705,1.09,215.8,1.10,138.2,79%,0.75,0.44,0.08,0.09,529,482,308,57,61,33,1.09,0.77,0.59
ventt,HOWL Esports,astra,11.0,423,1.13,210.8,1.16,137.1,77%,0.76,0.43,0.09,0.06,320,276,183,36,25,20,1.13,0.74,0.57
ventt,HOWL Esports,harbor,11.0,414,0.9,173.2,0.92,117.0,76%,0.64,0.33,0.05,0.10,263,286,136,21,40,20,0.9,0.59,0.52
vina,Unknown,viper,70.0,951,0.96,198.3,0.95,129.5,72%,0.66,0.33,0.10,0.09,623,659,315,94,84,45,0.96,0.71,0.5
vina,Unknown,omen,27.0,342,1.05,191.7,1.07,128.1,77%,0.69,0.44,0.08,0.08,235,219,152,27,26,17,1.05,0.66,0.64
vini,NIGERIA 96,viper,26.0,652,1.02,212.3,1.02,141.0,71%,0.73,0.27,0.08,0.10,477,468,175,53,64,31,1.02,0.71,0.37
vini,NIGERIA 96,killjoy,17.0,408,0.81,181.4,0.78,123.5,65%,0.61,0.15,0.10,0.10,249,318,62,42,42,21,0.81,0.53,0.25
vini,NIGERIA 96,omen,12.0,258,1.08,224.6,1.02,143.3,73%,0.76,0.45,0.09,0.09,195,191,115,22,22,14,1.08,0.65,0.59
vini,NIGERIA 96,cypher,11.0,262,0.99,185.4,1.06,122.7,76%,0.65,0.27,0.07,0.06,171,162,71,19,15,13,0.99,0.6,0.42
vitie,apinaorkesteri,omen,49.0,1154,1.19,232.5,1.19,149.7,78%,0.82,0.44,0.09,0.08,951,797,510,101,90,57,1.19,0.91,0.54
vitie,apinaorkesteri,astra,13.0,334,1.2,214.7,1.24,144.2,75%,0.8,0.35,0.06,0.08,268,217,116,20,26,15,1.2,0.75,0.44
vitie,apinaorkesteri,viper,13.0,334,0.99,214.8,0.99,140.6,65%,0.74,0.27,0.08,0.11,248,251,89,27,37,15,0.99,0.62,0.36
vlt,Suicide Squad,raze,43.0,1965,1.04,232.1,1.07,152.9,68%,0.82,0.15,0.13,0.12,1618,1511,286,246,242,94,1.04,0.85,0.18
vlt,Suicide Squad,jett,30.0,1387,0.97,217.3,1.02,138.1,67%,0.79,0.15,0.17,0.17,1093,1075,212,229,241,65,0.97,0.76,0.19
vlt,Suicide Squad,sage,12.0,577,0.94,197.9,0.91,129.0,71%,0.7,0.37,0.10,0.10,405,445,213,57,56,27,0.94,0.65,0.53
volay,Ambitious Legend Gaming,sova,46.0,125,,187.0,1.01,,,0.67,0.27,0.08,0.06,84,83,34,10,7,6,1.03,0.54,0.4
volay,Ambitious Legend Gaming,astra,15.0,45,,191.0,1.06,,,0.73,0.22,0.11,0.04,33,31,10,5,2,2,1.03,0.42,0.3
volay,Ambitious Legend Gaming,skye,15.0,42,,154.5,0.69,,,0.52,0.26,0.00,0.07,22,32,11,0,3,2,1.03,0.42,0.5
volay,Ambitious Legend Gaming,omen,15.0,38,,152.0,0.62,,,0.47,0.26,0.08,0.18,18,29,10,3,7,2,1.03,0.41,0.55
vow,VEC DAEJEON,killjoy,24.0,590,1.08,211.4,1.13,144.4,71%,0.74,0.18,0.08,0.09,438,387,104,45,51,28,1.08,0.74,0.24
vow,VEC DAEJEON,viper,23.0,541,1.02,206.3,1.05,136.6,70%,0.73,0.23,0.09,0.10,393,374,125,50,53,27,1.02,0.69,0.32
vow,VEC DAEJEON,sova,21.0,515,0.85,165.4,0.78,116.3,69%,0.57,0.24,0.06,0.08,295,377,126,33,40,25,0.85,0.57,0.42
vuexlex,Unknown,jett,51.0,604,0.94,217.7,1.01,142.3,64%,0.78,0.15,0.19,0.20,469,465,88,114,121,29,0.94,0.65,0.19
vuexlex,Unknown,raze,26.0,294,0.98,220.5,1.04,146.9,66%,0.76,0.17,0.14,0.14,224,216,49,41,42,15,0.98,0.6,0.22
waken,Metizport,omen,63.0,822,0.94,188.6,0.97,119.2,75%,0.69,0.36,0.10,0.12,570,586,295,81,98,38,0.94,0.68,0.52
waken,Metizport,viper,23.0,271,1.07,221.9,1.07,136.4,80%,0.75,0.38,0.11,0.08,202,189,102,30,23,14,1.07,0.65,0.51
wanzeru,B8 Esports,raze,53.0,1335,1.1,246.5,1.09,165.3,71%,0.83,0.21,0.17,0.16,1108,1016,282,226,214,63,1.1,0.86,0.25
wanzeru,B8 Esports,jett,38.0,943,0.99,220.7,1.05,145.6,70%,0.8,0.14,0.18,0.19,750,715,132,174,182,45,0.99,0.73,0.18
wasp,Unknown,sova,50.0,1557,1.09,209.2,1.08,142.2,72%,0.73,0.28,0.09,0.09,1132,1044,442,137,133,75,1.09,0.87,0.38
wasp,Unknown,skye,19.0,588,0.95,189.6,0.94,122.6,71%,0.68,0.33,0.10,0.09,399,424,194,58,50,28,0.95,0.65,0.49
water,Peace And Love,phoenix,39.0,852,0.99,224.3,1.00,146.2,70%,0.77,0.29,0.16,0.16,652,653,249,136,140,43,0.99,0.72,0.38
water,Peace And Love,breach,23.0,505,0.97,172.1,0.88,111.4,76%,0.6,0.55,0.05,0.07,301,342,277,23,33,25,0.97,0.65,0.92
water,Peace And Love,kayo,11.0,237,0.8,173.9,0.69,113.8,70%,0.52,0.43,0.07,0.12,124,179,102,17,28,12,0.8,0.47,0.83
weber,Five Ace Esports,sova,36.0,365,0.93,185.4,0.97,125.0,67%,0.67,0.22,0.09,0.10,243,251,79,33,36,18,0.93,0.59,0.33
weber,Five Ace Esports,kayo,26.0,276,0.87,166.4,0.82,108.1,75%,0.57,0.47,0.07,0.13,156,191,131,20,37,13,0.87,0.53,0.82
weber,Five Ace Esports,fade,18.0,184,0.82,161.3,0.74,108.7,64%,0.55,0.31,0.05,0.07,101,137,57,10,13,9,0.82,0.46,0.56
weber,Five Ace Esports,skye,18.0,180,0.77,175.6,0.78,114.5,65%,0.61,0.3,0.07,0.09,110,141,54,12,16,9,0.77,0.43,0.49
westside,Unknown,killjoy,40.0,1197,1.15,213.7,1.25,145.0,74%,0.79,0.15,0.08,0.06,946,759,175,95,67,57,1.15,0.88,0.19
westside,Unknown,jett,20.0,577,0.96,207.9,0.96,135.2,64%,0.74,0.15,0.15,0.14,425,442,86,84,83,28,0.96,0.66,0.2
whats-wong,Slice of Life,sova,25.0,478,0.89,173.9,0.88,118.0,71%,0.62,0.25,0.04,0.07,294,336,120,19,35,22,0.89,0.59,0.4
whats-wong,Slice of Life,breach,24.0,435,0.96,171.2,0.88,107.2,74%,0.59,0.53,0.03,0.05,257,291,231,14,22,21,0.96,0.63,0.9
whats-wong,Slice of Life,omen,16.0,293,0.83,162.6,0.78,103.3,69%,0.58,0.4,0.07,0.06,169,217,117,20,18,14,0.83,0.51,0.69
wolfen,KeepBest Gaming,sova,45.0,2322,1.13,231.9,1.18,149.2,75%,0.81,0.28,0.09,0.08,1879,1592,640,219,193,116,1.13,0.95,0.35
