Player,Team,Agent,Usage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,ADPR,KAST,KPR,APR,FKPR,FDPR,Kills,Deaths,Assists,FirstBloods,FirstDeaths,Games,CleanedRating,AdjustedRating,SelflessIndex
wolfen,KeepBest Gaming,jett,23.0,1234,1.02,239.8,1.11,146.0,67%,0.84,0.16,0.21,0.19,1032,929,197,259,231,58,1.02,0.78,0.19
wolfen,KeepBest Gaming,chamber,12.0,612,1.21,240.3,1.34,150.2,73%,0.88,0.1,0.19,0.11,539,401,60,115,69,30,1.21,0.84,0.11
woody,ARF TEAM,reyna,24.0,285,1.2,240.0,1.22,163.0,74%,0.83,0.31,0.08,0.07,236,194,87,24,21,15,1.2,0.73,0.37
woody,ARF TEAM,killjoy,21.0,276,1.23,241.5,1.35,166.1,78%,0.87,0.16,0.09,0.05,239,177,45,24,15,13,1.23,0.75,0.18
woody,ARF TEAM,sova,16.0,205,1.17,236.2,1.21,163.5,75%,0.83,0.25,0.04,0.04,170,140,51,9,8,10,1.17,0.67,0.3
woody,ARF TEAM,gekko,11.0,150,1.04,200.3,1.04,131.2,71%,0.69,0.33,0.04,0.05,103,99,49,6,8,7,1.04,0.56,0.48
xeus,HOWL Esports,jett,47.0,1699,1.22,270.7,1.33,173.4,71%,0.97,0.16,0.23,0.16,1641,1236,268,393,279,81,1.22,0.98,0.16
xeus,HOWL Esports,raze,45.0,1634,1.23,269.5,1.29,180.1,74%,0.93,0.21,0.20,0.16,1519,1179,350,331,269,77,1.23,0.98,0.23
xiaofeng,ROA Esport,raze,48.0,425,0.98,229.3,0.97,150.9,67%,0.76,0.18,0.18,0.20,324,334,77,75,87,20,0.98,0.64,0.24
xiaofeng,ROA Esport,jett,21.0,174,0.69,179.4,0.76,121.4,54%,0.61,0.16,0.12,0.25,106,140,28,21,43,9,0.69,0.38,0.26
xnb,Unknown,omen,16.0,597,1.08,190.8,1.08,127.0,79%,0.69,0.43,0.07,0.06,414,383,257,43,34,28,1.08,0.75,0.62
xnb,Unknown,kayo,15.0,593,1.14,208.3,1.09,131.0,79%,0.72,0.58,0.06,0.05,427,392,344,32,30,27,1.14,0.79,0.81
xnb,Unknown,astra,15.0,550,1.24,220.8,1.30,142.9,77%,0.8,0.41,0.07,0.05,440,338,223,38,27,27,1.24,0.85,0.51
xnb,Unknown,fade,13.0,463,0.99,168.5,0.95,114.0,74%,0.61,0.33,0.04,0.05,282,297,152,17,21,23,0.99,0.66,0.54
xnfri,Unknown,skye,21.0,814,1.03,192.8,1.03,128.2,72%,0.68,0.32,0.07,0.06,556,541,261,58,50,39,1.03,0.75,0.47
xnfri,Unknown,raze,20.0,720,1.01,220.3,1.05,145.0,72%,0.72,0.25,0.13,0.13,519,495,181,93,92,36,1.01,0.72,0.35
xnfri,Unknown,kayo,11.0,436,1.09,198.1,1.03,132.1,75%,0.7,0.45,0.06,0.06,304,295,197,28,26,21,1.09,0.72,0.64
xross,Nongshim RedForce,killjoy,31.0,465,1.06,201.9,1.13,138.8,75%,0.71,0.18,0.10,0.07,329,292,83,45,31,21,1.06,0.7,0.25
xross,Nongshim RedForce,yoru,22.0,294,1.24,249.7,1.40,158.6,77%,0.87,0.27,0.14,0.09,256,183,79,41,27,15,1.24,0.76,0.31
xross,Nongshim RedForce,cypher,13.0,195,0.98,170.3,0.98,114.6,70%,0.62,0.23,0.03,0.05,121,123,44,5,9,9,0.98,0.56,0.37
xty,Unknown,gekko,33.0,265,0.97,194.4,0.99,125.2,72%,0.71,0.33,0.04,0.06,187,188,87,11,15,13,0.97,0.58,0.46
xty,Unknown,breach,15.0,127,1.01,171.3,0.90,114.6,69%,0.62,0.4,0.06,0.06,79,88,51,7,7,6,1.01,0.53,0.65
xty,Unknown,raze,13.0,91,0.68,193.2,0.74,126.6,61%,0.59,0.24,0.13,0.13,54,73,22,12,12,5,0.68,0.33,0.41
xui,AXELERATE,sova,38.0,258,0.95,176.3,0.94,117.5,74%,0.63,0.26,0.07,0.06,162,173,68,18,16,12,0.95,0.57,0.41
xui,AXELERATE,fade,19.0,121,0.69,135.5,0.67,92.0,68%,0.5,0.21,0.03,0.07,61,91,25,4,9,6,0.69,0.36,0.42
xui,AXELERATE,skye,13.0,94,0.89,168.0,0.84,114.1,67%,0.61,0.37,0.04,0.09,57,68,35,4,8,4,0.89,0.44,0.61
xui,AXELERATE,omen,13.0,81,0.88,174.8,0.79,121.0,59%,0.65,0.31,0.06,0.10,53,67,25,5,8,4,0.88,0.42,0.48
yassien,Team RA'AD,raze,42.0,666,1.08,227.8,1.09,153.2,72%,0.78,0.2,0.16,0.17,522,477,131,106,115,32,1.08,0.76,0.26
yassien,Team RA'AD,gekko,26.0,412,1.09,207.2,1.10,136.1,73%,0.76,0.25,0.08,0.06,314,286,101,31,26,20,1.09,0.71,0.33
yatoro,5 Clown,raze,22.0,336,0.88,199.5,0.88,138.3,68%,0.7,0.18,0.07,0.14,235,266,60,23,46,17,0.88,0.55,0.26
yatoro,5 Clown,viper,19.0,323,1.03,204.3,1.03,142.0,68%,0.75,0.29,0.08,0.08,243,235,93,26,25,15,1.03,0.64,0.39
yatoro,5 Clown,skye,15.0,267,0.9,193.1,0.86,126.9,71%,0.65,0.34,0.06,0.10,174,203,90,15,26,12,0.9,0.54,0.52
yatsuka,RIDDLE ORDER,killjoy,25.0,324,1.08,205.4,1.14,137.9,73%,0.72,0.15,0.10,0.07,233,205,48,32,24,14,1.08,0.67,0.21
yatsuka,RIDDLE ORDER,omen,23.0,290,1.08,194.0,1.06,127.4,76%,0.69,0.37,0.06,0.05,201,189,108,16,14,13,1.08,0.66,0.54
yatsuka,RIDDLE ORDER,cypher,21.0,221,1.04,204.0,1.14,135.4,70%,0.74,0.15,0.10,0.07,163,143,34,22,16,12,1.04,0.61,0.2
yatsuka,RIDDLE ORDER,viper,11.0,115,1.18,197.7,1.37,129.6,80%,0.8,0.33,0.08,0.05,92,67,38,9,6,6,1.18,0.61,0.41
yawnpeek,AIM PH,raze,49.0,340,0.82,196.5,0.78,135.0,65%,0.63,0.18,0.16,0.18,215,274,62,55,62,17,0.82,0.52,0.29
yawnpeek,AIM PH,kayo,23.0,170,0.89,167.9,0.75,111.1,71%,0.54,0.49,0.05,0.03,92,123,84,9,5,8,0.89,0.49,0.91
yawnpeek,AIM PH,sova,14.0,94,0.93,179.8,0.86,124.9,69%,0.63,0.23,0.05,0.10,59,69,22,5,9,5,0.93,0.46,0.37
yohan,Be 정상,omen,86.0,697,0.92,185.3,0.90,119.9,72%,0.65,0.38,0.09,0.07,453,506,265,62,49,32,0.92,0.65,0.58
yohan,Be 정상,viper,11.0,65,0.98,217.3,0.88,141.6,71%,0.69,0.28,0.15,0.11,45,51,18,10,7,4,0.98,0.44,0.41
yohpa,Cicadas Gaming,raze,25.0,364,1.1,228.6,1.10,155.3,71%,0.79,0.17,0.11,0.12,289,262,63,40,42,18,1.1,0.7,0.22
yohpa,Cicadas Gaming,sova,24.0,347,1.15,210.8,1.23,142.4,75%,0.77,0.26,0.07,0.07,267,217,89,25,23,17,1.15,0.73,0.34
yohpa,Cicadas Gaming,yoru,24.0,343,1.07,213.0,1.15,141.3,71%,0.78,0.26,0.13,0.11,268,234,90,46,38,17,1.07,0.67,0.33
yohpa,Cicadas Gaming,jett,17.0,251,1.05,217.6,1.12,143.2,67%,0.83,0.11,0.19,0.16,208,185,28,48,41,12,1.05,0.63,0.13
yokam,Velocity Gaming,raze,53.0,419,1.19,264.1,1.22,174.7,75%,0.92,0.19,0.21,0.15,386,316,80,86,61,20,1.19,0.78,0.21
yokam,Velocity Gaming,jett,42.0,349,1.28,299.9,1.40,192.0,75%,1.09,0.15,0.22,0.16,382,273,52,77,55,16,1.28,0.81,0.14
youngpork,Subversive,kayo,14.0,189,0.86,172.3,0.73,113.1,68%,0.57,0.46,0.08,0.06,107,146,86,16,12,9,0.86,0.49,0.81
youngpork,Subversive,astra,13.0,185,1.01,204.8,0.95,128.7,72%,0.67,0.39,0.08,0.06,124,130,72,14,11,8,1.01,0.57,0.58
youngpork,Subversive,omen,11.0,137,0.93,190.3,0.97,135.3,59%,0.7,0.2,0.08,0.04,96,99,28,11,5,7,0.93,0.49,0.29
yowamu,BC SWELL,jett,31.0,420,1.01,232.4,1.02,154.1,69%,0.79,0.18,0.22,0.14,331,323,76,92,60,21,1.01,0.66,0.23
yowamu,BC SWELL,omen,30.0,412,0.8,146.6,0.74,96.6,69%,0.51,0.39,0.05,0.10,212,286,159,19,40,20,0.8,0.52,0.76
yowamu,BC SWELL,viper,22.0,298,0.99,208.5,0.97,139.3,70%,0.71,0.29,0.09,0.06,212,218,87,28,19,15,0.99,0.61,0.41
yoyoman,Hungkuang Falcon,kayo,28.0,263,0.88,170.6,0.81,110.8,68%,0.61,0.51,0.06,0.09,161,198,135,16,24,13,0.88,0.53,0.84
yoyoman,Hungkuang Falcon,raze,26.0,242,0.89,211.3,0.91,144.2,68%,0.71,0.21,0.14,0.15,173,190,51,33,37,12,0.89,0.53,0.3
yoyoman,Hungkuang Falcon,breach,17.0,168,0.86,133.1,0.67,90.4,77%,0.47,0.59,0.04,0.05,79,118,99,6,8,8,0.86,0.48,1.26
yoyoman,Hungkuang Falcon,gekko,17.0,167,0.9,179.0,0.90,122.7,69%,0.65,0.26,0.07,0.07,109,121,44,11,11,8,0.9,0.5,0.4
yukxx,Velocity Gaming,jett,28.0,183,0.96,229.8,0.99,148.3,69%,0.79,0.17,0.17,0.16,144,146,32,31,30,9,0.96,0.54,0.22
yukxx,Velocity Gaming,killjoy,13.0,98,1.07,246.0,1.12,164.3,68%,0.86,0.15,0.13,0.12,84,75,15,13,12,4,1.07,0.53,0.17
yukxx,Velocity Gaming,omen,13.0,83,1.18,234.0,1.11,160.5,73%,0.84,0.29,0.10,0.08,70,63,24,8,7,4,1.18,0.56,0.35
yukxx,Velocity Gaming,clove,13.0,80,0.99,246.3,0.92,164.0,68%,0.85,0.31,0.11,0.13,68,74,25,9,10,4,0.99,0.47,0.36
yuta,Cicadas Gaming,killjoy,39.0,1675,1.13,219.5,1.20,151.0,74%,0.79,0.18,0.10,0.09,1315,1096,303,173,145,81,1.13,0.91,0.23
yuta,Cicadas Gaming,reyna,23.0,997,0.99,229.1,1.03,147.3,66%,0.81,0.18,0.18,0.17,804,779,184,184,174,47,0.99,0.74,0.22
yuta,Cicadas Gaming,cypher,21.0,847,1.07,209.2,1.13,139.0,71%,0.76,0.23,0.10,0.09,645,573,195,87,73,43,1.07,0.78,0.3
zachkappa,Chipi Chapa's,viper,24.0,578,1.02,196.7,1.04,129.8,73%,0.69,0.32,0.09,0.08,399,385,186,50,45,26,1.02,0.7,0.46
zachkappa,Chipi Chapa's,killjoy,20.0,450,1.03,199.5,1.09,138.9,68%,0.72,0.12,0.11,0.11,322,295,55,49,50,22,1.03,0.68,0.17
zachkappa,Chipi Chapa's,cypher,16.0,372,1.02,192.6,1.08,134.3,67%,0.7,0.18,0.09,0.07,262,242,68,34,27,17,1.02,0.65,0.26
zachkappa,Chipi Chapa's,raze,15.0,338,1.15,258.9,1.21,173.1,70%,0.87,0.17,0.15,0.10,295,244,59,51,35,16,1.15,0.72,0.2
zachkappa,Chipi Chapa's,jett,12.0,265,1.15,251.7,1.23,159.1,70%,0.9,0.14,0.14,0.12,238,194,37,36,32,13,1.15,0.69,0.16
zamal,Unknown,jett,49.0,3759,1.01,228.9,1.07,147.1,68%,0.81,0.14,0.21,0.18,3048,2851,539,797,683,179,1.01,0.9,0.17
zamal,Unknown,raze,38.0,2856,1.14,263.5,1.16,171.5,73%,0.88,0.21,0.21,0.17,2505,2161,603,600,490,138,1.14,0.98,0.24
zaninzs,Unknown,sova,28.0,1350,1.06,198.0,1.05,132.4,74%,0.68,0.28,0.06,0.06,923,881,382,83,77,65,1.06,0.83,0.41
zaninzs,Unknown,killjoy,21.0,1008,1.03,201.8,1.05,137.1,72%,0.72,0.14,0.10,0.08,725,689,142,101,84,49,1.03,0.77,0.19
zaninzs,Unknown,cypher,13.0,645,1.15,216.7,1.29,139.5,70%,0.79,0.19,0.09,0.08,509,394,125,56,54,31,1.15,0.8,0.24
zaninzs,Unknown,skye,13.0,606,0.93,177.8,0.90,113.3,73%,0.63,0.33,0.08,0.08,380,420,200,47,47,29,0.93,0.64,0.52
zap,2Game Esports,jett,20.0,1488,1.06,232.8,1.15,143.5,71%,0.82,0.17,0.17,0.13,1214,1056,247,254,198,71,1.06,0.84,0.21
zap,2Game Esports,viper,13.0,973,0.96,187.0,0.95,127.8,70%,0.64,0.28,0.09,0.08,623,655,277,83,79,45,0.96,0.71,0.44
zeek,Blue Otter,breach,32.0,2437,1.1,195.6,1.07,123.3,78%,0.69,0.56,0.06,0.06,1670,1563,1375,149,135,123,1.1,0.93,0.81
zeek,Blue Otter,kayo,17.0,1413,1.04,201.1,0.97,130.4,74%,0.69,0.52,0.07,0.09,971,996,729,92,133,67,1.04,0.82,0.75
zeek,Blue Otter,omen,11.0,876,1.03,200.7,1.03,128.1,74%,0.71,0.4,0.08,0.09,621,604,352,67,79,42,1.03,0.75,0.56
zeek,GoNext Esports,raze,28.0,2218,1.14,251.0,1.26,160.8,75%,0.85,0.25,0.15,0.12,1889,1497,550,329,270,110,1.14,0.95,0.29
zeek,GoNext Esports,sova,25.0,2066,1.05,221.9,1.20,148.1,74%,0.77,0.34,0.08,0.06,1588,1321,700,172,124,100,1.05,0.87,0.44
zeek,GoNext Esports,kayo,12.0,1039,1.07,209.3,1.03,133.3,76%,0.71,0.52,0.09,0.10,736,712,538,94,104,48,1.07,0.8,0.73
zenox,EDGE,raze,38.0,538,1.09,255.3,1.16,166.3,76%,0.86,0.21,0.17,0.16,462,400,113,93,85,24,1.09,0.74,0.24
zenox,EDGE,jett,25.0,339,0.98,223.4,1.00,148.1,62%,0.78,0.18,0.18,0.20,265,264,60,60,69,16,0.98,0.62,0.23
zenox,EDGE,killjoy,16.0,195,1.13,237.1,1.23,160.6,73%,0.83,0.17,0.15,0.10,162,132,33,29,19,10,1.13,0.64,0.2
zepher,Unknown,jett,52.0,2145,1.06,230.9,1.20,138.8,70%,0.81,0.17,0.17,0.13,1744,1451,358,357,261,104,1.06,0.88,0.21
zepher,Unknown,killjoy,11.0,450,0.99,186.2,1.01,127.6,70%,0.65,0.16,0.09,0.10,294,291,73,41,44,22,0.99,0.65,0.25
zerona,Life's a Game,sova,45.0,3299,1.16,231.7,1.21,155.8,76%,0.81,0.29,0.09,0.08,2683,2213,956,313,253,159,1.16,1.02,0.36
zerona,Life's a Game,viper,16.0,1106,1.08,221.7,1.14,145.8,73%,0.79,0.26,0.12,0.11,873,766,285,132,125,57,1.08,0.82,0.33
zery,Xperion NXT,jett,33.0,1689,1.1,239.2,1.15,157.5,69%,0.85,0.16,0.19,0.17,1432,1241,265,325,292,78,1.1,0.88,0.19
zery,Xperion NXT,sova,21.0,1015,1.18,227.3,1.21,153.5,75%,0.79,0.33,0.07,0.05,799,662,331,69,54,50,1.18,0.88,0.42
zery,Xperion NXT,raze,17.0,847,1.09,251.6,1.10,170.1,69%,0.86,0.21,0.21,0.17,726,661,180,174,146,40,1.09,0.79,0.24
zeus,Unknown,jett,40.0,161,1.41,312.3,1.49,194.1,75%,1.11,0.12,0.19,0.16,179,120,19,30,25,8,1.41,0.77,0.11
zeus,Unknown,raze,40.0,155,1.16,264.4,1.16,173.5,71%,0.89,0.19,0.14,0.14,138,119,30,21,22,8,1.16,0.63,0.21
zeus,Unknown,omen,15.0,64,0.84,163.7,0.75,104.3,63%,0.56,0.31,0.03,0.09,36,48,20,2,6,3,0.84,0.38,0.55
zhannn,ROA Esport,viper,30.0,291,1.1,211.6,1.09,138.7,73%,0.73,0.28,0.10,0.05,213,196,81,29,16,13,1.1,0.67,0.38
zhannn,ROA Esport,omen,28.0,247,1.04,190.8,1.00,123.0,71%,0.7,0.38,0.06,0.04,173,173,95,16,10,12,1.04,0.62,0.54
zhannn,ROA Esport,astra,21.0,195,1.23,210.6,1.21,145.9,69%,0.76,0.39,0.03,0.05,149,123,76,6,9,9,1.23,0.7,0.51
zhen,Unknown,jett,51.0,757,1.0,235.2,1.06,152.3,69%,0.83,0.13,0.21,0.19,625,587,101,159,141,36,1.0,0.72,0.16
zhen,Unknown,raze,37.0,538,1.04,236.7,1.11,154.0,71%,0.83,0.18,0.22,0.19,448,405,97,116,101,26,1.04,0.71,0.22
ziad,DIVIZON,jett,46.0,689,1.06,222.3,1.10,148.8,68%,0.8,0.14,0.20,0.18,550,501,99,138,125,33,1.06,0.75,0.18
ziad,DIVIZON,raze,39.0,630,1.06,239.5,1.06,159.6,68%,0.79,0.2,0.20,0.18,495,468,127,128,116,28,1.06,0.74,0.25
zneva,Unknown,cypher,42.0,543,1.02,199.8,1.03,129.6,70%,0.73,0.22,0.09,0.08,394,383,119,50,43,26,1.02,0.69,0.3
zneva,Unknown,killjoy,29.0,389,0.92,191.6,0.98,130.7,67%,0.69,0.14,0.09,0.09,269,275,55,36,36,18,0.92,0.59,0.2
zoestol,Blue Otter,omen,49.0,5452,1.09,195.2,1.10,122.7,77%,0.69,0.44,0.08,0.06,3780,3423,2395,436,345,267,1.09,1.01,0.64
zoestol,Blue Otter,viper,22.0,2350,1.05,195.2,1.07,127.5,74%,0.68,0.28,0.07,0.06,1607,1499,667,162,152,118,1.05,0.88,0.41
zoestol,Blue Otter,astra,15.0,1708,1.07,200.3,1.08,129.1,75%,0.72,0.36,0.07,0.05,1236,1149,619,124,89,82,1.07,0.86,0.5
2ge,Team Secret,astra,34.0,1452,1.1,202.2,1.10,130.5,74%,0.74,0.33,0.06,0.07,1069,968,481,87,97,70,1.1,0.87,0.45
2ge,Team Secret,viper,23.0,997,1.13,212.0,1.09,136.8,74%,0.73,0.38,0.06,0.06,732,671,383,58,58,46,1.13,0.84,0.52
2ge,Team Secret,omen,20.0,865,1.02,190.1,1.02,119.9,72%,0.68,0.33,0.06,0.08,589,580,286,51,68,40,1.02,0.75,0.49
2ge,Team Secret,skye,11.0,456,1.17,198.4,1.21,128.3,77%,0.74,0.38,0.05,0.07,336,278,174,25,32,22,1.17,0.77,0.51
aaaay,FunPlus Phoenix,skye,27.0,1686,1.09,215.6,1.13,137.6,74%,0.77,0.33,0.07,0.07,1302,1151,554,87,88,81,1.09,0.88,0.43
aaaay,FunPlus Phoenix,gekko,21.0,1378,1.03,198.9,1.14,130.0,73%,0.74,0.24,0.06,0.06,1019,892,333,36,33,65,1.03,0.8,0.32
aaaay,FunPlus Phoenix,chamber,15.0,954,1.15,220.1,1.23,147.6,73%,0.82,0.14,0.11,0.09,782,638,135,104,85,46,1.15,0.85,0.17
aaaay,FunPlus Phoenix,fade,11.0,721,1.16,219.0,1.13,150.3,72%,0.8,0.25,0.08,0.07,576,508,177,37,31,34,1.16,0.82,0.31
abo,Titan Esports Club,viper,24.0,743,1.2,217.5,1.04,163.3,74%,0.76,0.24,0.17,0.10,564,542,176,52,26,36,1.2,0.86,0.32
abo,Titan Esports Club,chamber,17.0,540,1.11,222.0,1.30,141.2,73%,0.83,0.11,0.16,0.13,449,346,60,74,59,25,1.11,0.75,0.13
abo,Titan Esports Club,jett,15.0,487,,214.2,1.00,,,0.76,0.15,0.19,0.25,372,373,75,24,28,23,1.03,0.69,0.2
alfajer,FNATIC,killjoy,43.0,3086,1.19,226.8,1.31,154.4,76%,0.83,0.16,0.11,0.08,2564,1950,507,335,239,148,1.19,1.03,0.19
alfajer,FNATIC,raze,16.0,1135,1.2,272.6,1.24,179.1,73%,0.9,0.24,0.18,0.14,1022,821,268,208,163,54,1.2,0.91,0.27
alfajer,FNATIC,cypher,12.0,911,1.06,206.5,1.14,136.9,72%,0.76,0.17,0.11,0.09,696,609,156,100,84,43,1.06,0.78,0.22
ange1,Natus Vincere,omen,37.0,3379,0.79,195.0,0.89,122.5,66%,0.67,0.25,0.14,0.15,2267,2535,841,470,478,162,0.79,0.69,0.37
ange1,Natus Vincere,brimstone,22.0,2038,0.88,220.6,0.97,128.9,72%,0.74,0.23,0.16,0.16,1504,1550,472,317,111,97,0.88,0.72,0.31
anthem,DetonatioN FocusMe,jett,33.0,1039,1.18,241.5,1.15,154.8,73%,0.84,0.2,0.17,0.15,874,759,205,176,151,50,1.18,0.89,0.24
anthem,DetonatioN FocusMe,skye,14.0,423,1.03,204.7,1.01,134.2,76%,0.7,0.35,0.07,0.10,298,296,149,30,42,21,1.03,0.67,0.5
anthem,DetonatioN FocusMe,sova,13.0,415,1.01,187.9,0.95,127.3,74%,0.64,0.3,0.05,0.06,267,281,125,22,26,20,1.01,0.66,0.47
ardiis,Natus Vincere,sova,33.0,2667,1.07,230.2,1.18,146.9,73%,0.77,0.41,0.09,0.06,2041,1723,1088,236,122,132,1.07,0.91,0.53
ardiis,Natus Vincere,jett,22.0,1875,1.07,236.4,1.16,152.0,71%,0.82,0.19,0.22,0.17,1546,1328,354,402,306,89,1.07,0.87,0.23
ardiis,Natus Vincere,chamber,13.0,1129,1.13,239.6,1.23,152.8,72%,0.86,0.15,0.17,0.10,968,788,171,192,114,53,1.13,0.86,0.17
aspas,LEVIATÁN,jett,50.0,3597,1.26,250.2,1.45,158.4,75%,0.91,0.16,0.18,0.11,3261,2256,577,654,388,173,1.26,1.11,0.18
aspas,LEVIATÁN,raze,27.0,1934,1.2,250.3,1.26,166.2,75%,0.87,0.2,0.16,0.11,1692,1344,394,303,222,93,1.2,0.98,0.23
aspas,LEVIATÁN,reyna,17.0,1212,1.27,265.2,1.39,165.6,73%,0.94,0.22,0.14,0.10,1135,819,261,173,117,58,1.27,0.97,0.23
asuna,100 Thieves,raze,34.0,3449,1.07,256.8,1.08,164.0,73%,0.83,0.27,0.18,0.17,2862,2651,931,615,517,167,1.07,0.94,0.33
asuna,100 Thieves,reyna,15.0,1525,1.21,245.6,1.14,160.2,75%,0.84,0.24,0.16,0.18,1286,1130,371,238,198,73,1.21,0.96,0.29
asuna,100 Thieves,kayo,11.0,1136,1.1,219.7,1.04,139.0,76%,0.72,0.54,0.11,0.11,823,792,616,123,127,53,1.1,0.84,0.75
asuna,100 Thieves,phoenix,11.0,1118,1.14,243.6,1.06,154.2,78%,0.8,0.28,0.17,0.16,894,843,309,191,161,53,1.14,0.86,0.35
atakaptan,FUT Esports,viper,38.0,2780,1.12,210.0,1.12,135.6,73%,0.74,0.37,0.08,0.09,2059,1844,1030,231,241,130,1.12,0.96,0.5
atakaptan,FUT Esports,omen,27.0,1953,1.02,195.3,0.98,125.8,73%,0.69,0.42,0.08,0.11,1350,1381,811,154,209,92,1.02,0.84,0.61
atakaptan,FUT Esports,brimstone,22.0,1606,1.22,233.0,1.17,149.3,76%,0.8,0.44,0.10,0.08,1289,1102,710,159,136,76,1.22,0.97,0.55
ayrin,Unknown,raze,27.0,2167,1.09,235.3,1.09,146.8,77%,0.78,0.25,0.12,0.10,1695,1561,552,254,184,106,1.09,0.9,0.32
ayrin,Unknown,viper,22.0,1755,0.98,187.5,0.99,121.2,75%,0.65,0.31,0.06,0.06,1136,1148,545,111,109,86,0.98,0.79,0.48
ayrin,Unknown,killjoy,19.0,1563,1.0,195.2,1.01,128.1,72%,0.68,0.2,0.07,0.07,1061,1046,312,113,109,74,1.0,0.79,0.29
bang,Unknown,omen,29.0,2905,1.05,204.2,1.07,128.7,75%,0.74,0.32,0.08,0.08,2144,1996,939,230,218,140,1.05,0.9,0.43
bang,Unknown,viper,16.0,1692,1.05,203.1,1.07,131.8,74%,0.7,0.3,0.10,0.09,1191,1114,515,168,154,79,1.05,0.84,0.43
bang,Unknown,skye,15.0,1516,1.07,207.5,1.13,136.3,74%,0.77,0.29,0.10,0.10,1166,1030,438,157,147,73,1.07,0.85,0.38
ban,Talon Esports,jett,45.0,4991,1.08,242.7,1.18,149.4,71%,0.85,0.16,0.20,0.14,4265,3607,817,988,700,240,1.08,0.99,0.19
ban,Talon Esports,skye,13.0,1488,1.04,200.8,1.04,131.8,73%,0.73,0.35,0.10,0.09,1083,1042,515,150,139,69,1.04,0.82,0.48
ban,Talon Esports,reyna,11.0,1203,1.11,250.6,1.19,158.3,71%,0.87,0.18,0.16,0.14,1050,884,222,189,165,60,1.11,0.85,0.21
bazzi,Unknown,jett,48.0,2257,1.29,242.0,1.33,148.4,77%,0.85,0.17,0.19,0.12,1920,1449,393,420,282,115,1.29,1.08,0.2
bazzi,Unknown,breach,11.0,547,1.04,189.0,1.01,117.8,72%,0.67,0.42,0.05,0.06,366,361,229,29,31,27,1.04,0.71,0.63
berlin,FunPlus Phoenix,raze,18.0,1476,1.08,256.8,1.15,164.0,72%,0.84,0.24,0.15,0.14,1246,1087,348,218,204,70,1.08,0.85,0.29
berlin,FunPlus Phoenix,fade,13.0,1098,0.97,197.9,0.94,127.3,71%,0.68,0.34,0.09,0.12,747,791,369,84,114,53,0.97,0.73,0.5
berlin,FunPlus Phoenix,sova,11.0,886,1.08,198.8,1.00,138.3,74%,0.66,0.38,0.07,0.08,585,586,339,55,68,42,1.08,0.79,0.58
biank,Trace Esports,sova,28.0,1324,0.96,209.0,1.05,132.3,71%,0.72,0.31,0.08,0.09,953,909,408,71,75,63,0.96,0.75,0.43
biank,Trace Esports,fade,19.0,881,0.85,190.4,0.95,108.5,70%,0.67,0.34,0.04,0.09,586,614,299,22,48,42,0.85,0.62,0.51
biank,Trace Esports,skye,18.0,854,0.92,180.8,0.89,115.9,75%,0.62,0.43,0.08,0.11,532,600,369,41,47,41,0.92,0.67,0.69
boaster,FNATIC,astra,19.0,1888,0.95,180.4,0.97,114.3,73%,0.63,0.33,0.09,0.09,1184,1223,632,164,174,89,0.95,0.77,0.52
boaster,FNATIC,omen,19.0,1826,0.91,162.8,0.86,104.5,73%,0.56,0.44,0.07,0.11,1023,1191,797,132,196,85,0.91,0.74,0.79
boaster,FNATIC,breach,16.0,1487,0.82,182.8,0.98,112.8,67%,0.64,0.45,0.08,0.09,957,977,668,115,139,73,0.82,0.65,0.7
boaster,FNATIC,brimstone,13.0,1246,0.99,195.9,1.06,121.7,76%,0.67,0.34,0.10,0.09,839,794,428,127,109,60,0.99,0.76,0.51
boaster,FNATIC,sova,13.0,1237,0.96,194.2,0.95,126.0,74%,0.63,0.35,0.06,0.08,783,823,434,74,103,58,0.96,0.74,0.56
bonecold,Unknown,omen,32.0,2032,0.93,194.7,0.99,119.0,71%,0.68,0.28,0.12,0.11,1380,1387,573,242,232,98,0.93,0.77,0.41
bonecold,Unknown,sova,17.0,1121,1.08,194.0,1.09,128.1,75%,0.68,0.29,0.08,0.09,760,696,326,94,102,52,1.08,0.82,0.43
bonecold,Unknown,brimstone,16.0,937,0.91,185.9,1.00,113.8,74%,0.66,0.28,0.08,0.10,623,622,262,73,95,48,0.91,0.67,0.42
boostio,100 Thieves,jett,38.0,4275,1.09,239.6,1.15,149.4,70%,0.85,0.15,0.17,0.14,3619,3137,653,740,598,202,1.09,0.98,0.18
boostio,100 Thieves,killjoy,18.0,2041,0.94,202.7,0.96,139.7,69%,0.69,0.2,0.11,0.12,1416,1470,399,222,248,94,0.94,0.77,0.29
boostio,100 Thieves,chamber,11.0,1201,1.1,238.3,1.19,152.6,70%,0.85,0.16,0.19,0.15,1021,859,191,227,178,56,1.1,0.84,0.19
boo,Team Heretics,omen,45.0,4150,0.98,195.0,1.05,121.0,73%,0.69,0.31,0.10,0.09,2871,2735,1288,395,350,204,0.98,0.88,0.45
boo,Team Heretics,astra,17.0,1608,1.09,198.8,1.13,129.3,75%,0.72,0.37,0.10,0.09,1152,1021,595,158,139,77,1.09,0.87,0.51
boo,Team Heretics,viper,11.0,1094,1.13,190.7,1.12,133.2,75%,0.68,0.34,0.08,0.06,742,662,371,85,62,52,1.13,0.85,0.5
