Player,Team,Games,SignatureAgentsRankedByUsage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,KAST,ADPR,KPR,APR,FKPR,FDPR,HeadshotPercent,ClutchSuccessPercent,Kills,Deaths,Assists,FirstKills,FirstDeaths,Year,League,IGL,CleanedRating,AdjustedRating,SelfishIndex,Region
moosey,Please Don't Fire,176,"['raze', 'sova', 'jett']",491,0.9,200.4,0.89,70%,133.5,0.7,0.23,0.16,0.12,23%,12%,344,385,113,79,60,2024,Challengers,False,0.9,0.72,0.24,Pacific
morphiw0w,Outplayed,136,"['raze', 'reyna', 'kayo', 'breach', 'killjoy']",293,0.81,167.7,0.73,70%,111.5,0.56,0.39,0.06,0.07,25%,10%,165,227,113,17,20,2024,Challengers,False,0.81,0.59,0.62,EMEAS
mot1on,Gamax Esports,176,"['kayo', 'sova', 'fade', 'jett', 'skye']",653,1.04,189.5,0.93,70%,129.4,0.67,0.32,0.04,0.05,29%,11%,435,470,207,25,32,2024,Challengers,False,1.04,0.87,0.35,EMEAS
movi,Xperion NXT,85,"['omen', 'breach', 'sova']",398,0.97,175.5,0.9,68%,120.0,0.65,0.34,0.05,0.06,28%,11%,257,285,136,19,25,2024,Challengers,False,0.97,0.75,0.4,EMEAS
mrcani,Xi Lai Gaming,70,"['jett', 'breach', 'omen', 'gekko']",310,,181.5,1.03,,116.7,0.68,0.38,0.04,0.03,,,212,205,117,13,9,2024,Challengers,False,0.97,0.71,0.4,China
mrtenzouez,SCARZ,148,"['sova', 'skye', 'viper', 'kayo', 'fade']",663,0.95,187.9,0.97,74%,123.9,0.67,0.3,0.06,0.08,31%,6%,442,456,199,43,51,2024,Challengers,False,0.95,0.79,0.33,Pacific
msh,Incognito,129,"['killjoy', 'cypher', 'viper', 'sova', 'raze']",360,0.95,193.7,0.97,64%,128.1,0.72,0.12,0.1,0.1,38%,15%,260,268,44,37,37,2024,Challengers,False,0.95,0.72,0.15,EMEAS
mummay,FLUFFY AIMERS,373,"['jett', 'omen', 'astra', 'chamber', 'raze']",772,1.0,179.7,1.0,70%,114.9,0.65,0.34,0.08,0.08,27%,15%,501,499,260,62,59,2024,Challengers,False,1.0,0.85,0.4,Americas
murii,SK Gaming,389,"['skye', 'sova', 'raze', 'kayo', 'sage']",724,0.93,186.2,0.89,69%,120.8,0.64,0.3,0.08,0.1,38%,9%,465,522,217,59,75,2024,Challengers,False,0.93,0.79,0.37,EMEAS
murizzz,RETA Esports,294,"['sova', 'jett', 'skye', 'raze', 'viper']",674,0.9,174.0,0.91,73%,116.9,0.62,0.29,0.06,0.1,24%,12%,417,459,197,43,68,2024,Challengers,True,0.9,0.75,0.39,Americas
muto,REJECT,94,"['fade', 'skye', 'sova', 'breach', 'sage']",771,1.01,185.2,0.97,77%,127.8,0.64,0.41,0.06,0.06,28%,13%,496,512,316,44,43,2024,Challengers,False,1.01,0.86,0.5,Pacific
muzz,BOBO,87,"['killjoy', 'cypher', 'viper', 'fade', 'omen']",455,0.93,183.3,0.95,67%,125.0,0.65,0.21,0.07,0.11,30%,19%,297,314,95,33,50,2024,Challengers,False,0.93,0.73,0.28,Pacific
myth,FOCUSGG,255,"['astra', 'sova', 'omen', 'viper', 'killjoy']",847,1.03,187.7,0.99,74%,119.0,0.65,0.4,0.07,0.07,25%,17%,548,554,341,57,57,2024,Challengers,False,1.03,0.89,0.47,Pacific
n-a-i-s,NOVO Esports,262,"['sova', 'sage', 'skye', 'fade', 'cypher']",823,0.93,182.6,0.93,67%,123.3,0.66,0.2,0.07,0.07,28%,13%,542,585,163,54,59,2024,Challengers,False,0.93,0.8,0.26,EMEAS
n0nglaz,Made in Thailand,237,"['killjoy', 'cypher', 'sova', 'viper', 'chamber']",600,1.03,188.9,1.03,69%,129.8,0.68,0.24,0.1,0.09,28%,20%,406,393,141,59,56,2024,Challengers,False,1.03,0.85,0.27,Pacific
n1er,Tyrant Esports,48,"['jett', 'raze', 'sage', 'reyna', 'neon']",327,0.84,197.0,0.84,64%,131.6,0.69,0.16,0.15,0.12,26%,16%,227,271,51,49,38,2024,Challengers,False,0.84,0.62,0.2,Pacific
n9sty,AIM PH,25,"['jett', 'killjoy', 'cypher']",291,0.97,228.3,0.99,63%,146.1,0.82,0.1,0.17,0.14,35%,18%,239,242,28,49,41,2024,Challengers,False,0.97,0.71,0.09,Pacific
nahsie,Winthrop University,441,"['breach', 'omen', 'sova', 'astra', 'jett']",937,0.89,185.5,0.86,69%,121.9,0.65,0.36,0.07,0.1,25%,17%,608,709,341,65,92,2024,Challengers,True,0.89,0.78,0.42,Americas
naifma7,Vision Esports,82,"['sova', 'jett', 'raze', 'omen', 'fade']",679,0.94,195.5,0.92,64%,131.2,0.7,0.16,0.13,0.11,32%,11%,474,518,108,90,76,2024,Challengers,False,0.94,0.79,0.19,EMEAS
nakji,FearX,226,"['chamber', 'raze', 'omen', 'jett', 'kayo']",509,0.97,190.3,0.94,72%,122.8,0.66,0.39,0.06,0.09,29%,18%,337,359,200,31,47,2024,Challengers,False,0.97,0.78,0.44,Pacific
nakya,Alter Ego,131,"['jett', 'raze', 'chamber', 'kayo', 'skye']",421,0.99,242.6,1.06,66%,155.9,0.84,0.15,0.21,0.17,31%,17%,354,335,63,89,72,2024,Challengers,False,0.99,0.77,0.09,Pacific
nanners,special grade,877,"['killjoy', 'viper', 'cypher', 'phoenix', 'sage']",578,1.07,215.8,1.07,69%,144.0,0.75,0.25,0.1,0.11,25%,18%,431,403,145,59,65,2024,Challengers,False,1.07,0.87,0.21,Americas
nasty,PAPA ESPORTS,41,"['jett', 'raze']",453,1.01,220.3,1.02,66%,141.3,0.78,0.1,0.19,0.16,27%,14%,353,346,45,85,73,2024,Challengers,False,1.01,0.79,0.11,Pacific
nate,ILLICIT,397,"['chamber', 'raze', 'jett', 'kayo', 'sage']",414,0.86,197.5,0.88,66%,134.7,0.7,0.15,0.17,0.18,29%,17%,290,328,61,67,69,2024,Challengers,False,0.86,0.67,0.19,Americas
nay,Cynical,243,"['jett', 'killjoy', 'reyna', 'phoenix', 'sage']",296,0.84,175.5,0.83,64%,119.0,0.65,0.18,0.06,0.08,35%,10%,191,231,54,18,25,2024,Challengers,False,0.84,0.61,0.25,Pacific
ncslasher,BOOM Esports,318,"['raze', 'astra', 'kayo', 'skye', 'breach']",1192,1.04,203.2,1.05,78%,130.0,0.72,0.42,0.1,0.08,26%,16%,855,812,504,116,100,2024,Challengers,False,1.04,0.95,0.38,Pacific
near,United Gaming,271,"['sova', 'cypher', 'viper', 'fade', 'skye']",1427,0.98,188.9,0.98,70%,123.2,0.67,0.24,0.06,0.07,23%,14%,955,972,344,90,103,2024,Challengers,False,0.98,0.91,0.28,
nefi,Szach Mat,209,"['skye', 'viper', 'kayo', 'astra', 'omen']",292,1.06,198.9,1.0,73%,134.3,0.7,0.34,0.06,0.09,33%,21%,204,203,99,17,26,2024,Challengers,False,1.06,0.77,0.33,EMEAS
neiker,Team Galaga,165,"['jett', 'breach', 'kayo', 'killjoy', 'skye']",207,0.67,152.1,0.66,57%,103.9,0.54,0.14,0.05,0.1,33%,16%,112,170,28,11,20,2024,Challengers,False,0.67,0.46,0.31,EMEAS
neon,Furious Gaming,67,"['jett', 'raze', 'neon', 'yoru', 'chamber']",646,0.99,220.5,0.98,67%,145.9,0.74,0.19,0.18,0.18,25%,13%,481,490,125,114,117,2024,Challengers,False,0.99,0.82,0.18,Americas
neto,Zen eSports,112,"['jett', 'chamber', 'killjoy', 'viper', 'sage']",591,0.97,205.8,1.01,67%,135.6,0.72,0.14,0.14,0.13,28%,12%,427,423,85,85,79,2024,Challengers,False,0.97,0.8,0.17,Americas
nexi,NAOS,275,"['killjoy', 'cypher', 'chamber', 'kayo', 'viper']",974,1.05,197.5,1.07,76%,131.2,0.7,0.3,0.06,0.07,28%,9%,682,638,289,60,66,2024,Challengers,False,1.05,0.93,0.3,Pacific
ngk,ONE Team Esports,35,"['jett', 'omen', 'raze', 'reyna']",372,0.99,217.6,0.99,68%,141.7,0.76,0.22,0.15,0.15,27%,9%,283,286,83,57,54,2024,Challengers,False,0.99,0.75,0.18,Pacific
nhatthong2k,Team Big BAAM,208,"['jett', 'raze']",240,0.88,198.1,0.88,68%,139.3,0.68,0.17,0.17,0.18,27%,6%,162,185,41,40,42,2024,Challengers,False,0.88,0.62,0.22,Pacific
nicomachine,All Knights,170,"['raze', 'kayo', 'jett', 'breach', 'fade']",1427,1.01,188.8,0.96,77%,123.4,0.64,0.47,0.08,0.09,24%,20%,911,953,669,117,126,2024,Challengers,False,1.01,0.94,0.59,Americas
niffy,Sharper Esport,204,"['jett', 'raze', 'breach', 'skye']",695,1.05,227.9,1.04,68%,152.9,0.79,0.17,0.16,0.16,27%,15%,551,530,115,110,111,2024,Challengers,False,1.05,0.88,0.13,Pacific
nille,who cars?,153,"['killjoy', 'viper', 'cypher']",428,0.97,192.0,0.96,71%,131.1,0.7,0.2,0.07,0.07,27%,13%,299,312,84,31,32,2024,Challengers,False,0.97,0.75,0.22,EMEAS
ninjas,Vision Esports,232,"['omen', 'breach', 'kayo', 'jett', 'viper']",1006,0.88,173.5,0.83,66%,118.8,0.62,0.31,0.07,0.1,29%,11%,620,744,314,67,100,2024,Challengers,True,0.88,0.78,0.41,EMEAS
ninja,Chipi Chapa's,101,"['omen', 'viper', 'sova', 'astra', 'brimstone']",493,1.09,210.0,1.13,73%,137.0,0.77,0.29,0.09,0.1,33%,12%,381,337,141,45,49,2024,Challengers,False,1.09,0.87,0.21,EMEAS
nixoon,OnlyFins,486,"['fade', 'sova', 'breach', 'skye', 'astra']",991,0.8,173.0,0.77,67%,108.2,0.6,0.35,0.09,0.12,21%,20%,593,766,345,91,117,2024,Challengers,True,0.8,0.71,0.49,
niz,Santa Gang,38,"['sova', 'omen', 'viper', 'gekko', 'skye']",315,0.96,188.7,0.98,70%,128.1,0.68,0.22,0.09,0.1,32%,11%,215,219,69,27,33,2024,Challengers,False,0.96,0.71,0.25,Pacific
nobita,Sengoku Gaming,131,"['sova', 'fade', 'viper', 'skye']",736,0.98,191.7,0.97,72%,129.1,0.68,0.31,0.07,0.07,27%,14%,500,516,225,50,54,2024,Challengers,False,0.98,0.83,0.33,Pacific
noia,Shopify Rebellion,461,"['killjoy', 'cypher', 'chamber', 'skye', 'jett']",323,0.9,184.2,0.9,69%,124.7,0.66,0.18,0.06,0.08,29%,18%,212,235,57,20,25,2024,Challengers,False,0.9,0.67,0.24,Americas
noia,Shopify Rebellion,461,"['killjoy', 'cypher', 'chamber', 'skye', 'jett']",323,0.9,184.2,0.9,69%,124.7,0.66,0.18,0.06,0.08,29%,18%,212,235,57,20,25,2024,Challengers,False,0.9,0.67,0.24,Americas
noir,Koopa Troopas,139,"['killjoy', 'cypher', 'skye', 'chamber', 'brimstone']",315,0.93,172.7,0.91,68%,120.7,0.63,0.29,0.06,0.08,25%,22%,198,218,90,19,24,2024,Challengers,False,0.93,0.69,0.37,Pacific
notexxd,Lemonade Stand,175,"['omen', 'viper', 'harbor', 'brimstone']",507,1.13,216.0,1.14,76%,142.4,0.77,0.39,0.11,0.09,35%,22%,391,344,196,54,46,2024,Challengers,False,1.13,0.9,0.28,Americas
nowaxxzang,Cicadas Gaming,270,"['omen', 'astra', 'brimstone', 'cypher', 'viper']",271,0.86,172.6,0.82,70%,115.2,0.61,0.27,0.11,0.07,27%,21%,166,202,72,31,18,2024,Challengers,True,0.86,0.62,0.38,EMEAS
nozz,BOBO,291,"['breach', 'astra', 'sage', 'viper', 'killjoy']",678,1.08,201.9,1.04,74%,132.8,0.7,0.45,0.07,0.08,30%,22%,472,454,308,49,52,2024,Challengers,False,1.08,0.9,0.45,Pacific
ntk,LAZY,229,"['jett', 'killjoy', 'cypher', 'brimstone', 'omen']",275,0.79,183.6,0.76,63%,121.9,0.61,0.23,0.12,0.12,19%,5%,167,219,63,33,32,2024,Challengers,False,0.79,0.57,0.34,Pacific
ntk,XLD Gaming,417,"['sova', 'raze', 'breach', 'skye']",1124,0.93,196.9,0.88,67%,129.6,0.66,0.35,0.09,0.1,19%,9%,747,848,390,106,113,2024,Challengers,False,0.93,0.84,0.4,Americas
nunmeister,B8 Esports,127,"['killjoy', 'cypher', 'viper', 'yoru', 'kayo']",907,0.93,191.8,0.9,65%,126.6,0.67,0.29,0.08,0.1,27%,14%,611,676,259,74,91,2024,Challengers,False,0.93,0.81,0.32,EMEAS
nyczu,ESC Gaming,340,"['viper', 'killjoy', 'cypher', 'breach']",455,0.92,173.1,0.88,66%,118.7,0.62,0.2,0.06,0.07,24%,7%,281,321,89,27,31,2024,Challengers,False,0.92,0.72,0.3,EMEAS
nythan,ARF TEAM,89,"['skye', 'sage', 'breach', 'kayo']",772,1.03,197.5,1.01,73%,130.3,0.71,0.33,0.07,0.08,29%,21%,549,544,256,56,60,2024,Challengers,False,1.03,0.88,0.31,Pacific
obnoks,MOUZ,344,"['skye', 'omen', 'killjoy', 'phoenix', 'brimstone']",1271,0.99,196.0,1.0,73%,130.5,0.69,0.29,0.07,0.07,30%,13%,879,878,371,90,88,2024,Challengers,False,0.99,0.91,0.3,EMEAS
oderus,Moist x Shopify,509,"['viper', 'killjoy', 'jett', 'cypher', 'astra']",826,0.91,168.3,0.93,68%,114.5,0.61,0.23,0.07,0.11,32%,13%,501,536,191,61,93,2024,Challengers,False,0.91,0.79,0.34,Americas
oitan,IGZIST,217,"['killjoy', 'cypher', 'viper', 'chamber', 'kayo']",329,0.89,177.6,0.79,70%,119.8,0.61,0.33,0.07,0.07,33%,11%,200,253,110,23,24,2024,Challengers,True,0.89,0.66,0.45,Pacific
olizera,UCAM Esports Club,240,"['killjoy', 'raze', 'cypher', 'reyna', 'chamber']",493,0.94,199.0,0.93,67%,132.5,0.69,0.25,0.12,0.15,23%,16%,339,366,124,57,73,2024,Challengers,False,0.94,0.75,0.27,EMEAS
oniby,Akroma,248,"['sova', 'fade', 'sage', 'killjoy', 'cypher']",595,0.82,174.1,0.77,68%,121.2,0.57,0.27,0.1,0.1,31%,9%,342,443,163,58,59,2024,Challengers,False,0.82,0.67,0.43,EMEAS
onsra,There is no tomorrow,47,"['jett', 'raze']",208,0.69,167.3,0.71,61%,109.5,0.59,0.14,0.15,0.2,26%,17%,122,172,30,31,42,2024,Challengers,False,0.69,0.47,0.27,EMEAS
otaq,TP REVEN,73,"['kayo', 'breach', 'sage', 'killjoy', 'cypher']",313,1.13,211.6,1.02,76%,138.0,0.72,0.47,0.05,0.05,22%,10%,226,222,148,15,15,2024,Challengers,False,1.13,0.83,0.44,Americas
owen-q-t,OLD STINKY CAT,129,"['omen', 'viper', 'astra', 'brimstone', 'harbor']",399,0.9,179.6,0.84,68%,120.7,0.63,0.37,0.09,0.08,27%,13%,252,301,149,34,33,2024,Challengers,False,0.9,0.69,0.46,Pacific
ozzytk,Metizport,56,"['viper', 'breach', 'skye']",501,0.84,181.2,0.82,65%,120.1,0.62,0.27,0.09,0.1,33%,9%,313,382,134,46,52,2024,Challengers,False,0.84,0.67,0.37,EMEAS
p1na,Team Big BAAM,212,"['astra', 'viper', 'omen', 'brimstone']",240,1.1,206.3,1.09,72%,139.1,0.73,0.33,0.08,0.08,34%,15%,176,162,79,19,19,2024,Challengers,False,1.1,0.77,0.28,Pacific
p4nd4,Six Karma,60,"['cypher', 'jett', 'kayo', 'gekko', 'killjoy']",504,0.83,160.4,0.77,65%,108.7,0.55,0.28,0.05,0.08,25%,19%,277,362,140,27,42,2024,Challengers,False,0.83,0.66,0.47,Americas
pa1ka,DVM Esport,122,"['jett', 'killjoy', 'cypher', 'raze', 'viper']",274,0.91,167.9,0.85,72%,115.3,0.59,0.24,0.06,0.08,37%,12%,163,191,66,16,21,2024,Challengers,False,0.91,0.66,0.37,EMEAS
padangrice,DIS Esports,76,"['sova', 'viper', 'omen', 'sage', 'gekko']",231,0.79,170.8,0.69,65%,120.8,0.57,0.25,0.06,0.08,22%,9%,131,190,58,14,18,2024,Challengers,False,0.79,0.55,0.41,Pacific
padisah,Galatasaray Esports,182,"['killjoy', 'cypher', 'viper', 'breach', 'omen']",798,1.02,215.5,1.03,69%,142.0,0.76,0.19,0.08,0.06,32%,7%,608,589,150,66,51,2024,Challengers,False,1.02,0.88,0.17,EMEAS
paincakes,FLUFFY AIMERS,525,"['omen', 'sova', 'raze', 'viper', 'kayo']",772,1.06,208.6,1.04,74%,133.0,0.73,0.35,0.1,0.09,34%,18%,561,539,274,81,73,2024,Challengers,True,1.06,0.91,0.3,Americas
palla,MIBR,112,"['jett', 'raze', 'kayo', 'killjoy']",675,1.21,275.7,1.27,75%,179.1,0.96,0.18,0.22,0.16,30%,21%,650,510,122,146,106,2024,Challengers,False,1.21,1.01,0.02,Americas
pancc,Hero Base,214,"['viper', 'killjoy', 'cypher', 'chamber', 'fade']",1218,1.01,207.3,1.07,70%,135.9,0.72,0.21,0.12,0.11,29%,19%,877,819,261,150,130,2024,Challengers,False,1.01,0.92,0.21,Americas
papichulo,NAOS,317,"['killjoy', 'viper', 'omen', 'cypher', 'kayo']",974,1.24,207.0,1.37,79%,134.0,0.78,0.36,0.06,0.06,26%,22%,758,553,350,58,54,2024,Challengers,False,1.24,1.1,0.24,Pacific
par-scofield,JustUs,59,"['reyna', 'jett', 'raze', 'phoenix', 'killjoy']",763,1.01,220.8,1.0,65%,151.8,0.78,0.18,0.17,0.16,27%,19%,598,600,136,128,119,2024,Challengers,False,1.01,0.86,0.14,Pacific
paradox,Revenant Esports,346,"['jett', 'raze', 'omen', 'kayo', 'cypher']",1028,0.94,194.3,0.98,68%,126.1,0.69,0.26,0.1,0.12,27%,17%,705,718,267,102,122,2024,Challengers,False,0.94,0.84,0.28,Pacific
patmen,ZOL Esports,157,"['killjoy', 'sova', 'raze', 'fade', 'skye']",903,1.13,240.4,1.15,74%,157.8,0.85,0.3,0.15,0.1,33%,18%,771,669,270,131,93,2024,Challengers,False,1.13,0.99,0.13,Pacific
patrui,S2G Esports,129,"['viper', 'killjoy', 'omen', 'cypher']",481,1.0,185.0,0.97,71%,116.8,0.64,0.38,0.05,0.06,25%,14%,310,319,181,25,31,2024,Challengers,False,1.0,0.79,0.46,EMEAS
pedio,Barn nong chok,96,"['sova', 'viper', 'gekko', 'cypher', 'killjoy']",396,0.73,156.5,0.66,62%,106.2,0.53,0.26,0.06,0.09,25%,11%,210,320,104,22,36,2024,Challengers,False,0.73,0.56,0.47,Pacific
peloncito,TP REVEN,125,"['sova', 'skye', 'gekko', 'harbor', 'fade']",313,0.88,169.3,0.78,68%,116.6,0.58,0.32,0.08,0.11,31%,8%,182,232,99,25,33,2024,Challengers,False,0.88,0.65,0.48,Americas
penny,YFP Gaming,300,"['jett', 'raze', 'chamber']",720,1.13,239.9,1.18,73%,157.4,0.82,0.19,0.16,0.14,22%,14%,592,503,140,116,100,2024,Challengers,False,1.13,0.95,0.12,Americas
persia,Sin Prisa Gaming,197,"['omen', 'killjoy', 'astra', 'phoenix', 'reyna']",684,1.2,209.6,1.17,75%,142.3,0.74,0.45,0.07,0.07,33%,22%,503,429,305,50,46,2024,Challengers,False,1.2,1.01,0.38,Pacific
persona11,Ninjas in Galaxy,20,"['raze', 'jett', 'killjoy']",210,0.87,193.6,0.88,64%,132.1,0.69,0.17,0.12,0.15,20%,13%,145,164,35,25,31,2024,Challengers,False,0.87,0.6,0.21,Pacific
phatt,PPP,345,"['killjoy', 'cypher', 'kayo', 'skye', 'breach']",550,0.89,154.4,0.79,72%,101.8,0.54,0.44,0.05,0.08,31%,12%,297,374,240,27,45,2024,Challengers,True,0.89,0.72,0.75,EMEAS
phequa,iPGN,133,"['jett', 'neon', 'raze', 'phoenix', 'reyna']",440,0.94,208.9,0.98,68%,136.9,0.75,0.16,0.15,0.17,31%,17%,331,339,72,67,74,2024,Challengers,False,0.94,0.73,0.16,Pacific
phi,iPGN,56,"['omen', 'viper', 'breach', 'kayo', 'gekko']",607,1.02,193.2,0.98,72%,123.5,0.69,0.43,0.06,0.05,27%,12%,418,425,259,38,30,2024,Challengers,False,1.02,0.84,0.44,Pacific
pinocchios,Sharper Esport,310,"['breach', 'skye', 'phoenix', 'kayo', 'sova']",544,0.89,186.6,0.84,70%,124.1,0.65,0.36,0.07,0.1,25%,16%,353,419,198,36,53,2024,Challengers,False,0.89,0.72,0.42,Pacific
pkm,SUPERFECT Esports,77,"['raze', 'viper', 'neon', 'jett', 'yoru']",773,1.02,222.5,1.05,70%,146.3,0.78,0.2,0.17,0.14,28%,16%,603,576,157,132,111,2024,Challengers,False,1.02,0.87,0.15,Pacific
pleets,THE 7,275,"['omen', 'astra', 'brimstone', 'sage', 'viper']",354,0.75,147.2,0.7,69%,97.9,0.5,0.31,0.05,0.1,14%,11%,177,254,109,18,35,2024,Challengers,False,0.75,0.57,0.59,Americas
poised,TSM,396,"['omen', 'killjoy', 'cypher', 'skye', 'kayo']",1339,0.91,172.1,0.89,73%,115.0,0.61,0.32,0.06,0.07,27%,12%,815,912,425,83,92,2024,Challengers,True,0.91,0.84,0.43,Americas
polkan,Lemonade Stand,261,"['kayo', 'jett', 'breach', 'skye', 'deadlock']",449,0.85,166.3,0.77,69%,107.3,0.56,0.42,0.07,0.1,36%,8%,251,324,188,30,44,2024,Challengers,False,0.85,0.67,0.67,Americas
pollo,THE 7,226,"['jett', 'chamber', 'skye', 'breach', 'raze']",948,1.0,198.8,1.03,70%,132.4,0.71,0.23,0.1,0.11,30%,13%,673,652,217,92,101,2024,Challengers,False,1.0,0.88,0.23,Americas
popoman4q,PAPA ESPORTS,121,"['omen', 'jett', 'viper', 'brimstone', 'astra']",344,0.79,153.9,0.7,68%,100.8,0.52,0.4,0.02,0.06,22%,6%,178,253,138,8,22,2024,Challengers,False,0.79,0.59,0.71,Pacific
potter,XERXIA Esports,123,"['jett', 'raze', 'neon']",900,1.05,238.4,1.07,68%,157.0,0.83,0.16,0.21,0.19,27%,20%,747,699,144,190,169,2024,Challengers,False,1.05,0.92,0.1,Pacific
pr0digy,Rapid Lofi,33,"['reyna', 'brimstone', 'sage', 'clove', 'phoenix']",380,0.92,191.6,0.86,69%,128.3,0.67,0.28,0.1,0.12,31%,20%,254,295,106,37,47,2024,Challengers,False,0.92,0.7,0.31,Pacific
prince,THE 7,240,"['viper', 'breach', 'killjoy', 'cypher', 'omen']",1147,1.05,190.6,1.08,73%,130.7,0.68,0.3,0.08,0.06,28%,17%,781,723,347,94,72,2024,Challengers,False,1.05,0.95,0.32,Americas
profek,GoNext Esports,213,"['omen', 'viper', 'astra', 'chamber', 'killjoy']",1230,1.18,214.0,1.29,76%,142.0,0.78,0.35,0.09,0.07,29%,14%,963,747,432,113,84,2024,Challengers,False,1.18,1.08,0.24,EMEAS
prozin,TBK Esports,270,"['raze', 'kayo', 'sage', 'cypher', 'skye']",1145,1.02,208.3,1.02,74%,134.2,0.72,0.36,0.13,0.1,27%,20%,819,806,415,145,118,2024,Challengers,False,1.02,0.92,0.32,Americas
pryze,2Game Esports,304,"['sova', 'fade', 'raze', 'skye', 'omen']",1648,1.0,176.6,0.97,75%,119.3,0.62,0.31,0.06,0.06,24%,16%,1015,1042,514,96,97,2024,Challengers,False,1.0,0.95,0.41,Americas
psy,Medal Esports,424,"['sova', 'jett', 'kayo', 'killjoy', 'phoenix']",538,0.98,198.6,0.95,71%,131.6,0.67,0.31,0.07,0.09,24%,5%,361,381,169,39,49,2024,Challengers,False,0.98,0.79,0.34,Pacific
ptc,FULL SENSE,395,"['jett', 'breach', 'killjoy', 'viper', 'chamber']",1255,1.12,199.7,1.16,75%,130.6,0.72,0.39,0.09,0.08,28%,23%,909,785,484,117,99,2024,Challengers,False,1.12,1.03,0.35,Pacific
puggy,Formulation Gaming,213,"['sova', 'fade', 'breach']",733,0.95,179.2,0.86,71%,118.8,0.6,0.39,0.06,0.06,22%,16%,439,508,287,43,45,2024,Challengers,True,0.95,0.81,0.54,EMEAS
pxs,Stellae Gaming,236,"['jett', 'raze', 'chamber', 'neon', 'killjoy']",947,1.07,241.0,1.11,73%,159.5,0.83,0.21,0.2,0.19,23%,16%,788,713,200,194,178,2024,Challengers,True,1.07,0.94,0.12,Americas
qpert,SK Gaming,168,"['omen', 'breach', 'astra', 'kayo', 'sova']",490,0.92,163.5,0.83,70%,105.7,0.57,0.41,0.05,0.06,29%,13%,279,335,202,24,30,2024,Challengers,True,0.92,0.73,0.63,EMEAS
quantumrino,Permitta Unicorns,248,"['raze', 'jett', 'chamber', 'neon', 'killjoy']",398,0.93,231.6,0.97,64%,153.1,0.79,0.17,0.18,0.21,25%,11%,315,326,68,71,85,2024,Challengers,False,0.93,0.72,0.13,EMEAS
queya,ROA Esport,61,"['sova', 'gekko', 'breach', 'skye', 'harbor']",294,0.65,151.5,0.6,61%,100.2,0.5,0.3,0.07,0.11,32%,12%,146,242,87,20,31,2024,Challengers,False,0.65,0.47,0.58,Pacific
quick,UCAM Esports Club,266,"['sova', 'astra', 'fade', 'omen', 'jett']",493,0.89,164.1,0.84,67%,109.2,0.59,0.25,0.07,0.08,31%,16%,291,348,125,33,41,2024,Challengers,True,0.89,0.71,0.38,EMEAS
qxv,ESC Gaming,327,"['jett', 'killjoy', 'chamber', 'breach', 'raze']",455,0.89,169.6,0.84,67%,113.8,0.6,0.35,0.05,0.08,32%,15%,274,327,159,22,35,2024,Challengers,False,0.89,0.7,0.49,EMEAS
raafa,Hero Base,174,"['kayo', 'skye', 'sage', 'sova', 'killjoy']",1218,0.89,171.2,0.88,70%,111.9,0.6,0.33,0.07,0.09,24%,13%,726,826,408,81,111,2024,Challengers,True,0.89,0.81,0.46,Americas
rab1q,Five Ace Esports,66,"['sova', 'omen', 'breach', 'viper']",600,0.94,184.0,0.87,70%,125.5,0.64,0.32,0.06,0.05,23%,15%,382,441,193,34,29,2024,Challengers,False,0.94,0.77,0.39,Pacific
raigard,Santa Gang,151,"['omen', 'raze', 'kayo', 'breach', 'viper']",250,0.95,198.0,0.93,72%,131.1,0.68,0.3,0.14,0.1,30%,11%,171,183,75,34,26,2024,Challengers,False,0.95,0.67,0.32,Pacific
rainy,ONE Team Esports,299,"['breach', 'omen', 'sage', 'astra', 'killjoy']",586,1.01,180.2,0.99,73%,118.8,0.64,0.34,0.08,0.06,28%,9%,376,378,200,47,33,2024,Challengers,True,1.01,0.83,0.41,Pacific
rapheleen,Le Crapaud,203,"['sova', 'breach', 'killjoy', 'sage', 'phoenix']",219,0.89,186.9,0.83,71%,121.2,0.63,0.31,0.09,0.11,16%,14%,139,167,67,20,23,2024,Challengers,False,0.89,0.62,0.39,Pacific
rarga,Xi Lai Gaming,97,"['jett', 'raze', 'neon', 'killjoy', 'reyna']",310,,267.8,1.35,,173.0,0.96,0.19,0.24,0.17,,,297,220,60,75,52,2024,Challengers,False,0.97,0.71,0.02,China
ray4c,Alter Ego,174,['raze'],777,0.95,215.4,0.97,72%,137.0,0.73,0.21,0.14,0.17,11%,22%,566,584,167,109,131,2024,Challengers,False,0.95,0.81,0.2,Pacific
rdeew,JiJieHao,311,"['viper', 'cypher', 'chamber', 'sova', 'killjoy']",684,0.98,204.2,1.03,66%,133.1,0.7,0.22,0.11,0.09,23%,14%,481,469,152,78,64,2024,Challengers,False,0.98,0.82,0.24,Pacific
reality,Sharper Esport,116,"['killjoy', 'chamber', 'cypher', 'kayo', 'viper']",544,0.85,187.8,0.81,64%,123.3,0.63,0.23,0.1,0.13,24%,10%,345,425,124,55,69,2024,Challengers,False,0.85,0.69,0.31,Pacific
reeq,Cynical,204,"['viper', 'omen', 'skye', 'astra', 'killjoy']",275,0.87,185.0,0.8,69%,127.2,0.63,0.3,0.08,0.08,23%,9%,172,214,82,23,21,2024,Challengers,False,0.87,0.63,0.38,Pacific
