Player,Team,Games,SignatureAgentsRankedByUsage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,KAST,ADPR,KPR,APR,FKPR,FDPR,HeadshotPercent,ClutchSuccessPercent,Kills,Deaths,Assists,FirstKills,FirstDeaths,Year,IGL,CleanedRating,AdjustedRating,SelfishIndex,Region_x,Region_y,Region
qxv,ESC Gaming,327,"['jett', 'killjoy', 'chamber', 'breach', 'raze']",455,0.89,169.6,0.84,67%,113.8,0.6,0.35,0.05,0.08,32%,15%,274,327,159,22,35,2024,False,0.89,0.73,0.49,EMEAS,EMEAS,EMEAS
raafa,Hero Base,174,"['kayo', 'skye', 'sage', 'sova', 'killjoy']",1218,0.89,171.2,0.88,70%,111.9,0.6,0.33,0.07,0.09,24%,13%,726,826,408,81,111,2024,True,0.89,0.85,0.46,Americas,Americas,Americas
rab1q,Five Ace Esports,66,"['sova', 'omen', 'breach', 'viper']",600,0.94,184.0,0.87,70%,125.5,0.64,0.32,0.06,0.05,23%,15%,382,441,193,34,29,2024,False,0.94,0.81,0.39,Pacific,Pacific,Pacific
raigard,Santa Gang,151,"['omen', 'raze', 'kayo', 'breach', 'viper']",250,0.95,198.0,0.93,72%,131.1,0.68,0.3,0.14,0.1,30%,11%,171,183,75,34,26,2024,False,0.95,0.71,0.32,Pacific,Pacific,Pacific
rainy,ONE Team Esports,299,"['breach', 'omen', 'sage', 'astra', 'killjoy']",586,1.01,180.2,0.99,73%,118.8,0.64,0.34,0.08,0.06,28%,9%,376,378,200,47,33,2024,True,1.01,0.87,0.41,Pacific,Pacific,Pacific
rapheleen,Le Crapaud,203,"['sova', 'breach', 'killjoy', 'sage', 'phoenix']",219,0.89,186.9,0.83,71%,121.2,0.63,0.31,0.09,0.11,16%,14%,139,167,67,20,23,2024,False,0.89,0.65,0.39,Pacific,Pacific,Pacific
rarga,Xi Lai Gaming,97,"['jett', 'raze', 'neon', 'killjoy', 'reyna']",310,,267.8,1.35,,173.0,0.96,0.19,0.24,0.17,,,297,220,60,75,52,2024,False,0.97,0.75,0.02,China,China,China
ray4c,Alter Ego,174,['raze'],777,0.95,215.4,0.97,72%,137.0,0.73,0.21,0.14,0.17,11%,22%,566,584,167,109,131,2024,False,0.95,0.85,0.2,Pacific,Pacific,Pacific
rdeew,JiJieHao,311,"['viper', 'cypher', 'chamber', 'sova', 'killjoy']",684,0.98,204.2,1.03,66%,133.1,0.7,0.22,0.11,0.09,23%,14%,481,469,152,78,64,2024,False,0.98,0.86,0.24,Pacific,Pacific,Pacific
reality,Sharper Esport,116,"['killjoy', 'chamber', 'cypher', 'kayo', 'viper']",544,0.85,187.8,0.81,64%,123.3,0.63,0.23,0.1,0.13,24%,10%,345,425,124,55,69,2024,False,0.85,0.72,0.31,Pacific,Pacific,Pacific
reeq,Cynical,204,"['viper', 'omen', 'skye', 'astra', 'killjoy']",275,0.87,185.0,0.8,69%,127.2,0.63,0.3,0.08,0.08,23%,9%,172,214,82,23,21,2024,False,0.87,0.66,0.38,Pacific,Pacific,Pacific
reita,Murash Gaming,232,"['jett', 'sova', 'killjoy', 'omen', 'skye']",962,0.92,195.4,0.88,71%,134.3,0.67,0.28,0.11,0.1,26%,11%,648,740,266,107,96,2024,True,0.92,0.85,0.31,Pacific,Pacific,Pacific
rendra,5 Clown,75,"['astra', 'sova', 'deadlock', 'raze', 'cypher']",340,0.77,184.1,0.72,62%,126.7,0.62,0.17,0.14,0.2,16%,6%,210,292,57,47,67,2024,False,0.77,0.6,0.27,Pacific,Pacific,Pacific
renz,Maryville University,662,"['sova', 'chamber', 'skye', 'killjoy', 'kayo']",207,0.98,184.0,1.01,71%,120.4,0.68,0.2,0.07,0.07,25%,17%,140,139,41,14,14,2024,False,0.98,0.7,0.24,Americas,Americas,Americas
repulsive,JustUs,54,"['omen', 'viper', 'brimstone', 'astra']",652,0.89,169.1,0.76,73%,109.6,0.55,0.45,0.07,0.08,25%,8%,359,471,294,43,49,2024,False,0.89,0.78,0.75,Pacific,Pacific,Pacific
reslyde,Peace And Love,58,"['sova', 'raze', 'breach', 'jett']",262,0.91,198.8,0.93,66%,132.8,0.71,0.19,0.13,0.12,28%,9%,187,201,50,34,31,2024,False,0.91,0.68,0.21,Pacific,Pacific,Pacific
retrq,special grade,861,"['jett', 'sova', 'omen', 'sage', 'raze']",477,0.92,190.2,0.88,69%,126.5,0.65,0.29,0.07,0.08,26%,8%,309,352,138,34,40,2024,False,0.92,0.76,0.35,Americas,Americas,Americas
ri0,True Rippers,317,"['sova', 'fade', 'skye']",734,0.81,161.6,0.73,64%,112.9,0.55,0.26,0.05,0.08,28%,7%,405,553,188,38,60,2024,False,0.81,0.72,0.44,Pacific,Pacific,Pacific
ri4d,Formulation Gaming,172,"['sova', 'killjoy', 'kayo', 'skye', 'omen']",630,0.97,201.1,0.96,65%,134.4,0.7,0.28,0.12,0.11,32%,24%,443,463,177,77,68,2024,False,0.97,0.84,0.28,EMEAS,EMEAS,EMEAS
rich,MIBR,139,"['sova', 'fade', 'skye', 'gekko', 'viper']",526,1.0,186.7,0.97,73%,126.7,0.64,0.29,0.08,0.09,31%,12%,336,345,153,40,45,2024,False,1.0,0.84,0.36,Americas,Americas,Americas
riyabtw,Oblivion Force,58,"['raze', 'jett', 'neon']",428,1.03,214.3,1.05,68%,142.2,0.75,0.19,0.12,0.15,28%,13%,323,307,80,51,64,2024,False,1.03,0.84,0.17,Pacific,Pacific,Pacific
rizkymd,Le Crapaud,145,"['omen', 'breach', 'skye', 'kayo', 'viper']",219,0.93,182.7,0.85,72%,117.4,0.64,0.39,0.07,0.09,27%,21%,141,166,86,15,20,2024,False,0.93,0.67,0.47,Pacific,Pacific,Pacific
rkz,Ivy League Gaming,54,"['viper', 'omen', 'breach', 'killjoy', 'cypher']",219,1.04,190.3,1.01,68%,134.4,0.72,0.29,0.04,0.05,25%,24%,158,157,64,9,11,2024,False,1.04,0.75,0.27,Pacific,Pacific,Pacific
rnd,TBK Esports,271,"['jett', 'chamber', 'killjoy', 'raze', 'skye']",1145,0.89,215.4,0.93,68%,137.4,0.73,0.19,0.17,0.18,18%,23%,831,892,213,189,206,2024,False,0.89,0.84,0.19,Americas,Americas,Americas
robbiebk,Joblife,220,"['sova', 'skye', 'fade', 'breach']",1024,1.04,188.5,1.03,73%,127.5,0.68,0.26,0.07,0.08,31%,17%,694,674,270,73,81,2024,True,1.04,0.97,0.29,EMEAS,EMEAS,EMEAS
rocket,Gamax Esports,400,"['jett', 'raze']",892,0.81,198.7,0.84,62%,129.9,0.67,0.15,0.17,0.23,30%,3%,600,712,135,154,203,2024,False,0.81,0.74,0.21,EMEAS,EMEAS,EMEAS
roco,Zen eSports,53,"['omen', 'astra', 'viper', 'raze', 'brimstone']",441,0.93,192.7,0.91,67%,127.3,0.65,0.34,0.08,0.11,26%,9%,287,317,148,37,50,2024,False,0.93,0.76,0.4,Americas,Americas,Americas
roden,Cicadas Gaming,337,"['raze', 'sova', 'jett', 'breach', 'skye']",271,0.9,185.6,0.85,69%,118.2,0.65,0.39,0.07,0.06,29%,3%,175,206,106,20,15,2024,False,0.9,0.68,0.46,EMEAS,EMEAS,EMEAS
rood,Galorys,331,"['killjoy', 'chamber', 'omen', 'viper', 'cypher']",1650,0.97,176.2,0.95,70%,118.6,0.6,0.25,0.06,0.08,22%,18%,994,1044,416,107,126,2024,False,0.97,0.97,0.37,Americas,Americas,Americas
roompa,Ambrosia,446,"['sova', 'fade', 'skye', 'gekko']",796,1.08,210.4,1.07,73%,138.2,0.73,0.29,0.06,0.08,34%,14%,583,544,230,48,63,2024,False,1.08,0.97,0.25,Americas,Americas,Americas
ros,PCIFIC Espor,189,"['sova', 'breach', 'fade', 'skye']",1013,0.87,166.5,0.85,68%,113.9,0.59,0.28,0.07,0.09,28%,27%,602,706,283,70,93,2024,False,0.87,0.81,0.41,EMEAS,EMEAS,EMEAS
roud,Five Ace Esports,55,"['omen', 'viper', 'killjoy', 'sova', 'breach']",287,0.79,158.0,0.74,69%,107.3,0.57,0.4,0.05,0.1,37%,8%,163,220,114,14,29,2024,False,0.79,0.6,0.61,Pacific,Pacific,Pacific
rowancy,TP REVEN,76,"['cypher', 'kayo', 'skye', 'killjoy', 'viper']",313,1.01,182.9,0.95,64%,130.9,0.67,0.23,0.08,0.05,23%,16%,210,221,71,24,16,2024,False,1.01,0.78,0.27,Americas,Americas,Americas
russ,S2G Esports,307,"['jett', 'sova', 'raze', 'sage', 'reyna']",559,0.94,195.0,0.95,68%,131.2,0.69,0.19,0.13,0.13,33%,16%,388,408,105,75,72,2024,False,0.94,0.8,0.22,EMEAS,EMEAS,EMEAS
ruxic,Fire Flux Esports,237,"['viper', 'omen', 'kayo', 'astra', 'breach']",818,1.21,243.9,1.28,77%,159.8,0.84,0.35,0.12,0.08,27%,17%,690,539,283,97,66,2024,False,1.21,1.09,0.17,EMEAS,EMEAS,EMEAS
rvk,True Rippers,463,"['viper', 'cypher', 'killjoy', 'sova', 'fade']",589,0.92,191.2,0.88,67%,129.0,0.65,0.25,0.11,0.13,33%,15%,385,437,148,65,75,2024,False,0.92,0.79,0.31,Pacific,Pacific,Pacific
s1mon,EDward Gaming,129,"['breach', 'kayo', 'omen', 'raze', 'fade']",311,0.94,195.6,0.92,68%,132.2,0.7,0.29,0.07,0.1,30%,13%,218,236,90,22,32,2024,False,0.94,0.73,0.29,China,China,China
saiko,Ramboot Club,305,"['jett', 'raze', 'phoenix', 'sova']",323,0.82,172.6,0.81,70%,116.7,0.61,0.23,0.15,0.12,25%,7%,197,243,74,50,40,2024,False,0.82,0.64,0.34,EMEAS,EMEAS,EMEAS
saiz,Barça eSports,231,"['sova', 'killjoy', 'cypher', 'viper', 'sage']",844,0.96,185.2,0.97,68%,124.9,0.67,0.18,0.09,0.09,36%,14%,566,586,152,78,77,2024,False,0.96,0.87,0.23,EMEAS,EMEAS,EMEAS
sakurai,CREST GAMING Zst,149,"['jett', 'skye', 'kayo', 'raze', 'sage']",230,1.02,202.9,1.01,73%,133.3,0.71,0.38,0.1,0.12,35%,11%,163,162,88,22,28,2024,False,1.02,0.75,0.35,Pacific,Pacific,Pacific
sand,The Ultimates,369,"['killjoy', 'cypher', 'chamber', 'viper', 'astra']",1287,0.98,184.6,1.04,70%,123.7,0.68,0.21,0.06,0.08,35%,18%,869,833,265,79,100,2024,False,0.98,0.94,0.25,EMEAS,EMEAS,EMEAS
santagolf,Santa Gang,326,"['killjoy', 'cypher', 'astra', 'sage', 'jett']",615,0.79,157.7,0.79,64%,102.9,0.57,0.17,0.06,0.07,21%,14%,349,444,102,39,44,2024,False,0.79,0.68,0.32,Pacific,Pacific,Pacific
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",323,0.94,193.1,0.9,69%,126.7,0.67,0.3,0.09,0.12,24%,6%,217,241,97,29,39,2024,False,0.94,0.73,0.33,Americas,Americas,Americas
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",323,0.94,193.1,0.9,69%,126.7,0.67,0.3,0.09,0.12,24%,6%,217,241,97,29,39,2024,False,0.94,0.73,0.33,Americas,Americas,Americas
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",323,0.94,193.1,0.9,69%,126.7,0.67,0.3,0.09,0.12,24%,6%,217,241,97,29,39,2024,False,0.94,0.73,0.33,Americas,Americas,Americas
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",323,0.94,193.1,0.9,69%,126.7,0.67,0.3,0.09,0.12,24%,6%,217,241,97,29,39,2024,False,0.94,0.73,0.33,Americas,Americas,Americas
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",323,0.94,193.1,0.9,69%,126.7,0.67,0.3,0.09,0.12,24%,6%,217,241,97,29,39,2024,False,0.94,0.73,0.33,Americas,Americas,Americas
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",323,0.94,193.1,0.9,69%,126.7,0.67,0.3,0.09,0.12,24%,6%,217,241,97,29,39,2024,False,0.94,0.73,0.33,Americas,Americas,Americas
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",323,0.94,193.1,0.9,69%,126.7,0.67,0.3,0.09,0.12,24%,6%,217,241,97,29,39,2024,False,0.94,0.73,0.33,Americas,Americas,Americas
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",323,0.94,193.1,0.9,69%,126.7,0.67,0.3,0.09,0.12,24%,6%,217,241,97,29,39,2024,False,0.94,0.73,0.33,Americas,Americas,Americas
satellite,Ambrosia,423,"['jett', 'raze', 'killjoy']",796,0.9,209.4,0.95,68%,135.9,0.73,0.17,0.18,0.21,23%,22%,583,613,133,144,169,2024,False,0.9,0.81,0.18,Americas,Americas,Americas
sato,Galorys,215,"['jett', 'raze', 'neon', 'chamber']",1650,1.14,248.9,1.21,69%,157.3,0.87,0.14,0.18,0.15,31%,14%,1431,1180,231,296,250,2024,False,1.14,1.14,0.07,Americas,Americas,Americas
scarn,SaD Esports,343,"['jett', 'raze', 'kayo']",877,0.93,220.0,0.98,69%,148.0,0.76,0.16,0.17,0.17,27%,11%,670,687,144,151,146,2024,False,0.93,0.85,0.15,Americas,Americas,Americas
scar,ARF TEAM,64,"['omen', 'viper', 'brimstone', 'astra']",772,0.94,171.0,0.88,73%,112.6,0.61,0.39,0.06,0.07,35%,17%,468,530,300,43,54,2024,False,0.94,0.84,0.52,Pacific,Pacific,Pacific
screwface,Winthrop University,610,"['jett', 'raze', 'sova']",491,0.91,172.9,0.87,67%,115.1,0.62,0.3,0.1,0.09,29%,10%,303,350,149,47,43,2024,False,0.91,0.76,0.4,Americas,Americas,Americas
secondlove,JustUs,89,"['killjoy', 'cypher', 'sova', 'skye', 'fade']",763,1.03,200.5,0.98,67%,139.7,0.71,0.23,0.06,0.08,28%,14%,543,554,179,47,64,2024,False,1.03,0.92,0.23,Pacific,Pacific,Pacific
secret,FearX,191,"['skye', 'breach', 'raze', 'kayo', 'cypher']",268,1.08,202.8,1.02,65%,135.2,0.72,0.33,0.11,0.09,32%,8%,192,189,89,30,23,2024,False,1.08,0.81,0.3,Pacific,Pacific,Pacific
seider,FOKUS,343,"['viper', 'astra', 'omen', 'sova', 'reyna']",869,0.9,167.0,0.88,70%,109.1,0.59,0.3,0.08,0.09,34%,10%,511,578,263,66,77,2024,True,0.9,0.82,0.44,EMEAS,EMEAS,EMEAS
sembern,Formulation Gaming,218,"['cypher', 'killjoy', 'viper', 'sage', 'astra']",733,1.04,210.4,1.07,70%,140.2,0.75,0.22,0.09,0.06,27%,8%,552,515,160,65,45,2024,False,1.04,0.92,0.19,EMEAS,EMEAS,EMEAS
seoldam,RIDDLE ORDER,130,"['jett', 'skye', 'gekko']",704,1.07,227.2,1.14,73%,141.7,0.81,0.2,0.18,0.14,22%,18%,568,498,139,129,96,2024,False,1.07,0.94,0.13,Pacific,Pacific,Pacific
seph1roth,Made in Thailand,144,"['viper', 'jett', 'raze', 'killjoy', 'sage']",1077,1.06,206.9,1.11,73%,138.1,0.74,0.22,0.09,0.09,38%,18%,802,722,236,101,100,2024,False,1.06,1.0,0.2,Pacific,Pacific,Pacific
serial,Chipi Chapa's,121,"['cypher', 'skye', 'kayo', 'gekko', 'jett']",1136,0.98,205.6,1.0,70%,137.6,0.74,0.22,0.1,0.12,43%,12%,842,839,245,114,132,2024,False,0.98,0.93,0.2,EMEAS,EMEAS,EMEAS
seven,TSM,446,"['jett', 'chamber', 'killjoy', 'raze', 'gekko']",1339,1.07,206.6,1.05,76%,136.4,0.72,0.35,0.08,0.09,23%,19%,965,922,472,105,123,2024,False,1.07,1.04,0.31,Americas,Americas,Americas
sevire,Solary,152,"['jett', 'chamber', 'breach', 'kayo', 'sage']",472,0.97,197.3,0.92,71%,125.1,0.68,0.39,0.08,0.07,32%,7%,320,349,185,37,35,2024,False,0.97,0.8,0.41,EMEAS,EMEAS,EMEAS
sevy,AIM PH,30,"['omen', 'viper', 'brimstone']",312,0.74,158.8,0.68,63%,105.6,0.54,0.29,0.04,0.06,26%,6%,170,249,91,14,20,2024,False,0.74,0.57,0.5,Pacific,Pacific,Pacific
sh0twell,Zen eSports,122,"['jett', 'raze', 'omen', 'astra', 'brimstone']",492,1.17,237.0,1.16,72%,157.9,0.81,0.34,0.13,0.12,24%,12%,399,343,165,66,58,2024,False,1.17,0.98,0.2,Americas,Americas,Americas
sh1va,İstanbul Wildcats,107,"['killjoy', 'cypher']",794,0.98,181.8,0.96,67%,126.9,0.67,0.14,0.07,0.09,33%,15%,530,553,108,58,71,2024,False,0.98,0.88,0.2,EMEAS,EMEAS,EMEAS
shalaby,Team RA'AD,393,"['raze', 'killjoy', 'jett', 'kayo']",578,0.88,184.5,0.9,65%,122.3,0.66,0.19,0.08,0.14,23%,23%,382,423,112,47,80,2024,False,0.88,0.75,0.25,EMEAS,EMEAS,EMEAS
shazeon,Eintracht Frankfurt,293,"['viper', 'sova', 'cypher', 'killjoy', 'chamber']",776,1.07,210.1,1.11,70%,137.9,0.75,0.23,0.11,0.09,31%,10%,584,525,178,85,72,2024,False,1.07,0.96,0.2,EMEAS,EMEAS,EMEAS
shiba,Ninjas in Galaxy,216,"['sova', 'sage', 'breach', 'skye']",475,0.85,186.0,0.8,65%,119.2,0.63,0.32,0.08,0.1,24%,9%,298,371,153,37,47,2024,False,0.85,0.7,0.41,Pacific,Pacific,Pacific
shiio,Permitta Unicorns,210,"['omen', 'astra', 'viper', 'brimstone']",254,0.93,171.9,0.86,69%,115.0,0.59,0.29,0.07,0.06,20%,15%,150,174,74,17,15,2024,False,0.93,0.69,0.43,EMEAS,EMEAS,EMEAS
shinnok,genziary,100,"['cypher', 'killjoy', 'jett', 'kayo', 'chamber']",456,1.05,199.3,1.02,69%,137.2,0.72,0.2,0.06,0.06,28%,10%,330,324,92,28,28,2024,False,1.05,0.86,0.2,EMEAS,EMEAS,EMEAS
shinsei,Kizuna Esports,101,"['jett', 'reyna', 'cypher', 'killjoy', 'raze']",431,1.02,243.7,1.1,65%,160.5,0.88,0.14,0.22,0.22,31%,11%,378,345,60,93,93,2024,False,1.02,0.83,0.07,Pacific,Pacific,Pacific
shion,THE 7,270,"['sova', 'breach', 'skye', 'kayo', 'killjoy']",948,1.02,193.6,0.97,74%,128.4,0.66,0.4,0.07,0.07,25%,19%,623,639,383,65,66,2024,False,1.02,0.94,0.45,Americas,Americas,Americas
shiro,BOOM Esports,281,"['sova', 'breach', 'viper']",1192,1.14,217.5,1.13,77%,145.9,0.75,0.45,0.1,0.09,24%,18%,898,796,534,117,102,2024,False,1.14,1.09,0.36,Pacific,Pacific,Pacific
shniider,Team RA'AD,327,"['sova', 'viper', 'astra', 'fade']",770,0.91,204.1,0.9,70%,137.7,0.73,0.28,0.13,0.12,34%,13%,560,621,213,97,92,2024,False,0.91,0.81,0.25,EMEAS,EMEAS,EMEAS
sibeastw0w,NASR Esports,310,"['jett', 'raze', 'chamber']",1115,1.08,237.2,1.09,72%,155.0,0.8,0.24,0.21,0.18,21%,15%,893,823,272,234,205,2024,False,1.08,1.02,0.16,EMEAS,EMEAS,EMEAS
sickrey,R8 Esports,368,"['sova', 'skye', 'breach', 'omen', 'kayo']",1413,1.13,194.1,1.14,76%,130.6,0.71,0.37,0.06,0.05,29%,15%,1001,875,528,83,68,2024,False,1.13,1.1,0.34,EMEAS,EMEAS,EMEAS
siduzord,Stellae Gaming,227,"['sova', 'fade', 'gekko', 'breach', 'skye']",1407,1.12,206.0,1.14,74%,136.0,0.73,0.3,0.07,0.07,26%,13%,1024,895,429,102,101,2024,True,1.12,1.09,0.26,Americas,Americas,Americas
sid,Nongshim RedForce,75,"['jett', 'raze', 'viper', 'gekko', 'iso']",578,1.02,219.0,1.05,69%,143.3,0.76,0.23,0.13,0.13,28%,22%,437,416,132,75,74,2024,False,1.02,0.87,0.19,Pacific,Pacific,Pacific
signed,JiJieHao,279,"['sova', 'breach', 'skye', 'fade', 'kayo']",684,1.1,196.7,1.13,74%,132.6,0.7,0.29,0.08,0.05,29%,17%,477,421,196,54,32,2024,False,1.1,0.97,0.29,Pacific,Pacific,Pacific
sihw,LONETEAM,43,"['omen', 'killjoy', 'viper', 'cypher', 'skye']",224,0.87,172.6,0.84,63%,119.6,0.65,0.22,0.08,0.15,33%,20%,146,174,49,19,34,2024,False,0.87,0.63,0.28,EMEAS,EMEAS,EMEAS
silenttt,PPP,247,"['killjoy', 'sova', 'chamber', 'cypher', 'viper']",550,1.01,193.5,0.97,72%,127.0,0.68,0.28,0.07,0.07,28%,15%,374,385,152,37,40,2024,False,1.01,0.86,0.3,EMEAS,EMEAS,EMEAS
silentzz,2Game Esports,245,"['jett', 'raze', 'sova']",1648,1.05,232.2,1.12,72%,150.7,0.83,0.15,0.18,0.13,32%,8%,1367,1225,240,294,209,2024,False,1.05,1.05,0.1,Americas,Americas,Americas
silenx,Winthrop University,618,"['killjoy', 'viper', 'omen', 'cypher', 'astra']",789,0.91,183.8,0.88,69%,120.9,0.65,0.31,0.1,0.09,35%,15%,516,587,247,82,70,2024,False,0.91,0.82,0.37,Americas,Americas,Americas
simond4rk,R8 Esports,378,"['jett', 'raze', 'chamber']",1394,1.06,233.0,1.12,71%,155.1,0.82,0.21,0.15,0.15,20%,15%,1142,1019,287,215,216,2024,False,1.06,1.03,0.13,EMEAS,EMEAS,EMEAS
sinaway,Arena Internet Cafe,150,"['killjoy', 'cypher', 'viper', 'sova', 'astra']",738,1.16,229.9,1.21,72%,155.0,0.82,0.21,0.08,0.08,34%,12%,607,503,153,60,60,2024,False,1.16,1.03,0.13,Pacific,Pacific,Pacific
siraww,XERXIA Esports,228,"['sova', 'skye', 'fade', 'sage', 'raze']",900,0.98,189.8,0.95,69%,129.2,0.68,0.29,0.05,0.07,32%,11%,616,646,263,49,59,2024,False,0.98,0.9,0.31,Pacific,Pacific,Pacific
sixelaoen,5 Clown,62,"['viper', 'killjoy', 'omen', 'kayo', 'gekko']",340,0.72,152.6,0.64,59%,101.7,0.52,0.23,0.05,0.1,29%,7%,176,274,78,17,33,2024,False,0.72,0.56,0.44,Pacific,Pacific,Pacific
skillz,Revenant Esports,357,"['killjoy', 'astra', 'brimstone', 'omen', 'raze']",977,0.86,163.2,0.86,70%,109.3,0.57,0.25,0.07,0.07,26%,14%,558,651,246,65,67,2024,False,0.86,0.8,0.41,Pacific,Pacific,Pacific
skrossi,Revenant Esports,398,"['jett', 'chamber', 'sova']",1028,1.04,208.4,1.07,71%,134.9,0.73,0.25,0.09,0.09,27%,10%,751,703,260,97,91,2024,False,1.04,0.97,0.23,Pacific,Pacific,Pacific
skylen,Papara SuperMassive,213,"['sage', 'breach', 'kayo', 'sova', 'skye']",447,1.07,199.6,1.04,76%,129.9,0.69,0.43,0.07,0.04,34%,24%,310,297,193,30,19,2024,False,1.07,0.88,0.44,EMEAS,EMEAS,EMEAS
skyppervz,Furious Gaming,68,"['viper', 'kayo', 'skye', 'killjoy', 'gekko']",646,0.86,166.5,0.82,65%,114.9,0.58,0.29,0.05,0.11,30%,14%,373,456,190,35,68,2024,True,0.86,0.75,0.44,Americas,Americas,Americas
skz,LRNJ,167,"['kayo', 'skye', 'breach', 'viper', 'iso']",1000,0.96,185.5,0.94,73%,119.3,0.65,0.32,0.08,0.09,29%,5%,652,694,321,77,85,2024,False,0.96,0.89,0.38,Americas,Americas,Americas
smiley,Ambrosia,567,"['breach', 'kayo', 'skye', 'omen']",581,1.03,188.3,1.01,73%,121.3,0.65,0.43,0.07,0.09,31%,22%,379,377,252,38,54,2024,False,1.03,0.88,0.51,Americas,Americas,Americas
snikk,Zero Tenacity,330,"['sova', 'raze', 'phoenix', 'skye']",744,1.0,191.7,0.97,72%,130.1,0.68,0.3,0.06,0.07,35%,14%,507,525,220,44,51,2024,True,1.0,0.89,0.32,EMEAS,EMEAS,EMEAS
snipkw,United Gaming,186,"['omen', 'sova', 'astra', 'killjoy']",1126,0.97,199.7,0.93,70%,129.2,0.69,0.36,0.1,0.09,22%,11%,781,840,409,114,106,2024,True,0.97,0.92,0.36,,,
snowi,OnlyFins,159,"['sova', 'breach', 'kayo', 'viper', 'fade']",991,1.02,183.5,0.95,73%,121.6,0.65,0.44,0.05,0.06,26%,19%,643,678,439,51,64,2024,False,1.02,0.95,0.52,,,
snw,RETA Esports,246,"['jett', 'raze', 'chamber']",674,1.03,238.7,1.12,70%,157.6,0.83,0.16,0.21,0.18,22%,14%,559,497,109,144,122,2024,False,1.03,0.9,0.1,Americas,Americas,Americas
sociablee,Fire Flux Esports,349,"['jett', 'raze', 'sova']",818,1.12,220.9,1.17,78%,143.7,0.76,0.33,0.09,0.07,26%,11%,624,535,274,73,61,2024,False,1.12,1.01,0.25,EMEAS,EMEAS,EMEAS
socools0da,Team NKT,125,"['skye', 'sova', 'fade', 'omen']",600,1.0,197.9,1.0,72%,131.3,0.71,0.32,0.08,0.1,34%,15%,426,427,189,47,60,2024,False,1.0,0.86,0.3,Pacific,Pacific,Pacific
songry,iPGN,116,"['kayo', 'killjoy', 'skye', 'sova', 'cypher']",674,1.05,213.8,1.03,69%,140.7,0.75,0.31,0.1,0.1,30%,5%,508,491,212,68,70,2024,False,1.05,0.92,0.25,Pacific,Pacific,Pacific
soon,Mandatory,246,"['jett', 'cypher', 'killjoy', 'chamber', 'raze']",691,0.94,174.3,0.95,67%,121.0,0.64,0.21,0.08,0.11,24%,22%,445,466,143,57,74,2024,False,0.94,0.83,0.29,,,
soren,Akroma,101,"['jett', 'raze', 'phoenix', 'omen']",254,0.81,185.8,0.79,68%,125.2,0.63,0.18,0.18,0.19,31%,18%,161,203,45,45,49,2024,False,0.81,0.6,0.27,EMEAS,EMEAS,EMEAS
souhcni,Papara SuperMassive,271,"['sova', 'cypher', 'killjoy', 'fade']",714,0.84,166.8,0.8,69%,109.3,0.55,0.33,0.07,0.08,26%,11%,392,491,235,47,56,2024,True,0.84,0.74,0.54,EMEAS,EMEAS,EMEAS
soulcas,Apeks,365,"['skye', 'raze', 'sova', 'kayo', 'fade']",1165,1.19,225.2,1.31,75%,146.7,0.79,0.39,0.08,0.07,36%,16%,925,704,454,98,78,2024,False,1.19,1.13,0.25,EMEAS,EMEAS,EMEAS
sp1ke,Cicadas Gaming,371,"['jett', 'raze', 'viper', 'chamber']",271,1.03,210.9,1.04,68%,136.3,0.73,0.2,0.18,0.16,24%,31%,197,190,55,48,43,2024,False,1.03,0.78,0.2,EMEAS,EMEAS,EMEAS
spaz,Blinn,671,"['omen', 'viper', 'astra', 'sova', 'harbor']",1284,1.16,202.6,1.13,76%,130.6,0.69,0.46,0.07,0.07,21%,24%,883,779,591,92,89,2024,False,1.16,1.12,0.48,Americas,Americas,Americas
spike,2Game Esports,100,"['gekko', 'neon', 'kayo', 'viper', 'yoru']",1648,1.11,231.8,1.12,75%,149.2,0.79,0.36,0.13,0.13,27%,19%,1300,1161,591,208,211,2024,False,1.11,1.11,0.23,Americas,Americas,Americas
spiritz,Five Ace Esports,43,"['jett', 'raze', 'fade', 'iso', 'sage']",287,1.2,286.0,1.23,72%,185.9,1.02,0.16,0.24,0.16,38%,6%,293,238,46,69,45,2024,False,1.2,0.91,-0.01,Pacific,Pacific,Pacific
spmak,DIVIZON,188,"['breach', 'sova', 'skye']",710,0.9,170.9,0.82,72%,110.3,0.56,0.44,0.07,0.09,17%,12%,395,481,309,50,67,2024,True,0.9,0.79,0.71,EMEAS,EMEAS,EMEAS
