Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
nana,GnG Amazigh White,106,"['raze', 'jett', 'skye', 'sova', 'omen']",319,0.91,198.9,0.95,68%,131.9,0.73,0.23,0.09,0.10,33%,10%,,,232,243,73,28,32
nanno,Unknown,115,"['cypher', 'killjoy', 'chamber', 'jett', 'viper']",242,0.89,189.3,0.85,62%,126.4,0.67,0.15,0.06,0.06,31%,9%,,,162,190,36,15,14
nariel,Unknown,141,"['jett', 'skye', 'breach', 'sage', 'kayo']",224,0.81,181.3,0.80,62%,121.1,0.64,0.17,0.13,0.19,22%,12%,,,144,180,39,28,43
natalcia,Last Second,106,"['killjoy', 'cypher', 'viper']",260,0.97,203.7,0.91,69%,142.3,0.71,0.21,0.08,0.08,36%,13%,,,185,203,54,22,22
natasha,LOUD GC,118,"['killjoy', 'cypher', 'breach']",619,1.00,193.3,1.04,70%,130.6,0.71,0.20,0.10,0.07,34%,10%,,,437,422,125,63,42
natas,FUSION X,66,"['sova', 'gekko', 'viper', 'breach', 'sage']",672,0.78,145.5,0.74,65%,98.1,0.53,0.27,0.06,0.12,27%,15%,,,353,474,182,43,81
nati,LEVIATÁN GC,34,"['viper', 'omen', 'sova', 'gekko', 'killjoy']",571,0.94,185.2,0.92,67%,122.2,0.66,0.20,0.06,0.07,40%,12%,,,377,410,117,34,41
naxa,Zen eSports GC,79,"['raze', 'jett', 'sova', 'reyna', 'neon']",607,1.09,253.6,1.12,67%,167.8,0.90,0.17,0.18,0.16,27%,8%,,,544,487,105,109,97
neli,Unknown,139,"['sova', 'jett', 'raze', 'skye', 'fade']",494,0.93,183.6,0.89,73%,121.6,0.63,0.31,0.08,0.08,22%,12%,,,309,347,153,39,38
nelo,Karmine Corp GC,308,"['killjoy', 'cypher', 'viper', 'chamber', 'breach']",1103,1.01,215.0,1.02,73%,139.4,0.75,0.29,0.11,0.08,33%,15%,,,830,815,315,121,92
nescargot,charbon,54,"['killjoy', 'omen', 'cypher', 'sova', 'viper']",375,0.94,178.9,0.90,68%,119.2,0.62,0.28,0.07,0.09,32%,9%,,,233,258,106,25,34
ness,GIANTX GC,263,"['jett', 'killjoy', 'sova', 'viper', 'cypher']",1249,1.14,205.1,1.15,78%,138.1,0.72,0.33,0.07,0.05,26%,14%,,,896,782,418,91,64
newky,LILAX,178,"['reyna', 'skye', 'kayo', 'breach', 'phoenix']",274,0.94,208.2,0.97,68%,136.6,0.74,0.21,0.12,0.16,33%,21%,,,203,209,58,32,45
nezha,K7 Esports,58,"['breach', 'skye', 'viper', 'killjoy', 'kayo']",427,1.29,264.1,1.39,78%,165.9,0.96,0.38,0.12,0.10,36%,15%,,,412,297,161,51,44
nicky,9z Team GC,66,"['omen', 'viper', 'brimstone', 'sage']",1050,1.06,202.2,1.02,73%,131.2,0.71,0.36,0.08,0.06,31%,17%,,,748,731,382,87,67
nidxvilco,MAD Lions KOI,107,"['viper', 'brimstone', 'omen', 'astra', 'fade']",740,1.00,187.9,1.02,71%,122.9,0.68,0.32,0.06,0.09,29%,19%,,,501,492,238,48,67
nila,Scissor Sisters,78,"['cypher', 'killjoy', 'chamber']",229,0.87,183.0,0.84,64%,123.9,0.64,0.16,0.06,0.08,22%,5%,,,147,175,36,13,18
ninou,VALIANT GC,300,"['sage', 'sova', 'breach', 'brimstone', 'killjoy']",1227,0.91,167.0,0.82,73%,111.1,0.55,0.44,0.04,0.06,19%,16%,,,680,834,542,48,77
nirvana,R8 Blue,120,"['neon', 'raze', 'jett']",300,0.74,186.2,0.77,60%,129.2,0.63,0.21,0.16,0.21,22%,16%,,,189,246,63,48,62
noia,Shopify Rebellion,461,"['killjoy', 'cypher', 'chamber', 'skye', 'jett']",1000,1.04,195.0,1.10,74%,133.0,0.69,0.23,0.08,0.08,26%,16%,,,687,622,229,79,77
none,9z Team GC,123,"['jett', 'neon', 'raze']",1050,1.13,259.1,1.16,69%,171.7,0.89,0.19,0.22,0.18,23%,18%,,,935,805,200,233,193
noor,Twisted Minds Orchid,97,"['viper', 'killjoy', 'omen', 'gekko', 'brimstone']",357,0.99,172.1,0.97,76%,113.2,0.62,0.34,0.05,0.07,27%,20%,,,223,230,120,17,25
nora,YFP X,237,"['skye', 'breach', 'viper', 'kayo', 'omen']",465,1.10,226.6,1.15,75%,147.1,0.79,0.33,0.12,0.10,29%,13%,,,367,320,155,58,46
noze,BLAZE,60,"['killjoy', 'cypher', 'viper', 'omen']",224,1.01,187.8,0.95,63%,130.4,0.71,0.11,0.09,0.09,30%,16%,,,158,166,24,21,20
nugget,Gamax Lite,222,"['killjoy', 'cypher', 'chamber', 'brimstone']",735,0.92,177.1,0.89,69%,121.0,0.61,0.21,0.09,0.08,21%,19%,,,450,504,152,66,56
nury,Unknown,36,"['breach', 'kayo', 'gekko', 'jett', 'skye']",231,0.92,189.3,0.85,64%,128.7,0.67,0.33,0.08,0.07,26%,8%,,,155,183,77,19,17
odessaca,No Thoughts,107,"['omen', 'viper', 'brimstone', 'killjoy', 'clove']",280,0.90,176.1,0.81,69%,115.7,0.62,0.36,0.05,0.08,26%,14%,,,174,215,101,15,23
onni,Cyber Geek,39,"['jett', 'killjoy', 'raze', 'brimstone', 'neon']",211,1.09,230.9,1.08,67%,142.1,0.81,0.27,0.12,0.16,26%,9%,,,170,158,56,25,33
oranges,Teddy Tactics,125,"['viper', 'killjoy', 'omen', 'cypher', 'astra']",232,0.61,145.8,0.60,60%,104.0,0.51,0.17,0.06,0.17,26%,4%,,,119,198,40,14,39
panchill,Zen eSports GC,89,"['killjoy', 'cypher', 'viper', 'omen']",498,0.91,176.3,0.87,66%,120.5,0.63,0.18,0.06,0.07,29%,15%,,,313,358,92,32,34
panday,Unknown,324,"['cypher', 'killjoy', 'omen', 'astra', 'viper']",599,0.93,188.5,0.92,68%,128.2,0.67,0.28,0.09,0.12,32%,16%,,,399,435,166,53,69
panini,oomfies,434,"['viper', 'omen', 'astra', 'brimstone']",288,1.03,213.1,1.02,76%,136.3,0.74,0.31,0.10,0.08,28%,11%,,,214,210,88,28,22
pannyx,Panny Sitter,77,"['sova', 'reyna', 'chamber', 'brimstone']",257,1.01,191.8,0.97,71%,128.0,0.69,0.29,0.05,0.05,31%,12%,,,177,183,74,13,13
patitop,Deagle Ravagers,89,"['killjoy', 'cypher', 'viper']",443,1.21,242.4,1.27,72%,165.9,0.88,0.16,0.12,0.11,33%,17%,,,388,306,73,52,50
peace,Twisted Minds Orchid,57,"['omen', 'kayo', 'gekko', 'jett', 'brimstone']",313,1.05,214.3,1.06,73%,138.7,0.74,0.35,0.09,0.11,32%,10%,,,233,220,108,27,34
petra,G2 Gozen,271,"['sova', 'skye', 'fade', 'breach']",979,1.04,200.0,1.08,75%,133.9,0.69,0.32,0.08,0.10,28%,18%,,,671,619,311,80,97
phobia,Quackers,84,"['sova', 'viper', 'omen', 'sage', 'fade']",250,0.77,161.8,0.63,60%,113.9,0.52,0.27,0.09,0.10,28%,5%,,,129,205,68,22,25
piety,sisu,133,"['killjoy', 'omen', 'sova', 'viper', 'cypher']",610,1.11,212.4,1.13,73%,141.8,0.74,0.27,0.08,0.04,31%,13%,,,452,401,163,46,25
pigruto,Cardboard Dinosaur,73,"['sova', 'killjoy', 'cypher', 'breach', 'fade']",243,0.53,113.7,0.48,53%,81.9,0.37,0.14,0.04,0.13,21%,8%,,,91,188,35,9,31
pingsong,FENNEL GC,31,"['fade', 'sova', 'skye', 'omen', 'killjoy']",520,0.88,178.6,0.81,70%,116.4,0.60,0.34,0.08,0.07,28%,13%,,,311,382,179,44,36
pinkalie,Zerance Mint,221,"['omen', 'viper', 'breach', 'astra', 'brimstone']",410,1.05,183.8,0.99,79%,118.3,0.66,0.51,0.07,0.06,29%,15%,,,272,275,208,28,25
pinky-d,raised,53,"['raze', 'jett', 'neon', 'yoru']",253,0.88,205.8,0.91,66%,137.5,0.73,0.18,0.15,0.17,30%,38%,,,184,203,45,37,42
pink,Scissor Sisters,49,"['raze', 'jett', 'omen', 'kayo']",229,0.82,190.8,0.76,64%,127.7,0.62,0.17,0.11,0.10,26%,10%,,,142,186,39,25,23
plumitadewa,Unknown,57,"['breach', 'raze', 'jett', 'kayo', 'skye']",325,0.79,173.7,0.75,69%,119.7,0.59,0.36,0.10,0.12,27%,3%,,,191,255,118,32,40
poetite,Twisted Minds Orchid,195,"['sova', 'breach', 'fade', 'gekko', 'viper']",431,0.87,173.8,0.82,72%,113.1,0.59,0.38,0.09,0.12,26%,27%,,,256,314,164,40,51
poly,sisu,226,"['viper', 'astra', 'omen', 'brimstone']",640,0.99,188.6,0.98,74%,126.2,0.66,0.35,0.07,0.10,31%,19%,,,424,432,227,44,62
ponix,9z Team GC,116,"['killjoy', 'breach', 'sova', 'gekko', 'raze']",1050,1.02,184.9,0.98,74%,123.6,0.66,0.32,0.05,0.06,28%,15%,,,698,710,340,51,59
powerpixele,Unknown,240,"['breach', 'kayo', 'viper', 'skye', 'omen']",550,1.17,224.6,1.20,79%,144.4,0.77,0.51,0.09,0.07,20%,22%,,,423,353,280,50,39
princessicy,Unknown,198,"['killjoy', 'viper', 'jett', 'cypher', 'breach']",281,1.01,209.1,0.94,65%,137.1,0.73,0.31,0.12,0.09,38%,10%,,,205,219,87,34,26
proxima,BBL Queens,235,"['viper', 'omen', 'skye', 'chamber', 'astra']",747,0.97,183.8,0.98,71%,121.5,0.66,0.30,0.06,0.07,39%,19%,,,491,502,222,45,51
pyro,Infinity X,115,"['viper', 'breach', 'gekko', 'killjoy', 'sova']",291,0.84,171.1,0.75,69%,113.2,0.58,0.35,0.09,0.14,22%,17%,,,169,224,103,26,40
qiqi,Cardboard Dinosaur,37,"['killjoy', 'astra', 'skye', 'viper', 'omen']",204,0.88,183.9,0.91,70%,126.3,0.65,0.23,0.04,0.11,23%,30%,,,132,145,47,8,22
r4m,REIGNITE Lily,69,"['omen', 'viper', 'astra', 'neon']",359,1.01,197.6,0.94,75%,128.6,0.69,0.39,0.07,0.09,23%,17%,,,248,263,140,24,31
rainssa,BACKSTABBED,292,"['astra', 'omen', 'sage', 'viper']",343,1.03,208.8,1.06,73%,141.3,0.73,0.28,0.10,0.11,29%,21%,,,250,236,97,33,37
raquinuki,FUSION X,100,"['cypher', 'killjoy', 'omen', 'deadlock', 'raze']",1135,0.96,191.6,0.96,67%,130.7,0.68,0.21,0.09,0.09,32%,13%,,,777,807,234,99,98
raven,Teddy Tactics,150,"['viper', 'omen', 'brimstone', 'astra']",411,1.02,188.8,0.97,71%,126.4,0.68,0.34,0.04,0.04,35%,16%,,,278,286,140,18,17
rayne,YDZ Black,167,"['jett', 'raze', 'yoru', 'neon', 'cypher']",383,0.89,199.3,0.85,59%,135.6,0.70,0.13,0.14,0.17,27%,8%,,,269,316,48,54,67
reshi,FiRePOWER,132,"['omen', 'jett', 'brimstone', 'viper', 'raze']",711,0.93,191.2,0.87,67%,127.7,0.66,0.31,0.08,0.08,25%,12%,,,466,533,217,57,55
rezq,G2 Gozen,99,"['raze', 'jett', 'killjoy', 'yoru', 'sage']",979,1.13,257.3,1.28,74%,162.6,0.89,0.20,0.25,0.17,25%,23%,,,876,687,197,240,161
rice,RIMA GC,61,"['skye', 'breach', 'killjoy', 'phoenix', 'omen']",256,0.98,189.6,0.87,72%,124.4,0.63,0.38,0.12,0.09,27%,10%,,,160,184,96,31,23
ripmel,Synergy,112,"['omen', 'killjoy', 'viper', 'astra', 'brimstone']",234,0.70,151.0,0.66,64%,104.2,0.52,0.32,0.02,0.08,23%,10%,,,121,182,74,5,18
rise,zZz,475,"['omen', 'viper', 'kayo', 'astra', 'skye']",733,0.92,167.1,0.83,72%,109.6,0.58,0.44,0.06,0.07,25%,13%,,,428,517,325,44,54
ritsu,Ketçaplı Ruffles,81,"['killjoy', 'omen', 'chamber', 'cypher', 'viper']",394,1.07,214.2,1.10,68%,148.0,0.77,0.13,0.12,0.09,32%,10%,,,305,277,52,49,34
riv,Refrag,144,"['killjoy', 'cypher', 'viper', 'omen']",541,0.85,176.4,0.84,70%,116.2,0.60,0.24,0.10,0.11,26%,15%,,,325,385,128,53,60
romia,FENNEL GC,91,"['killjoy', 'cypher', 'sova']",686,1.03,200.4,1.07,69%,132.9,0.73,0.19,0.08,0.07,28%,17%,,,499,468,129,52,47
romily,KRÜ BLAZE,177,"['jett', 'killjoy', 'viper', 'cypher', 'sage']",694,1.12,194.9,1.34,78%,131.3,0.73,0.23,0.06,0.06,31%,19%,,,509,381,157,44,42
rosa,swaglord9000,117,"['jett', 'raze', 'killjoy', 'skye', 'deadlock']",256,0.99,226.5,1.04,70%,143.9,0.79,0.25,0.16,0.13,18%,21%,,,202,195,64,41,32
rosey,invincible gc,146,"['killjoy', 'omen', 'viper', 'brimstone', 'fade']",324,0.97,180.7,0.95,75%,116.9,0.64,0.40,0.09,0.08,22%,16%,,,208,218,128,29,26
roxi,Karmine Corp GC,287,"['killjoy', 'cypher', 'skye', 'viper', 'sage']",531,0.98,193.6,0.94,67%,131.0,0.66,0.23,0.11,0.08,30%,17%,,,352,374,121,57,41
saab,New Combat Line GC,37,"['viper', 'jett', 'killjoy', 'chamber', 'breach']",307,0.82,182.6,0.84,62%,121.3,0.65,0.17,0.10,0.09,26%,9%,,,199,238,53,31,27
sabooboo,Unknown,104,"['omen', 'sova', 'skye', 'kayo', 'brimstone']",509,0.90,174.4,0.88,71%,113.7,0.61,0.29,0.07,0.07,28%,19%,,,313,355,150,34,36
sadeem,R8 Blue,40,"['viper', 'astra', 'clove', 'brimstone']",300,1.13,221.7,1.09,73%,140.7,0.82,0.33,0.09,0.07,25%,16%,,,246,226,99,26,21
safiaa,NASR Ignite,105,"['cypher', 'killjoy', 'omen', 'chamber', 'raze']",1030,1.02,193.7,1.00,70%,133.8,0.70,0.24,0.08,0.07,31%,15%,,,723,725,251,82,75
saikiwi,University War GC,94,"['omen', 'jett', 'viper', 'neon']",653,0.96,204.8,0.98,67%,133.7,0.73,0.30,0.10,0.12,31%,13%,,,474,484,196,66,81
salty,TOG Kitsune,172,"['breach', 'sage', 'skye', 'kayo', 'astra']",340,0.90,173.8,0.82,71%,112.7,0.60,0.39,0.07,0.08,19%,6%,,,204,249,134,24,28
sampphire,Cardboard Dinosaur,110,"['sova', 'breach', 'gekko', 'fade', 'killjoy']",447,0.98,173.9,0.93,69%,123.9,0.64,0.27,0.03,0.06,28%,18%,,,285,308,121,13,26
samsi,SK Nebula,243,"['sova', 'killjoy', 'chamber', 'raze', 'cypher']",277,0.76,171.6,0.75,60%,117.7,0.58,0.18,0.04,0.09,20%,9%,,,162,215,49,12,26
sandra,Team Falcons Vega,184,"['raze', 'jett', 'cypher', 'fade', 'omen']",1407,0.89,180.8,0.90,67%,120.7,0.65,0.22,0.08,0.09,36%,9%,,,908,1009,307,117,130
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",1000,1.07,221.1,1.11,75%,141.6,0.75,0.34,0.12,0.12,25%,21%,,,753,680,335,123,123
sarah,GIANTX GC,147,"['raze', 'breach', 'jett', 'kayo', 'reyna']",1288,0.98,181.5,0.97,76%,116.0,0.64,0.45,0.06,0.06,32%,20%,,,829,854,580,74,82
saraya,Legiowon Puff,51,"['skye', 'killjoy', 'breach', 'kayo', 'sova']",306,0.89,177.4,0.86,64%,116.5,0.65,0.25,0.06,0.05,34%,11%,,,199,232,75,18,14
sar,Unknown,13,"['sova', 'sage', 'skye', 'chamber']",213,0.79,178.3,0.76,64%,119.4,0.60,0.26,0.08,0.08,29%,12%,,,127,168,56,18,18
sawamura,sisu,154,"['jett', 'neon', 'raze', 'reyna', 'omen']",642,1.00,217.4,1.06,71%,139.1,0.77,0.18,0.17,0.13,38%,12%,,,496,467,114,108,84
sayuri,MIBR GC,345,"['omen', 'sova', 'brimstone', 'breach', 'skye']",728,0.96,171.5,0.91,77%,110.9,0.58,0.53,0.06,0.06,19%,12%,,,425,467,384,43,47
scarlett,Gamax Lite,168,"['jett', 'raze', 'omen']",446,1.01,213.6,1.04,74%,137.9,0.74,0.25,0.15,0.12,22%,9%,,,328,316,110,67,54
schnell,Unknown,208,"['jett', 'raze', 'neon', 'chamber', 'cypher']",587,1.00,214.1,1.03,71%,140.7,0.75,0.24,0.13,0.13,31%,17%,,,441,428,141,79,76
sekkya,Unknown,118,"['skye', 'kayo', 'killjoy', 'sova', 'breach']",215,0.83,146.8,0.74,69%,90.7,0.53,0.49,0.03,0.07,17%,18%,,,114,155,106,7,14
sephia,The Ultimates Odyssey,242,"['skye', 'sage', 'kayo', 'phoenix', 'fade']",654,0.99,206.7,0.98,71%,133.4,0.72,0.32,0.11,0.08,39%,7%,,,474,486,211,75,53
sereen,The Ultimates Odyssey,128,"['omen', 'raze', 'skye', 'jett', 'neon']",471,0.97,224.9,0.97,70%,142.9,0.75,0.26,0.18,0.18,20%,18%,,,352,364,123,85,83
serena,Unknown,104,"['sova', 'breach', 'sage', 'kayo', 'gekko']",451,0.92,176.4,0.87,70%,118.6,0.62,0.30,0.06,0.05,34%,18%,,,279,321,137,28,24
serena,ZETA DIVISION GC,52,"['cypher', 'killjoy', 'jett', 'raze']",461,1.02,200.8,1.05,73%,134.4,0.69,0.23,0.07,0.07,26%,15%,,,316,300,107,31,30
setrexz,Dasein Club,62,"['jett', 'neon', 'raze', 'fade', 'skye']",243,0.92,216.9,0.91,65%,145.7,0.76,0.16,0.19,0.16,29%,13%,,,184,202,39,46,39
shina,4Fun,89,"['killjoy', 'chamber', 'cypher']",459,0.95,182.9,0.91,65%,126.9,0.65,0.16,0.12,0.10,29%,19%,,,300,329,73,54,44
shirah0sh1,Avernus Esports GC,70,"['killjoy', 'reyna', 'fade']",304,0.87,189.7,0.84,62%,125.7,0.68,0.19,0.08,0.13,31%,18%,,,207,245,59,23,41
shirazi,Xipto Esports,208,"['viper', 'brimstone', 'omen', 'chamber', 'astra']",437,1.34,236.6,1.60,81%,161.7,0.84,0.33,0.10,0.05,20%,20%,,,367,229,143,45,24
shotoo,Bon Bon Bum,51,"['omen', 'kayo', 'killjoy', 'skye', 'raze']",242,0.92,195.2,0.88,66%,133.0,0.73,0.25,0.07,0.09,33%,5%,,,176,199,60,18,22
shyz,TBS GC,302,"['raze', 'kayo', 'sova', 'killjoy', 'sage']",582,0.87,152.4,0.78,65%,106.2,0.53,0.27,0.03,0.06,29%,13%,,,311,398,156,20,34
sia,SK Nebula,217,"['astra', 'viper', 'sage', 'omen', 'sova']",229,0.74,158.4,0.71,60%,110.8,0.55,0.20,0.06,0.10,38%,19%,,,127,180,46,14,23
silv,Penguin Party,59,"['omen', 'viper', 'astra', 'brimstone']",210,0.83,175.5,0.80,69%,123.8,0.60,0.32,0.11,0.13,32%,7%,,,127,159,67,24,28
slandy,mesos millionaires,352,"['skye', 'breach', 'kayo', 'omen']",597,0.97,173.7,0.91,73%,115.6,0.61,0.38,0.06,0.07,23%,12%,,,365,402,224,36,43
sliicyy,charbon,245,"['breach', 'jett', 'skye', 'astra', 'kayo']",363,1.01,206.3,0.97,72%,130.5,0.71,0.45,0.11,0.12,27%,24%,,,259,268,164,39,43
smurfette,GIANTX GC,368,"['jett', 'raze', 'chamber', 'neon']",1288,1.06,236.0,1.14,70%,154.8,0.84,0.16,0.21,0.17,27%,16%,,,1080,947,212,268,222
sofia,Permitta Unicorns GC,69,"['sova', 'fade', 'omen', 'gekko', 'killjoy']",297,0.78,153.9,0.70,64%,95.9,0.54,0.31,0.06,0.10,31%,21%,,,160,227,92,17,29
soko,Penguin Party,93,"['jett', 'raze', 'phoenix', 'neon', 'yoru']",210,1.12,228.2,1.11,67%,153.4,0.80,0.21,0.12,0.09,31%,4%,,,168,152,44,25,19
sonder,FlyQuest RED,481,"['raze', 'kayo', 'jett', 'reyna', 'skye']",1567,1.01,207.8,0.97,77%,132.9,0.70,0.52,0.11,0.10,25%,16%,,,1102,1140,816,166,164
speedowka,Unknown,201,"['kayo', 'breach', 'jett', 'skye', 'sage']",589,0.92,170.9,0.88,75%,112.3,0.62,0.42,0.05,0.07,34%,13%,,,363,411,247,31,42
speedy,TBS GC,161,"['omen', 'viper', 'brimstone', 'sova', 'killjoy']",790,0.79,152.8,0.72,63%,104.9,0.53,0.29,0.05,0.08,29%,19%,,,417,583,227,39,63
speq,Bumble Bees,105,"['skye', 'sova', 'kayo', 'fade', 'breach']",303,0.70,147.6,0.62,63%,96.6,0.51,0.34,0.05,0.11,24%,12%,,,156,253,104,16,32
srn,MIBR GC,124,"['raze', 'jett']",728,1.31,290.8,1.41,76%,191.2,1.01,0.22,0.27,0.17,23%,28%,,,735,521,159,193,127
starbound,FlyQuest RED,293,"['killjoy', 'cypher', 'jett', 'chamber', 'viper']",1567,1.16,217.6,1.27,76%,145.2,0.78,0.21,0.09,0.07,20%,18%,,,1222,960,330,134,103
superkat,oomfies,200,"['raze', 'skye', 'sova', 'jett', 'chamber']",225,1.02,185.4,1.02,72%,125.7,0.67,0.28,0.11,0.12,30%,9%,,,150,147,62,25,28
superphrog,HEROIC Valkyries,151,"['jett', 'chamber', 'raze', 'cypher']",574,0.77,156.3,0.76,61%,109.9,0.58,0.16,0.07,0.11,34%,13%,,,334,439,91,39,66
supiree,NTH,121,"['raze', 'jett', 'neon', 'chamber', 'killjoy']",469,0.94,209.1,0.91,70%,144.1,0.70,0.22,0.15,0.18,18%,14%,,,330,363,103,69,84
susbake,Odd 1 OUT,46,"['sova', 'deadlock', 'killjoy', 'cypher', 'harbor']",391,1.03,220.6,1.02,71%,145.7,0.76,0.25,0.11,0.10,33%,22%,,,299,294,97,43,40
suzu,ZETA DIVISION GC,113,"['jett', 'raze', 'sova', 'omen', 'sage']",461,1.10,251.1,1.20,71%,164.3,0.88,0.23,0.19,0.20,25%,19%,,,405,338,104,88,90
svnny,HyperSpeed Red,68,"['omen', 'breach', 'kayo', 'viper', 'gekko']",220,0.72,142.6,0.58,58%,98.3,0.46,0.35,0.04,0.10,33%,N/A,,,102,176,76,8,23
syd89,Avernus Esports GC,27,"['omen', 'brimstone', 'killjoy', 'kayo']",304,0.77,144.9,0.66,65%,98.5,0.50,0.38,0.04,0.06,30%,15%,,,152,232,115,13,18
sye,GnG Amazigh White,83,"['killjoy', 'fade', 'breach', 'kayo', 'viper']",210,0.89,165.7,0.81,67%,103.6,0.55,0.31,0.04,0.06,17%,14%,,,116,144,65,9,13
sylva,TOG Kitsune,183,"['kayo', 'sova', 'skye', 'gekko', 'breach']",317,0.87,177.8,0.86,70%,111.0,0.63,0.33,0.08,0.06,25%,14%,,,199,232,104,24,20
syuz,Unknown,91,"['kayo', 'raze', 'breach', 'skye', 'reyna']",237,0.92,193.0,0.88,68%,129.9,0.68,0.40,0.10,0.11,34%,7%,,,160,181,94,23,26
t4c,Salt n Shake,76,"['breach', 'kayo', 'gekko']",266,0.88,163.9,0.79,68%,106.3,0.57,0.47,0.05,0.08,20%,21%,,,151,192,125,12,22
tara,Xipto Esports,110,"['sage', 'omen', 'astra', 'cypher', 'brimstone']",437,1.01,174.2,1.13,77%,112.1,0.63,0.39,0.06,0.06,26%,32%,,,275,243,170,28,27
tconda,Zen eSports GC,78,"['jett', 'raze']",521,0.98,229.6,1.00,64%,150.6,0.79,0.16,0.18,0.19,31%,11%,,,414,415,85,93,101
teddyisfluffy,mesos millionaires,188,"['omen', 'astra', 'viper', 'clove', 'brimstone']",591,0.90,196.9,0.83,66%,127.8,0.67,0.36,0.08,0.16,23%,14%,,,396,475,213,50,92
theia,FlyQuest RED,390,"['omen', 'cypher', 'killjoy', 'chamber', 'astra']",1388,0.88,158.7,0.83,72%,103.8,0.55,0.38,0.06,0.10,25%,18%,,,765,918,526,82,139
theozy,Unknown,54,"['kayo', 'jett', 'raze', 'skye', 'fade']",372,0.98,209.7,0.99,69%,143.9,0.74,0.27,0.11,0.15,31%,17%,,,276,278,101,40,54
thuy,Zerance Mint,66,"['omen', 'viper', 'killjoy', 'brimstone']",595,1.12,213.5,1.15,76%,136.6,0.77,0.38,0.09,0.10,25%,31%,,,456,397,226,55,58
thykuza,Unknown,121,"['jett', 'raze', 'skye', 'breach']",637,0.90,230.3,0.91,62%,146.8,0.77,0.19,0.22,0.24,24%,21%,,,491,538,120,140,150
tiff,Penguin Party,52,"['sova', 'gekko', 'skye', 'fade', 'viper']",210,1.04,217.0,1.03,72%,144.5,0.74,0.34,0.11,0.11,25%,8%,,,156,152,71,24,23
toffywoffy,Watermelon,110,"['killjoy', 'sova', 'fade', 'breach', 'viper']",218,0.71,156.6,0.61,61%,106.1,0.50,0.30,0.09,0.08,20%,7%,,,108,176,66,19,17
tok1o,LEVIATÁN GC,80,"['jett', 'raze', 'chamber', 'neon', 'sova']",804,1.27,267.2,1.35,74%,174.0,0.95,0.18,0.19,0.15,26%,21%,,,763,566,145,146,116
tokameite,NASR Ignite,121,"['sova', 'skye', 'breach', 'fade', 'viper']",897,1.03,184.1,0.98,73%,125.1,0.67,0.37,0.05,0.06,30%,11%,,,603,613,334,44,50
toki,Team Falcons Vega,211,"['raze', 'jett', 'omen']",1407,1.00,213.3,1.02,71%,141.5,0.71,0.26,0.16,0.15,30%,18%,,,1004,982,361,222,212
tub,RIMA GC,106,"['jett', 'raze', 'gekko', 'sova', 'omen']",256,0.85,186.1,0.84,71%,128.0,0.67,0.25,0.09,0.11,26%,17%,,,171,204,63,24,27
tura,FUSION X,113,"['astra', 'brimstone', 'omen', 'viper', 'clove']",1135,0.88,174.0,0.82,70%,112.0,0.60,0.40,0.06,0.10,25%,10%,,,683,837,456,67,108
tweeya,4Fun,89,"['omen', 'raze', 'viper', 'brimstone', 'reyna']",320,1.06,223.9,1.05,73%,147.3,0.79,0.29,0.05,0.10,17%,9%,,,254,242,92,17,32
unfeel,Tenax GC,92,"['gekko', 'sova', 'raze', 'breach', 'skye']",304,0.68,123.2,0.55,63%,83.4,0.42,0.28,0.05,0.07,27%,10%,,,129,233,84,14,21
unstable,Unknown,290,"['jett', 'skye', 'raze', 'yoru', 'reyna']",828,1.14,228.9,1.27,76%,143.1,0.84,0.24,0.16,0.10,32%,18%,,,692,547,202,131,86
ur,ZETA DIVISION GC,49,"['viper', 'sova', 'omen', 'brimstone', 'gekko']",461,1.18,222.9,1.22,76%,146.0,0.79,0.37,0.08,0.08,25%,25%,,,362,297,169,36,35
valu,Unknown,72,"['sova', 'gekko', 'cypher', 'fade']",303,0.96,194.4,0.94,70%,128.0,0.68,0.19,0.08,0.10,37%,12%,,,206,218,59,25,29
vam,Unknown,108,"['breach', 'omen', 'fade', 'sova', 'raze']",471,0.88,164.3,0.81,70%,113.2,0.58,0.36,0.04,0.07,31%,11%,,,272,335,169,18,31
vania,G2 Gozen,208,"['omen', 'viper', 'brimstone', 'skye', 'astra']",979,1.34,235.2,1.53,82%,152.1,0.86,0.40,0.08,0.05,38%,21%,,,839,548,388,78,52
vaz,raised,60,"['viper', 'omen', 'sova', 'astra', 'gekko']",386,1.13,190.4,1.11,76%,130.9,0.68,0.34,0.05,0.05,25%,22%,,,264,238,130,21,18
vefa,MYVRA,47,"['cypher', 'killjoy', 'gekko', 'breach', 'sova']",788,0.82,167.9,0.78,68%,113.1,0.60,0.23,0.07,0.09,28%,16%,,,470,602,179,55,73
venus,Teddy Tactics,159,"['raze', 'jett', 'neon', 'chamber', 'breach']",232,0.85,186.7,0.82,62%,123.7,0.67,0.15,0.10,0.19,28%,12%,,,155,188,35,24,44
