Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
ebeeee,Fraggerz,269,"['omen', 'viper', 'astra', 'brimstone', 'sova']",953,0.89,171.2,0.82,69%,109.3,0.60,0.34,0.05,0.08,26%,17%,,,576,699,321,51,75
efina,IAM,158,"['killjoy', 'cypher']",438,0.86,177.8,0.83,64%,124.8,0.62,0.21,0.08,0.12,25%,17%,,,271,325,93,35,52
electus,Team Occupy,140,"['kayo', 'sova', 'skye', 'breach', 'viper']",865,0.78,156.5,0.70,66%,104.3,0.53,0.32,0.06,0.09,28%,9%,,,461,654,274,49,75
eleo,Ovation eSports,375,"['sova', 'fade', 'breach', 'skye']",552,0.76,152.3,0.68,65%,105.4,0.51,0.28,0.04,0.08,28%,5%,,,282,414,157,23,42
elixllo,Unknown,212,"['viper', 'cypher', 'killjoy', 'omen']",1099,0.89,176.9,0.84,68%,121.1,0.60,0.25,0.07,0.10,30%,16%,,,658,779,280,72,105
elllement,CGN Esports,360,"['jett', 'raze', 'reyna', 'sage']",1402,1.11,239.0,1.20,70%,159.8,0.84,0.18,0.19,0.16,25%,19%,,,1173,977,250,271,227
emman,NAOS,187,"['skye', 'raze', 'sage', 'kayo', 'sova']",974,0.97,180.3,0.97,75%,118.6,0.65,0.34,0.07,0.06,32%,15%,,,629,650,334,71,56
ender,Unknown,46,"['raze', 'killjoy', 'skye', 'sova', 'jett']",455,0.93,199.9,0.90,67%,131.7,0.70,0.22,0.10,0.13,26%,10%,,,318,353,100,44,60
endoist,Z11,42,"['raze', 'jett', 'neon', 'reyna']",287,0.96,225.9,0.96,68%,145.3,0.78,0.18,0.15,0.16,23%,13%,,,224,234,51,42,46
enes,Eintracht Frankfurt,124,"['omen', 'viper', 'astra', 'clove', 'brimstone']",671,0.87,172.5,0.83,67%,111.3,0.62,0.31,0.07,0.07,26%,13%,,,415,502,205,44,50
erde,Furious Gaming,68,"['breach', 'sova', 'skye', 'fade', 'raze']",646,1.02,207.2,0.99,71%,138.0,0.71,0.32,0.10,0.10,25%,20%,,,459,462,208,62,66
esmonde,Unknown,91,"['omen', 'brimstone', 'viper', 'astra', 'chamber']",599,0.89,169.4,0.80,71%,113.8,0.57,0.40,0.05,0.08,22%,18%,,,341,427,237,28,45
eso177,GMBLERS,310,"['killjoy', 'cypher', 'omen', 'viper', 'astra']",910,1.12,220.7,1.17,71%,147.7,0.79,0.18,0.11,0.08,29%,16%,,,717,615,166,97,74
esperanza,NOEZ FOXX,266,"['killjoy', 'sova', 'breach', 'sage', 'cypher']",389,1.09,218.1,1.10,72%,145.2,0.77,0.26,0.10,0.07,31%,19%,,,299,273,100,39,26
eugenes,Unknown,122,"['jett', 'raze', 'killjoy', 'chamber']",324,0.81,208.4,0.80,65%,136.5,0.68,0.19,0.15,0.21,19%,8%,,,219,274,60,49,67
eur,Adamant Celestials,28,"['raze', 'omen', 'phoenix', 'viper', 'clove']",203,0.75,166.3,0.68,64%,109.3,0.57,0.34,0.05,0.11,28%,3%,,,116,170,69,11,22
evilkyk,Galorys,360,"['sova', 'skye', 'fade', 'kayo']",1514,0.89,157.4,0.84,71%,105.8,0.56,0.31,0.05,0.07,28%,16%,,,847,1014,464,71,104
exalt,Unknown,347,"['kayo', 'raze', 'skye', 'jett', 'phoenix']",232,0.85,156.5,0.83,69%,102.8,0.58,0.37,0.03,0.08,24%,12%,,,134,162,86,8,18
exampl,DIVIZON,275,"['sova', 'skye', 'kayo', 'cypher', 'killjoy']",710,1.11,193.9,1.11,74%,130.0,0.70,0.36,0.06,0.06,27%,7%,,,498,449,255,40,41
excali,Medal Esports,539,"['raze', 'jett', 'kayo', 'skye', 'omen']",743,0.99,206.6,0.98,67%,138.4,0.72,0.20,0.12,0.12,29%,5%,,,536,549,148,90,91
excitemvp,West Virginia University,409,"['sova', 'skye', 'fade', 'chamber', 'breach']",250,1.06,182.4,1.10,71%,126.6,0.64,0.27,0.08,0.08,32%,16%,,,160,146,68,21,19
exempt,EDGE,195,"['jett', 'kayo', 'raze', 'skye', 'breach']",365,0.90,164.8,0.82,74%,106.0,0.58,0.45,0.03,0.02,29%,14%,,,210,257,164,12,9
exirst,BOBO,89,"['jett', 'raze']",528,0.95,212.0,0.95,68%,141.0,0.73,0.18,0.13,0.14,27%,9%,,,384,406,97,66,75
exit,Twisted Minds Esports,331,"['jett', 'raze', 'chamber', 'killjoy', 'neon']",1098,1.02,218.1,1.06,69%,141.0,0.76,0.21,0.14,0.16,24%,17%,,,836,788,228,158,175
exotic,Unknown,105,"['jett', 'raze', 'phoenix', 'chamber', 'fade']",313,0.77,203.8,0.79,63%,133.7,0.70,0.19,0.18,0.16,23%,3%,,,218,275,59,56,50
exy,Unknown,253,"['omen', 'jett', 'brimstone', 'viper', 'astra']",589,0.98,180.6,0.95,72%,119.5,0.64,0.37,0.06,0.09,38%,19%,,,379,400,220,38,53
ezk,iPGN,95,"['raze', 'killjoy', 'jett', 'iso']",394,0.99,229.4,1.00,66%,148.2,0.77,0.24,0.11,0.12,18%,12%,,,305,306,96,45,48
ezzy,Asmodeus Colosseum,366,"['astra', 'chamber', 'killjoy', 'omen', 'viper']",568,0.84,188.3,0.81,57%,125.1,0.67,0.17,0.11,0.17,32%,10%,,,378,467,95,61,95
f1cio,ZY Gaming,237,"['viper', 'omen', 'jett', 'chamber']",409,1.12,208.5,1.07,74%,136.3,0.73,0.34,0.12,0.08,35%,11%,,,297,277,139,48,33
f4ngeer,trashcan,87,"['jett', 'raze', 'killjoy', 'gekko', 'chamber']",651,1.10,232.1,1.12,71%,156.3,0.83,0.18,0.15,0.16,28%,11%,,,541,483,120,100,102
fainz,PPP,185,"['jett', 'raze', 'neon', 'chamber', 'reyna']",535,0.86,206.9,0.89,63%,136.1,0.71,0.15,0.15,0.21,26%,5%,,,382,427,81,82,110
falltw,Odd 1 OUT,427,"['omen', 'breach', 'viper', 'astra']",507,0.94,192.7,0.91,70%,129.5,0.69,0.30,0.10,0.11,26%,15%,,,349,384,154,52,55
fallx,Unknown,119,"['jett', 'raze', 'chamber', 'reyna']",399,0.89,208.4,0.92,61%,141.5,0.73,0.14,0.15,0.20,34%,17%,,,293,317,57,58,78
fame,Unknown,55,"['cypher', 'killjoy', 'jett', 'viper', 'raze']",490,0.80,150.8,0.74,64%,99.4,0.54,0.20,0.04,0.06,23%,9%,,,263,355,97,20,27
famouz,BOOM Esports,358,"['raze', 'jett', 'sova', 'chamber', 'kayo']",1192,1.13,247.1,1.18,73%,159.8,0.84,0.21,0.19,0.16,18%,17%,,,1007,850,253,232,185
famsii,GIANTX,183,"['jett', 'raze', 'chamber', 'omen', 'neon']",493,1.01,237.9,1.04,69%,153.5,0.83,0.24,0.17,0.16,28%,19%,,,407,390,117,86,80
famzzam,SweetNsour,114,"['viper', 'gekko', 'sova', 'killjoy', 'fade']",1187,0.98,178.1,0.95,72%,115.6,0.63,0.32,0.08,0.07,23%,16%,,,742,784,381,90,82
faska,Lotus Knights,103,"['viper', 'cypher', 'killjoy', 'sova', 'kayo']",218,0.77,158.0,0.69,63%,106.4,0.53,0.18,0.07,0.07,29%,N/A,,,115,166,39,15,15
faustao,ARF TEAM,59,"['raze', 'jett', 'yoru']",772,0.96,227.5,0.99,68%,149.5,0.77,0.20,0.20,0.19,21%,28%,,,594,603,152,151,145
feeqn,OnlyFins,392,"['cypher', 'raze', 'killjoy', 'reyna', 'chamber']",991,1.02,198.6,1.01,71%,135.4,0.69,0.21,0.08,0.08,20%,12%,,,685,675,211,84,75
felix,SK Gaming,214,"['sova', 'viper', 'skye', 'fade', 'breach']",724,1.04,189.9,0.98,72%,128.5,0.65,0.34,0.08,0.07,25%,13%,,,468,477,249,57,49
feniz,E-Xolos LAZER,175,"['cypher', 'killjoy', 'kayo', 'gekko']",597,0.96,183.6,0.96,71%,126.4,0.66,0.24,0.06,0.06,31%,12%,,,392,408,142,35,36
feta,Unknown,164,"['jett', 'raze', 'yoru', 'chamber', 'neon']",738,1.17,247.6,1.25,70%,161.4,0.87,0.15,0.21,0.15,30%,16%,,,643,515,108,152,114
fighter,The Ultimates,192,"['omen', 'jett', 'skye', 'raze', 'sova']",1351,0.97,210.1,0.97,67%,136.0,0.75,0.21,0.15,0.17,29%,13%,,,1016,1046,288,206,224
filu,DSYRE,249,"['jett', 'raze', 'omen', 'astra']",631,1.23,255.9,1.35,74%,165.4,0.94,0.19,0.22,0.15,32%,24%,,,593,440,122,138,96
fireballops,Unknown,652,"['killjoy', 'chamber', 'cypher', 'raze', 'reyna']",434,1.05,211.8,1.14,73%,149.4,0.79,0.19,0.08,0.10,37%,10%,,,342,299,81,32,40
fixy,Unknown,45,"['raze', 'jett', 'chamber']",457,0.98,216.4,0.98,66%,140.1,0.75,0.19,0.17,0.20,22%,22%,,,341,347,85,77,90
fiziq,YFP Gaming,592,"['sova', 'skye', 'breach']",720,0.90,171.4,0.87,73%,112.3,0.58,0.31,0.08,0.11,24%,14%,,,417,479,221,56,77
fizzy,MOUZ,313,"['cypher', 'killjoy', 'viper', 'omen']",1271,1.09,216.2,1.17,71%,141.8,0.77,0.21,0.09,0.09,31%,11%,,,984,838,263,120,112
flaring,Unknown,275,"['astra', 'omen', 'viper', 'brimstone']",834,0.99,173.6,0.93,76%,113.5,0.61,0.43,0.04,0.06,26%,16%,,,508,545,361,35,49
flax,Unknown,155,"['omen', 'phoenix', 'breach', 'sova', 'viper']",230,0.95,165.4,0.94,69%,111.1,0.60,0.27,0.06,0.09,32%,15%,,,137,145,62,14,21
flickless,UCAM Esports Club,203,"['jett', 'breach', 'kayo', 'sage', 'skye']",493,1.13,188.9,1.03,75%,124.4,0.66,0.49,0.06,0.05,24%,22%,,,326,315,242,28,24
florescent,Shopify Rebellion,458,"['jett', 'raze', 'neon', 'reyna']",323,1.23,267.9,1.23,71%,178.2,0.92,0.22,0.17,0.14,26%,15%,,,296,241,70,56,46
flynch,Unknown,207,"['jett', 'raze', 'astra', 'omen', 'sage']",308,0.88,197.1,0.85,63%,130.0,0.67,0.17,0.14,0.12,28%,21%,,,206,242,53,44,37
flyuh,Moist x Shopify,541,"['sova', 'viper', 'kayo', 'breach', 'astra']",826,0.90,175.1,0.88,74%,112.7,0.60,0.45,0.07,0.10,26%,10%,,,494,560,371,55,83
fontuz,Beaver41,59,"['sova', 'gekko', 'fade', 'omen', 'brimstone']",302,0.98,200.7,0.95,68%,135.5,0.71,0.24,0.09,0.08,25%,9%,,,215,227,72,27,23
foods,Subversive,43,"['raze', 'sage', 'jett', 'killjoy', 'kayo']",214,0.81,193.3,0.76,59%,130.7,0.65,0.18,0.16,0.14,26%,13%,,,140,184,39,34,31
forbanz,XLD Gaming,226,"['jett', 'raze']",1160,1.01,229.3,1.02,68%,152.4,0.79,0.19,0.15,0.16,23%,13%,,,911,893,218,179,188
forcee,OXEN,119,"['skye', 'kayo', 'sova', 'breach', 'viper']",455,0.97,182.2,0.87,72%,113.9,0.61,0.47,0.07,0.06,28%,17%,,,276,319,214,30,29
foxie,DVM Esport,371,"['sova', 'sage', 'breach', 'omen', 'skye']",361,0.87,174.1,0.83,71%,114.6,0.59,0.32,0.08,0.09,31%,8%,,,212,255,114,28,32
foxz,FULL SENSE,308,"['sova', 'skye', 'gekko', 'fade']",1255,1.06,202.0,1.07,74%,136.7,0.71,0.33,0.08,0.07,28%,19%,,,890,832,419,105,88
fox,Deadlock Enjoyers,241,"['breach', 'sage', 'killjoy', 'omen', 'skye']",331,0.68,131.4,0.54,62%,88.2,0.44,0.34,0.05,0.10,22%,9%,,,146,269,111,18,33
fr4nky,Twisted Minds Esports,349,"['sova', 'breach', 'skye']",247,0.96,189.6,0.87,73%,127.1,0.61,0.31,0.09,0.04,20%,4%,,,150,172,76,21,9
fragger,Unknown,171,"['breach', 'sage', 'kayo', 'skye']",769,0.98,197.9,0.95,73%,126.6,0.68,0.50,0.09,0.09,28%,21%,,,520,547,381,69,68
francis,Sin Prisa Gaming,72,"['jett', 'fade', 'breach', 'skye', 'yoru']",694,0.95,184.6,0.94,70%,119.3,0.66,0.36,0.09,0.10,26%,12%,,,459,487,248,59,67
fred,Unknown,204,"['jett', 'raze', 'sage']",243,0.91,222.0,0.98,73%,136.5,0.78,0.13,0.21,0.17,33%,13%,,,189,192,31,52,41
freeing,Rare Atom,96,"['cypher', 'killjoy', 'viper']",751,1.11,224.4,1.18,70%,148.7,0.80,0.17,0.10,0.08,34%,9%,,,600,509,130,73,63
freyy,Zero Tenacity,259,"['omen', 'astra', 'viper', 'brimstone']",672,1.03,193.1,1.01,70%,130.3,0.70,0.32,0.07,0.08,27%,10%,,,469,465,218,50,52
frey,Unknown,258,"['killjoy', 'cypher', 'chamber', 'viper', 'reyna']",319,0.93,181.8,0.96,70%,119.1,0.66,0.17,0.10,0.05,26%,18%,,,211,220,55,31,16
frizznatsz,5 Clown,208,"['sova', 'skye', 'fade', 'jett']",340,0.84,172.1,0.75,64%,115.6,0.59,0.25,0.06,0.14,26%,8%,,,199,265,84,19,46
fross,XSOUL,147,"['omen', 'astra', 'viper', 'brimstone', 'jett']",589,0.86,164.8,0.81,68%,107.4,0.57,0.34,0.06,0.08,21%,11%,,,334,412,199,38,50
frostmind,Bigetron Arctic,306,"['killjoy', 'cypher', 'viper', 'omen', 'sova']",635,1.02,184.9,1.02,70%,130.6,0.68,0.19,0.06,0.06,34%,16%,,,433,426,123,36,39
furbsa,SaD Esports,582,"['jett', 'raze', 'chamber', 'cypher', 'yoru']",727,1.03,226.7,1.05,69%,149.3,0.80,0.19,0.17,0.13,33%,10%,,,583,556,139,121,97
furyan,FTW Leça FC Esports,138,"['jett', 'raze', 'sova', 'kayo', 'skye']",249,0.91,206.7,0.86,64%,140.9,0.71,0.27,0.17,0.19,21%,28%,,,177,205,66,43,48
fuzzie,Unknown,81,"['astra', 'sova', 'skye', 'kayo', 'viper']",250,0.89,178.3,0.78,70%,120.8,0.60,0.33,0.10,0.08,28%,11%,,,151,194,82,24,21
fzkk,Sliquifier,337,"['raze', 'omen', 'viper', 'astra', 'brimstone']",270,0.89,163.1,0.83,71%,101.6,0.55,0.40,0.05,0.07,21%,21%,,,148,178,108,14,18
gaabxx,RED Canids,227,"['jett', 'sova', 'skye', 'breach']",966,1.00,184.1,0.99,72%,121.9,0.64,0.33,0.08,0.08,25%,15%,,,616,624,319,80,76
gabo,Carti World,36,"['killjoy', 'cypher', 'raze', 'gekko']",324,0.79,165.0,0.75,60%,114.3,0.59,0.14,0.07,0.09,32%,16%,,,191,254,45,24,28
gangpin,T1 Academy,154,"['jett', 'omen', 'viper', 'skye', 'breach']",771,1.08,198.9,1.09,76%,129.3,0.70,0.37,0.06,0.06,28%,13%,,,543,499,289,44,45
ganter,Zen eSports,68,"['killjoy', 'raze', 'jett', 'sova', 'fade']",254,0.95,201.8,0.91,66%,135.5,0.68,0.19,0.10,0.14,23%,17%,,,173,191,47,25,35
garnets,Unknown,90,"['jett', 'raze', 'neon']",261,1.06,224.2,1.12,73%,144.3,0.77,0.13,0.20,0.15,29%,18%,,,201,179,33,52,38
gatorada,Sengoku Gaming,88,"['omen', 'viper', 'brimstone', 'astra']",736,0.95,171.2,0.86,74%,110.6,0.59,0.49,0.07,0.06,21%,14%,,,432,504,359,54,47
gatsh,Unknown,253,"['jett', 'sage', 'astra', 'omen', 'raze']",245,0.90,158.8,0.89,73%,110.1,0.58,0.27,0.07,0.12,25%,7%,,,141,159,66,16,29
gaurang,Alternate Realities,138,"['omen', 'brimstone', 'viper', 'astra']",402,0.80,158.3,0.73,63%,104.7,0.56,0.25,0.04,0.09,33%,15%,,,227,312,102,15,35
gbz,Unknown,206,"['sova', 'skye', 'kayo', 'fade', 'breach']",719,0.89,185.2,0.84,73%,123.5,0.62,0.34,0.11,0.09,29%,9%,,,445,532,244,76,67
geeza,Maryville University,511,"['sova', 'cypher', 'killjoy', 'chamber', 'fade']",401,1.17,223.7,1.24,73%,150.4,0.86,0.14,0.11,0.08,32%,22%,,,344,278,58,45,33
generalsteak,Six Karma,66,"['viper', 'killjoy', 'sova', 'breach', 'fade']",504,0.85,169.2,0.78,67%,114.3,0.58,0.29,0.05,0.08,29%,8%,,,291,373,146,27,40
getoxic,Team Occupy,58,"['killjoy', 'brimstone', 'breach', 'kayo', 'sage']",371,0.71,142.1,0.64,64%,95.0,0.49,0.32,0.06,0.09,21%,11%,,,182,286,117,22,35
gghuiii,Oblivion Force,93,"['jett', 'raze', 'chamber']",393,1.00,220.8,1.05,69%,147.7,0.78,0.16,0.19,0.18,24%,23%,,,308,292,63,76,72
ghoul33,THE 7,42,"['jett', 'iso', 'raze', 'omen']",594,1.03,239.0,1.14,70%,154.8,0.86,0.18,0.18,0.14,37%,15%,,,511,450,108,106,84
gin,Unknown,258,"['jett', 'raze', 'reyna', 'phoenix', 'killjoy']",305,0.99,228.1,1.06,74%,148.0,0.80,0.22,0.17,0.19,35%,6%,,,243,230,66,53,59
gio,Skibidi Sigmas,144,"['skye', 'jett', 'kayo', 'breach', 'killjoy']",503,0.96,187.6,0.97,67%,125.3,0.66,0.23,0.08,0.06,32%,13%,,,334,346,118,42,31
globex,Chipi Chapa's,87,"['omen', 'raze', 'yoru', 'jett', 'viper']",1067,1.00,203.5,0.98,71%,135.7,0.70,0.32,0.12,0.11,22%,11%,,,749,765,341,130,117
gloomy,HOWL Esports,181,"['sova', 'viper', 'jett', 'gekko', 'chamber']",1045,0.89,167.7,0.82,70%,113.0,0.56,0.33,0.07,0.10,20%,13%,,,585,717,344,78,106
gloom,Unknown,81,"['kayo', 'omen', 'breach', 'raze', 'gekko']",396,1.03,195.6,1.01,73%,124.7,0.69,0.42,0.11,0.10,22%,25%,,,272,269,166,43,38
glovee,Galakticos,273,"['sova', 'skye', 'fade', 'viper', 'astra']",1359,0.90,173.7,0.87,71%,115.6,0.61,0.33,0.06,0.09,24%,13%,,,824,943,448,85,117
glyph,ILLICIT,809,"['omen', 'viper', 'astra', 'sova', 'killjoy']",414,1.01,212.8,0.96,71%,134.3,0.69,0.32,0.06,0.08,21%,11%,,,286,297,132,25,30
gmd,TSM,555,"['omen', 'astra', 'breach', 'raze', 'brimstone']",1339,1.08,210.3,1.04,75%,136.9,0.73,0.38,0.08,0.07,29%,16%,,,980,943,511,110,99
goaster,Mandatory,298,"['raze', 'jett', 'chamber', 'sova']",666,1.03,219.1,1.02,70%,143.8,0.77,0.19,0.16,0.14,25%,10%,,,513,503,125,109,93
gobera,DELIRA,267,"['jett', 'raze', 'chamber']",1000,1.09,235.3,1.14,71%,154.9,0.82,0.19,0.18,0.18,20%,14%,,,824,723,190,183,176
goddead,IAM,202,"['jett', 'kayo', 'breach', 'sova', 'skye']",438,0.86,169.3,0.81,70%,110.8,0.60,0.38,0.07,0.08,29%,14%,,,264,325,165,29,33
godsb,Unknown,41,"['killjoy', 'cypher', 'viper', 'breach', 'raze']",404,0.93,187.9,0.90,69%,126.7,0.65,0.22,0.11,0.08,28%,12%,,,262,291,87,46,32
gon,FENNEL,158,"['omen', 'viper', 'astra', 'brimstone']",1043,0.97,183.4,0.96,72%,119.4,0.66,0.36,0.06,0.07,29%,10%,,,684,709,372,63,77
gotten,Alter Ego,116,"['omen', 'skye', 'breach', 'kayo']",757,0.97,181.8,0.95,72%,119.4,0.65,0.34,0.08,0.07,33%,15%,,,489,516,259,63,51
griguaj,NOVO Esports,56,"['omen', 'raze', 'astra', 'viper', 'sage']",250,0.82,159.6,0.74,72%,101.5,0.52,0.38,0.06,0.10,17%,16%,,,129,174,95,16,24
grmekista,Unknown,260,"['killjoy', 'cypher', 'chamber', 'astra', 'viper']",1207,1.00,176.7,0.95,72%,119.3,0.61,0.37,0.06,0.06,22%,15%,,,741,779,447,71,77
grtw,Unknown,128,"['killjoy', 'cypher', 'viper', 'jett', 'reyna']",737,1.05,213.2,1.09,71%,142.1,0.74,0.21,0.11,0.09,26%,14%,,,548,504,152,79,65
grumble,Disguised,85,"['sova', 'cypher', 'viper', 'killjoy', 'fade']",984,1.12,216.8,1.18,75%,148.0,0.78,0.29,0.07,0.06,38%,12%,,,764,650,284,66,57
guardy,Barça eSports,206,"['skye', 'kayo', 'breach', 'sage', 'chamber']",844,0.96,183.4,0.91,71%,122.3,0.64,0.31,0.06,0.07,31%,16%,,,544,600,260,50,55
gucc107,West Virginia University,905,"['omen', 'astra', 'viper', 'sage', 'raze']",676,0.88,170.6,0.80,70%,113.9,0.58,0.37,0.05,0.06,20%,15%,,,394,492,247,32,39
guhrvn,Hero Base,374,"['omen', 'astra', 'brimstone', 'viper', 'cypher']",1218,0.98,187.0,0.98,71%,121.6,0.65,0.33,0.08,0.10,29%,19%,,,789,804,407,94,116
gunner,top gz,114,"['killjoy', 'chamber', 'cypher', 'viper']",244,0.75,159.1,0.68,59%,110.9,0.57,0.12,0.02,0.06,32%,8%,,,138,202,29,5,14
gunterr,Hungkuang Falcon,44,"['omen', 'viper', 'skye', 'brimstone']",383,0.83,172.5,0.76,67%,117.2,0.57,0.32,0.07,0.09,30%,11%,,,220,290,121,25,33
guuih,Stellae Gaming,287,"['killjoy', 'viper', 'cypher', 'chamber']",776,1.00,179.5,1.02,71%,121.8,0.64,0.21,0.07,0.06,27%,13%,,,498,487,162,58,48
gwangboong,Unknown,63,"['raze', 'jett']",736,1.16,246.5,1.19,75%,162.3,0.86,0.19,0.21,0.14,24%,19%,,,633,534,143,155,104
h1ber,NOVO Esports,333,"['raze', 'jett', 'reyna', 'sova', 'sage']",695,1.01,204.4,1.00,74%,132.0,0.71,0.35,0.08,0.08,27%,25%,,,493,494,241,57,59
h4te,GTZ Esports,46,"['omen', 'viper', 'killjoy', 'sova']",373,0.90,182.6,0.87,70%,123.5,0.65,0.24,0.06,0.08,38%,15%,,,242,279,89,21,28
haimerej,AIM PH,34,"['fade', 'sova', 'killjoy', 'skye', 'viper']",312,0.89,173.6,0.83,68%,115.1,0.64,0.21,0.06,0.08,33%,17%,,,199,241,64,20,25
haint,Vision Esports,69,"['sova', 'skye', 'fade']",937,0.99,188.4,0.93,70%,125.6,0.66,0.29,0.07,0.07,33%,17%,,,617,664,268,66,64
haitam,Unknown,67,"['breach', 'kayo', 'skye', 'cypher', 'chamber']",409,0.78,169.6,0.75,66%,118.1,0.57,0.30,0.08,0.11,33%,15%,,,235,312,122,33,47
hakka,Unknown,56,"['viper', 'omen', 'killjoy', 'astra']",277,0.91,159.4,0.85,71%,109.6,0.56,0.32,0.08,0.06,33%,18%,,,155,183,88,21,18
hals,Unknown,56,"['jett', 'cypher', 'killjoy', 'viper', 'raze']",771,1.06,206.0,1.08,72%,138.1,0.72,0.25,0.08,0.10,22%,29%,,,554,511,193,63,80
hanling,Zen eSports,139,"['jett', 'skye', 'breach', 'kayo']",591,1.06,188.0,1.02,74%,127.0,0.67,0.41,0.06,0.06,33%,15%,,,398,391,243,33,36
hann,Unknown,207,"['jett', 'neon', 'raze', 'chamber']",382,0.91,216.4,0.97,65%,139.4,0.75,0.16,0.16,0.18,27%,11%,,,288,298,63,62,69
hansia,Crocodile Tears,60,"['raze', 'jett', 'kayo', 'viper']",226,0.93,209.9,0.93,62%,140.8,0.71,0.13,0.13,0.14,19%,15%,,,161,173,30,30,31
happen,Permitta Unicorns,270,"['sova', 'fade', 'sage', 'skye']",245,1.17,218.8,1.17,76%,146.5,0.77,0.33,0.07,0.05,25%,16%,,,189,161,82,16,13
happywei,Xi Lai Gaming,77,"['killjoy', 'cypher', 'jett', 'raze', 'viper']",310,N/A,202.0,0.97,N/A,131.7,0.68,0.25,0.10,0.10,N/A,N/A,,,211,218,79,31,30
harambe,Requiem,79,"['raze', 'jett']",779,1.20,245.8,1.26,71%,162.7,0.88,0.19,0.18,0.13,23%,14%,,,683,541,148,141,101
harddora,Beaver41,51,"['killjoy', 'viper', 'fade', 'breach', 'cypher']",302,0.87,171.9,0.83,63%,116.7,0.60,0.16,0.07,0.13,28%,7%,,,181,219,47,21,39
hareeee,Unknown,177,"['reyna', 'phoenix', 'omen', 'killjoy', 'sage']",252,0.79,154.0,0.70,60%,102.6,0.54,0.25,0.07,0.07,29%,6%,,,137,195,63,17,18
harmful,Unknown,488,"['jett', 'chamber', 'cypher']",352,0.99,217.9,1.09,67%,140.6,0.78,0.13,0.20,0.17,34%,14%,,,275,252,45,70,60
harshhh,Unknown,317,"['cypher', 'breach', 'jett', 'kayo', 'skye']",297,1.04,202.0,1.04,69%,134.0,0.72,0.29,0.10,0.06,26%,11%,,,214,206,85,30,19
hasaa,Unknown,256,"['viper', 'cypher', 'killjoy', 'breach']",252,0.92,185.0,0.90,65%,119.3,0.63,0.23,0.08,0.06,24%,26%,,,160,178,57,21,15
hate,Unknown,223,"['breach', 'cypher', 'skye', 'sova', 'killjoy']",509,0.98,202.9,1.00,70%,132.6,0.72,0.29,0.09,0.10,38%,17%,,,368,367,146,46,51
hearthbeat,SweetNsour,291,"['omen', 'astra', 'viper', 'cypher', 'brimstone']",1101,0.92,174.7,0.87,69%,116.2,0.61,0.37,0.07,0.10,28%,10%,,,676,779,402,74,108
hellff,Orangutan,489,"['astra', 'cypher', 'viper', 'sova', 'skye']",1099,1.02,201.7,1.02,71%,131.6,0.70,0.29,0.08,0.07,29%,13%,,,767,755,324,93,81
hemmorjay,Skulls Esports,344,"['jett', 'raze']",662,0.82,190.9,0.81,60%,125.6,0.68,0.13,0.21,0.21,27%,6%,,,451,556,88,137,138
hermes,Unknown,143,"['kayo', 'astra', 'jett', 'breach', 'killjoy']",589,1.05,202.8,0.96,74%,132.0,0.66,0.50,0.07,0.09,25%,10%,,,391,409,293,41,53
heynf,Cynical,163,"['jett', 'sage', 'raze', 'skye', 'breach']",296,0.92,174.3,0.80,71%,112.8,0.61,0.46,0.06,0.08,28%,21%,,,180,224,135,17,23
hiiro,Unknown,48,"['cypher', 'killjoy', 'viper']",373,1.00,192.8,1.01,71%,126.7,0.70,0.19,0.09,0.10,24%,14%,,,262,259,72,34,39
hirenkyaku,Subversive,17,"['killjoy', 'viper', 'breach', 'sova', 'cypher']",214,0.72,167.6,0.68,60%,111.1,0.58,0.16,0.08,0.14,27%,8%,,,125,183,35,18,31
hiro,Unknown,122,"['raze', 'jett', 'cypher', 'fade', 'breach']",382,1.17,206.7,1.18,75%,141.0,0.75,0.40,0.07,0.08,30%,29%,,,285,242,152,28,31
hitch,ESC Gaming,290,"['sova', 'breach']",697,0.92,178.7,0.78,71%,122.7,0.58,0.46,0.05,0.08,20%,16%,,,405,519,322,35,56
hoangbao2,Vatles Esports,23,"['raze', 'jett', 'gekko', 'kayo']",251,0.82,175.0,0.79,72%,121.1,0.62,0.20,0.10,0.13,26%,13%,,,155,197,49,26,33
hoax,Orangutan,240,"['breach', 'kayo', 'sova', 'raze', 'skye']",996,0.99,176.2,0.96,76%,116.9,0.62,0.40,0.06,0.06,24%,10%,,,621,647,394,61,63
hydrakid,Unknown,64,"['omen', 'viper', 'sova', 'killjoy', 'jett']",395,0.81,175.1,0.70,68%,117.7,0.56,0.39,0.09,0.11,25%,12%,,,220,313,156,36,44
hypathor,Unknown,127,"['sova', 'breach', 'viper']",342,0.88,168.3,0.81,66%,111.3,0.56,0.35,0.07,0.11,21%,20%,,,190,235,119,24,36
hype,Apeks,395,"['killjoy', 'cypher', 'viper', 'raze']",1165,1.00,195.7,1.08,72%,130.5,0.69,0.23,0.10,0.08,28%,18%,,,808,750,263,115,98
