Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
123,123,59,"['jett', 'raze', 'omen']",319,1.08,237.6,1.07,67%,162.7,0.83,0.16,0.16,0.17,27%,26%,,,264,246,52,51,54
1kuzohh,Rebirth Esports,93,"['raze', 'jett', 'kayo', 'reyna']",216,1.12,263.2,1.19,70%,168.8,0.90,0.16,0.22,0.21,24%,N/A,,,195,164,35,48,45
7ssk7,NASR Esports,307,"['jett', 'breach', 'reyna']",1115,1.13,191.0,1.12,78%,121.7,0.70,0.49,0.06,0.06,31%,11%,,,775,691,541,72,70
972,Unknown,71,"['omen', 'sova', 'breach', 'brimstone', 'viper']",438,0.95,175.6,0.91,68%,114.4,0.64,0.34,0.06,0.07,33%,9%,,,282,311,148,25,31
999kvmil,EX0TIK GAMING,208,"['raze', 'jett', 'sova', 'reyna', 'kayo']",519,0.97,190.5,0.92,70%,128.3,0.66,0.27,0.08,0.08,27%,12%,,,342,370,141,42,39
a1mly,Unknown,258,"['killjoy', 'cypher', 'viper', 'yoru']",1188,0.95,198.3,0.96,67%,134.9,0.71,0.18,0.11,0.12,32%,15%,,,840,878,209,127,148
aace,RIDDLE ORDER,49,"['omen', 'viper', 'raze']",704,1.01,193.1,1.07,72%,129.1,0.73,0.29,0.06,0.06,32%,16%,,,517,484,203,40,45
absol,Murash Gaming,78,"['jett', 'raze', 'phoenix', 'yoru']",962,1.00,218.2,1.00,69%,143.0,0.76,0.21,0.16,0.14,19%,24%,,,731,733,202,155,136
acerola,LAZY,105,"['omen', 'viper', 'killjoy', 'sage', 'kayo']",232,0.97,182.6,0.90,66%,122.3,0.65,0.26,0.06,0.08,31%,9%,,,150,166,60,14,18
acetics,Sharper Esport,407,"['sova', 'raze', 'fade', 'skye', 'sage']",544,0.88,180.4,0.83,69%,124.4,0.64,0.25,0.08,0.09,35%,12%,,,348,421,136,41,51
achrf,Onyx Ravens,263,"['sova', 'breach', 'skye', 'gekko', 'viper']",910,0.98,187.7,0.95,73%,125.8,0.65,0.29,0.06,0.08,25%,10%,,,596,628,267,59,69
acrian,Ambrosia,388,"['killjoy', 'cypher', 'jett', 'chamber', 'viper']",796,0.99,198.8,1.01,71%,135.0,0.69,0.19,0.08,0.08,24%,18%,,,550,547,155,62,65
add3r,Unknown,648,"['skye', 'killjoy', 'kayo', 'chamber', 'cypher']",923,0.93,187.8,0.94,67%,125.7,0.67,0.24,0.08,0.11,31%,16%,,,618,660,219,75,102
addicted,Unknown,327,"['sova', 'breach', 'gekko', 'sage']",769,1.10,187.5,1.12,73%,127.4,0.68,0.28,0.07,0.06,33%,15%,,,522,465,215,51,45
adelano,Slaughtergang,118,"['omen', 'gekko', 'viper', 'cypher', 'brimstone']",336,0.97,187.6,0.97,69%,126.7,0.68,0.34,0.06,0.08,28%,3%,,,229,237,114,20,28
adm1k,Incognito,360,"['viper', 'sage', 'kayo', 'sova', 'cypher']",461,0.77,172.4,0.70,70%,120.4,0.55,0.33,0.07,0.15,22%,6%,,,252,362,154,31,67
adrianl,Unknown,87,"['jett', 'raze', 'cypher', 'neon', 'killjoy']",253,0.83,175.4,0.83,66%,117.0,0.63,0.13,0.09,0.09,44%,9%,,,159,191,33,22,24
adrnking,SCARZ,346,"['skye', 'breach', 'kayo', 'reyna', 'killjoy']",925,1.04,201.3,1.05,74%,135.1,0.73,0.26,0.09,0.08,32%,12%,,,673,640,244,80,75
aduka,Unknown,269,"['jett', 'killjoy', 'cypher', 'reyna', 'sova']",517,1.05,203.3,1.02,73%,133.6,0.71,0.29,0.10,0.10,26%,20%,,,369,362,149,51,51
adverso,All Knights,331,"['sova', 'viper', 'breach', 'reyna']",1427,1.07,208.6,1.05,73%,137.6,0.70,0.37,0.09,0.10,24%,17%,,,1004,954,526,131,139
aeonyx,OLD STINKY CAT,84,"['killjoy', 'cypher', 'sage', 'brimstone']",399,0.80,173.5,0.76,64%,118.6,0.59,0.18,0.08,0.09,27%,11%,,,237,311,73,30,37
aimdll,Gamax Esports,217,"['cypher', 'killjoy', 'viper']",640,1.08,209.5,1.09,69%,139.2,0.76,0.20,0.08,0.06,34%,20%,,,487,448,127,53,38
aimhunterr,Unknown,196,"['jett', 'raze', 'skye', 'reyna']",524,0.91,218.4,0.91,64%,146.2,0.74,0.19,0.15,0.21,25%,13%,,,387,427,100,81,110
akai,Unknown,220,"['raze', 'jett']",1341,1.21,277.4,1.34,72%,177.3,0.96,0.17,0.20,0.17,27%,24%,,,1294,969,234,274,234
akame,Unknown,132,"['jett', 'sova', 'raze', 'sage', 'harbor']",771,1.10,247.5,1.16,71%,162.4,0.86,0.20,0.19,0.15,22%,12%,,,665,575,151,147,112
akashi,LAZY,299,"['sova', 'fade', 'skye', 'breach']",275,0.68,147.1,0.63,59%,97.3,0.49,0.25,0.06,0.08,20%,12%,,,136,217,69,17,21
akira,Melilla Titans,155,"['sova', 'viper', 'fade', 'sage']",612,1.00,193.1,0.94,70%,131.5,0.69,0.26,0.06,0.07,27%,21%,,,420,446,161,37,42
akumaaaaa,Mandatory,352,"['breach', 'astra', 'sova', 'omen', 'skye']",763,1.09,225.7,1.09,72%,149.3,0.80,0.33,0.12,0.11,37%,15%,,,613,564,254,94,83
al0rante,FOKUS,282,"['raze', 'reyna', 'killjoy', 'viper', 'cypher']",869,1.11,219.5,1.15,69%,145.4,0.78,0.21,0.08,0.07,41%,14%,,,677,588,181,66,62
al1en,VCL REJECTS 2.0,260,"['omen', 'viper', 'astra', 'killjoy', 'brimstone']",215,0.80,169.4,0.74,67%,111.3,0.58,0.30,0.08,0.09,26%,4%,,,125,169,65,17,19
alannn,NOVO Esports,108,"['killjoy', 'chamber', 'skye', 'cypher', 'raze']",823,0.98,197.4,1.00,71%,131.8,0.71,0.20,0.08,0.10,33%,17%,,,586,586,163,68,86
albus,Rapid Lofi,97,"['jett', 'sova', 'cypher', 'raze', 'skye']",338,0.77,163.6,0.74,66%,111.3,0.57,0.27,0.06,0.08,28%,11%,,,193,261,92,21,27
alert,XERXIA Esports,340,"['jett', 'killjoy', 'raze', 'cypher', 'sova']",900,0.98,199.6,0.97,70%,133.2,0.69,0.20,0.10,0.09,29%,19%,,,625,646,178,91,85
alexiiik,GoNext Esports,223,"['jett', 'raze']",1093,1.06,234.8,1.17,69%,149.7,0.85,0.15,0.21,0.18,30%,14%,,,925,790,169,230,199
alexis,Shopify Rebellion,487,"['skye', 'breach', 'kayo', 'sage']",323,0.82,153.4,0.73,71%,93.8,0.53,0.54,0.05,0.08,25%,13%,,,171,234,173,17,25
ale,OnlyFins,342,"['raze', 'skye', 'jett', 'reyna', 'kayo']",603,1.09,227.0,1.12,73%,149.9,0.81,0.22,0.18,0.18,24%,16%,,,486,433,132,111,109
alive,Unknown,494,"['jett', 'raze', 'chamber']",995,1.07,219.5,1.09,69%,147.2,0.77,0.18,0.15,0.14,26%,10%,,,764,700,175,147,141
aljadi,Fraggerz,104,"['jett', 'killjoy', 'omen', 'raze', 'sage']",475,0.93,207.0,0.95,61%,140.3,0.75,0.12,0.12,0.12,30%,10%,,,354,372,59,56,59
all3y,Unknown,164,"['jett', 'chamber', 'raze', 'killjoy', 'cypher']",502,1.06,232.2,1.14,68%,147.0,0.83,0.10,0.21,0.18,31%,21%,,,418,367,49,106,88
allen,BC SWELL,133,"['omen', 'viper', 'killjoy', 'astra', 'breach']",286,0.75,164.5,0.69,68%,111.3,0.53,0.31,0.06,0.10,22%,3%,,,152,219,89,18,30
allow,Unknown,214,"['jett', 'raze', 'neon']",295,0.94,207.9,0.92,65%,147.2,0.71,0.21,0.09,0.15,31%,13%,,,210,228,61,26,43
allr1ghtt,XOXO-01,32,"['viper', 'sova', 'kayo', 'fade']",220,0.66,148.8,0.62,62%,100.4,0.50,0.26,0.07,0.10,30%,6%,,,111,178,57,15,21
almo,Zero Tenacity,288,"['killjoy', 'raze', 'viper', 'jett', 'cypher']",744,0.97,207.6,0.98,67%,143.5,0.73,0.19,0.15,0.13,27%,8%,,,540,552,139,108,100
alonefillz,Unknown,305,"['sova', 'sage', 'raze', 'viper', 'jett']",609,1.09,194.1,1.09,73%,132.1,0.68,0.29,0.06,0.04,26%,13%,,,413,378,178,39,24
alucard,iPGN,113,"['sova', 'fade', 'viper', 'omen', 'killjoy']",674,0.87,161.1,0.79,70%,110.8,0.55,0.32,0.05,0.07,23%,11%,,,372,471,215,33,45
alvar,Unknown,320,"['jett', 'chamber', 'neon', 'viper', 'kayo']",799,1.00,199.5,1.00,67%,130.5,0.71,0.20,0.11,0.11,32%,7%,,,564,562,158,85,88
alvinboy,Unknown,331,"['raze', 'jett', 'killjoy', 'cypher', 'omen']",558,0.93,217.1,0.95,66%,141.4,0.74,0.18,0.13,0.15,29%,10%,,,414,438,98,72,83
alyal,Team Flash,204,"['killjoy', 'viper', 'cypher', 'breach', 'jett']",488,1.22,241.7,1.25,73%,161.3,0.85,0.30,0.10,0.10,29%,24%,,,415,332,147,49,49
ambi,Unknown,401,"['jett', 'sova', 'raze', 'breach', 'kayo']",1087,0.98,184.7,0.95,74%,121.4,0.65,0.37,0.08,0.08,28%,9%,,,711,747,407,90,88
amnesty,Unknown,188,"['sova', 'astra', 'breach', 'skye', 'fade']",427,0.87,182.4,0.85,70%,122.2,0.63,0.30,0.08,0.08,28%,6%,,,269,315,130,34,36
anashi,Unknown,96,"['breach', 'sova', 'fade', 'sage', 'kayo']",201,0.66,144.0,0.55,60%,97.4,0.45,0.27,0.04,0.09,22%,7%,,,90,163,55,9,19
andersin,Unknown,905,"['omen', 'viper', 'astra', 'brimstone']",880,1.02,206.2,1.02,74%,134.4,0.71,0.37,0.10,0.09,22%,11%,,,622,610,325,91,79
andrew,Unknown,288,"['jett', 'raze', 'chamber']",725,1.03,218.6,1.06,69%,144.2,0.79,0.15,0.12,0.15,27%,12%,,,570,540,112,86,108
andy,Unknown,224,"['jett', 'raze', 'sage', 'reyna', 'iso']",404,1.10,217.5,1.13,75%,146.7,0.78,0.28,0.14,0.13,22%,12%,,,317,280,113,57,53
ange,Maryville University,664,"['viper', 'astra', 'omen', 'raze', 'reyna']",1020,1.03,204.1,0.98,74%,131.2,0.70,0.32,0.10,0.09,25%,17%,,,715,730,327,101,93
anguist,CGN Esports,228,"['killjoy', 'viper', 'cypher', 'chamber']",1402,1.10,209.3,1.17,71%,141.6,0.77,0.17,0.10,0.08,33%,14%,,,1084,930,237,135,119
animal,Unknown,98,"['breach', 'kayo', 'omen', 'raze']",306,0.48,118.3,0.45,55%,77.4,0.39,0.29,0.04,0.11,31%,6%,,,120,268,89,12,34
anima,HOWL Esports,161,"['skye', 'breach', 'kayo', 'sage']",1045,1.11,199.8,1.06,77%,134.9,0.69,0.46,0.06,0.06,26%,13%,,,720,679,480,59,62
anq,VX300 Gaming,264,"['jett', 'raze', 'cypher', 'chamber']",588,1.16,237.4,1.23,69%,153.0,0.84,0.13,0.17,0.15,28%,16%,,,491,399,75,99,89
answerz,123,44,"['killjoy', 'cypher', 'viper']",319,0.90,185.4,0.88,66%,123.7,0.64,0.20,0.11,0.09,24%,12%,,,204,232,64,34,29
antidote,Mogo eSports,497,"['astra', 'killjoy', 'jett', 'omen', 'sage']",589,0.90,166.6,0.90,68%,113.1,0.61,0.26,0.05,0.10,28%,22%,,,361,402,155,31,59
antigon,Vision Esports,108,"['sova', 'raze', 'fade']",407,0.78,160.8,0.72,68%,114.2,0.53,0.29,0.07,0.13,22%,10%,,,216,302,118,29,51
anxios,trashcan,150,"['omen', 'skye', 'viper', 'kayo']",801,0.81,160.9,0.72,70%,105.7,0.54,0.42,0.06,0.09,24%,9%,,,432,600,340,51,69
aphun,Unknown,114,"['omen', 'killjoy', 'cypher', 'harbor', 'viper']",455,0.96,190.2,0.97,73%,120.6,0.68,0.42,0.09,0.09,22%,8%,,,309,320,191,39,43
aplycs,Reckoning Esports,20,"['omen', 'viper', 'brimstone', 'sova']",257,0.96,191.6,0.91,73%,125.5,0.67,0.40,0.08,0.06,29%,3%,,,172,190,104,21,16
apo,Solary,234,"['cypher', 'sova', 'viper', 'sage', 'skye']",472,0.88,172.4,0.83,70%,118.9,0.62,0.29,0.08,0.07,34%,13%,,,291,350,135,36,32
aproto,TSM,369,"['cypher', 'viper', 'killjoy', 'astra']",1298,0.92,169.8,0.94,70%,114.0,0.62,0.20,0.05,0.06,37%,15%,,,810,866,261,59,73
apyr,VX300 Gaming,142,"['jett', 'raze', 'sova', 'reyna']",256,0.72,169.5,0.71,61%,116.8,0.58,0.20,0.14,0.14,24%,11%,,,148,208,51,36,35
aqua,EX0TIK GAMING,113,"['omen', 'breach', 'sova', 'astra', 'viper']",415,0.77,154.2,0.72,64%,99.6,0.55,0.32,0.04,0.11,32%,14%,,,227,316,133,18,44
arch,B8 Esports,406,"['breach', 'sova', 'sage', 'viper', 'skye']",853,0.71,147.6,0.66,61%,100.1,0.50,0.29,0.04,0.12,22%,16%,,,429,648,244,37,103
arkhram,Unknown,270,"['killjoy', 'cypher', 'viper', 'chamber']",307,0.78,155.2,0.73,61%,102.8,0.52,0.19,0.09,0.09,30%,10%,,,161,222,58,25,27
arpoom,Team NKT,172,"['astra', 'viper', 'omen', 'brimstone', 'killjoy']",600,1.06,201.0,1.01,71%,133.7,0.71,0.36,0.08,0.07,33%,22%,,,425,422,215,50,40
art,Koopa Troopas,40,"['omen', 'brimstone', 'sage', 'cypher', 'astra']",202,1.08,182.5,1.12,79%,121.2,0.66,0.39,0.03,0.03,28%,11%,,,133,119,79,7,7
aru,Unknown,61,"['breach', 'skye', 'fade', 'killjoy', 'viper']",450,0.81,145.1,0.70,71%,98.1,0.52,0.44,0.04,0.08,23%,14%,,,236,337,197,17,38
aryu,Unknown,301,"['viper', 'omen', 'astra', 'killjoy', 'sova']",1028,1.00,189.9,1.02,72%,131.3,0.68,0.18,0.06,0.07,26%,12%,,,700,685,184,58,70
ash,FearX,101,"['jett', 'raze', 'neon', 'yoru']",509,1.10,229.7,1.12,70%,148.8,0.81,0.17,0.20,0.18,28%,27%,,,413,369,86,103,91
ash,Tyrant Esports,43,"['jett', 'killjoy', 'raze', 'cypher', 'reyna']",349,0.93,213.4,0.89,67%,144.8,0.73,0.27,0.12,0.11,28%,16%,,,255,286,93,42,39
askia,Hero Base,231,"['jett', 'raze', 'breach', 'neon', 'gekko']",1218,1.06,179.0,1.01,73%,119.9,0.62,0.41,0.05,0.05,24%,20%,,,760,756,500,61,56
aslanm4shadow,S2G Esports,246,"['omen', 'sage', 'astra', 'jett', 'killjoy']",314,1.17,234.7,1.15,76%,154.2,0.83,0.29,0.05,0.06,31%,21%,,,261,227,92,17,18
astr0,Carti World,153,"['omen', 'viper', 'astra', 'jett']",491,0.97,187.2,0.91,74%,123.6,0.65,0.42,0.07,0.06,28%,16%,,,321,353,208,33,30
auloekxd,Unknown,34,"['omen', 'jett', 'brimstone', 'skye', 'viper']",313,0.82,165.5,0.78,66%,110.8,0.58,0.36,0.05,0.07,30%,17%,,,182,234,114,15,22
avez,NASR Esports,404,"['raze', 'jett', 'sova', 'viper', 'sage']",1115,1.11,209.6,1.11,74%,142.1,0.75,0.31,0.07,0.08,30%,15%,,,832,749,343,83,94
avova,Apeks,370,"['omen', 'astra', 'viper', 'brimstone']",1165,1.14,188.7,1.22,78%,122.8,0.70,0.36,0.07,0.07,40%,28%,,,815,668,421,86,77
avvix,Unknown,160,"['sova', 'killjoy', 'breach', 'skye', 'gekko']",1081,1.09,199.8,1.03,74%,135.9,0.70,0.29,0.07,0.06,31%,13%,,,759,736,315,71,67
awkua,SaD Purple,607,"['sova', 'breach', 'kayo', 'skye', 'fade']",324,0.90,173.8,0.86,71%,113.5,0.60,0.42,0.06,0.12,28%,14%,,,194,226,137,19,39
ayman,Blitz Esports,51,"['jett', 'raze']",201,0.81,202.3,0.78,64%,138.2,0.67,0.20,0.15,0.23,20%,17%,,,135,173,40,31,47
azoh,EDGE,100,"['sova', 'viper', 'jett', 'breach', 'skye']",349,0.92,164.7,0.85,68%,111.0,0.57,0.37,0.05,0.12,21%,20%,,,199,234,128,18,42
azury,UCAM Esports Club,243,"['viper', 'killjoy', 'omen', 'cypher', 'chamber']",390,1.00,182.9,0.99,73%,119.4,0.65,0.39,0.06,0.09,32%,20%,,,254,257,151,22,34
azys,Mogo eSports,349,"['jett', 'raze', 'kayo', 'reyna', 'skye']",634,1.10,245.8,1.11,70%,160.5,0.86,0.17,0.17,0.15,30%,11%,,,543,487,105,108,94
b-nhmj,Rapid Lofi,73,"['cypher', 'killjoy', 'sova', 'skye', 'gekko']",370,0.94,190.1,0.99,69%,124.1,0.70,0.24,0.06,0.10,33%,22%,,,260,262,90,23,37
b1ngxun,Five Ace Esports,30,"['killjoy', 'cypher']",287,1.01,198.6,1.02,67%,136.1,0.70,0.21,0.06,0.09,34%,17%,,,202,199,59,16,27
b1sk,ZY Gaming,376,"['jett', 'raze', 'chamber', 'cypher']",710,1.15,232.9,1.25,72%,154.0,0.84,0.15,0.20,0.15,22%,20%,,,595,476,108,139,106
b3astm0d3,Unknown,221,"['omen', 'astra', 'viper', 'brimstone']",616,0.76,159.0,0.71,62%,106.2,0.54,0.25,0.06,0.10,29%,10%,,,332,467,155,38,59
b3ta,XERXIA Esports,424,"['omen', 'astra', 'brimstone', 'viper', 'breach']",959,0.84,177.0,0.80,68%,116.1,0.61,0.35,0.08,0.11,31%,23%,,,589,740,334,74,101
babax,Zerance,188,"['omen', 'astra', 'viper', 'brimstone', 'fade']",763,0.96,176.2,0.90,72%,116.6,0.61,0.35,0.06,0.07,27%,20%,,,467,517,268,47,57
baddyg,Unknown,314,"['omen', 'viper', 'astra', 'raze', 'phoenix']",411,1.07,196.1,1.01,73%,127.5,0.66,0.44,0.10,0.07,26%,15%,,,272,269,179,41,29
baha,İstanbul Wildcats,108,"['skye', 'viper', 'sova', 'omen', 'raze']",794,0.90,192.6,0.86,68%,131.3,0.67,0.31,0.07,0.10,31%,18%,,,531,620,247,58,78
balli,Unknown,106,"['sova', 'kayo', 'killjoy', 'viper', 'omen']",218,1.05,208.2,1.02,70%,141.5,0.74,0.22,0.13,0.07,35%,15%,,,161,158,47,29,15
bandicoot,TP REVEN,230,"['jett', 'omen', 'astra', 'viper', 'brimstone']",313,0.84,144.9,0.76,71%,93.7,0.51,0.35,0.05,0.07,27%,3%,,,159,210,111,15,22
bangnan,Unknown,144,"['jett', 'raze', 'sova', 'chamber', 'kayo']",529,0.94,209.1,0.98,66%,138.2,0.74,0.19,0.14,0.12,36%,13%,,,392,398,101,74,64
bao,Unknown,138,"['killjoy', 'cypher', 'breach', 'brimstone', 'clove']",369,1.11,233.1,1.12,75%,147.4,0.82,0.30,0.10,0.09,27%,21%,,,301,268,109,37,35
bard0lf,NOM Esports,158,"['sage', 'omen', 'viper', 'kayo', 'breach']",438,1.04,224.0,1.04,70%,150.0,0.79,0.28,0.09,0.10,43%,10%,,,346,334,123,39,44
basbabe,The Reaper,72,"['omen', 'viper', 'astra', 'breach', 'chamber']",306,0.90,168.1,0.84,71%,109.0,0.58,0.41,0.07,0.08,24%,15%,,,178,212,125,21,26
basya,genziary,238,"['cypher', 'killjoy', 'viper']",215,0.91,184.8,0.85,69%,131.4,0.66,0.24,0.07,0.07,29%,24%,,,142,167,51,15,16
bati,SK Gaming,295,"['sova', 'breach', 'omen', 'skye']",399,0.83,155.7,0.75,71%,101.2,0.53,0.43,0.07,0.09,18%,13%,,,212,281,173,26,34
batujnax,S2G Esports,29,"['raze', 'sova', 'neon', 'omen', 'jett']",304,0.91,209.5,0.89,69%,135.9,0.69,0.27,0.17,0.17,20%,16%,,,209,234,82,52,53
bbc,Crocodile Tears,53,"['omen', 'kayo', 'skye', 'gekko', 'fade']",226,0.98,192.9,0.95,68%,125.7,0.71,0.37,0.10,0.06,30%,23%,,,161,170,84,23,14
bcj,Unknown,331,"['sova', 'omen', 'gekko', 'sage', 'skye']",1424,1.00,186.3,0.99,74%,122.6,0.64,0.36,0.07,0.09,20%,19%,,,912,925,506,106,133
bdog,YFP Gaming,485,"['jett', 'omen', 'chamber', 'raze', 'astra']",923,0.97,201.5,0.97,71%,129.4,0.70,0.30,0.12,0.13,27%,18%,,,645,664,277,115,120
benecia,Unknown,169,"['omen', 'viper', 'astra', 'brimstone', 'raze']",742,1.00,179.1,0.95,73%,115.2,0.64,0.37,0.06,0.08,24%,25%,,,477,500,274,47,63
beng,Unknown,39,"['skye', 'cypher', 'kayo', 'gekko']",630,1.00,196.5,1.02,68%,131.2,0.71,0.31,0.06,0.07,29%,13%,,,448,440,197,39,44
benjii,Life's a Game,611,"['killjoy', 'cypher', 'chamber', 'jett']",462,0.94,173.6,0.94,67%,119.0,0.62,0.18,0.07,0.07,28%,21%,,,288,305,82,31,33
benny,CGN Esports,442,"['raze', 'phoenix', 'sage', 'skye', 'gekko']",1402,0.78,158.5,0.79,66%,104.1,0.56,0.23,0.09,0.13,27%,11%,,,789,1002,320,125,183
berserx,BOOM Esports,382,"['jett', 'killjoy', 'raze', 'cypher', 'neon']",1192,1.12,200.9,1.18,75%,137.5,0.72,0.24,0.08,0.07,23%,16%,,,855,723,287,91,85
bezn1,TBK Esports,253,"['killjoy', 'cypher', 'jett', 'viper', 'sova']",735,0.95,198.8,0.92,70%,128.6,0.67,0.32,0.07,0.10,25%,20%,,,490,535,234,51,74
be,123,64,"['omen', 'skye', 'sova', 'viper', 'fade']",319,0.81,147.9,0.80,66%,98.2,0.57,0.24,0.07,0.09,40%,25%,,,183,228,76,23,30
bgg,R8 Esports,452,"['omen', 'astra', 'viper', 'brimstone']",1413,0.97,180.4,0.98,73%,119.5,0.65,0.32,0.11,0.10,27%,15%,,,917,937,451,153,141
biggiecheese,Arena Internet Cafe,166,"['omen', 'viper', 'brimstone', 'astra', 'kayo']",738,0.95,189.9,0.94,68%,127.4,0.66,0.31,0.07,0.11,27%,15%,,,487,516,230,55,83
biju,Murash Gaming,92,"['omen', 'viper', 'brimstone', 'astra', 'kayo']",962,0.95,179.2,0.89,71%,121.5,0.64,0.34,0.08,0.07,26%,17%,,,617,692,331,80,69
binjo,Peace And Love,62,"['chamber', 'killjoy', 'jett', 'gekko', 'cypher']",244,1.13,221.5,1.16,73%,150.0,0.80,0.18,0.07,0.06,27%,16%,,,196,169,45,17,15
bioforst,Crocodile Tears,63,"['cypher', 'harbor', 'killjoy', 'viper', 'omen']",226,0.96,213.9,0.99,69%,137.2,0.77,0.23,0.14,0.15,28%,36%,,,173,174,52,32,33
bipo,NOVO Esports,189,"['jett', 'yoru', 'raze', 'kayo', 'neon']",823,0.97,214.9,1.01,67%,140.9,0.76,0.19,0.18,0.19,26%,8%,,,629,625,154,149,154
bizerra,Team Liquid Brazil,329,"['sova', 'killjoy', 'kayo', 'viper', 'fade']",289,1.17,229.9,1.21,74%,154.5,0.81,0.17,0.10,0.08,29%,7%,,,234,194,50,28,23
blackhawk,Asmodeus Colosseum,445,"['astra', 'omen', 'brimstone', 'sova', 'breach']",253,0.83,174.4,0.76,66%,113.3,0.60,0.27,0.07,0.09,30%,10%,,,151,200,68,18,22
blackwiz,NOEZ FOXX,193,"['viper', 'omen', 'astra', 'brimstone']",792,0.84,170.1,0.83,70%,112.4,0.60,0.32,0.07,0.08,27%,13%,,,474,573,253,53,67
black,Team Occupy,105,"['omen', 'viper', 'reyna', 'brimstone', 'astra']",865,0.94,180.4,0.89,68%,120.8,0.64,0.32,0.06,0.07,33%,21%,,,555,627,275,49,59
blahst,Painguins,706,"['omen', 'killjoy', 'jett', 'brimstone', 'neon']",578,1.00,190.8,0.98,71%,125.1,0.68,0.33,0.09,0.08,27%,10%,,,394,402,189,50,44
bld,Unknown,357,"['sage', 'killjoy', 'cypher', 'chamber', 'jett']",675,0.87,177.5,0.87,66%,119.6,0.61,0.20,0.09,0.09,26%,6%,,,415,478,137,64,62
blessed,FOCUSGG,123,"['breach', 'viper', 'kayo', 'fade', 'gekko']",847,1.07,208.7,1.05,72%,134.2,0.72,0.38,0.11,0.10,30%,18%,,,606,575,318,90,85
blittz,Unknown,98,"['killjoy', 'cypher']",329,0.90,188.1,0.89,67%,128.8,0.64,0.17,0.08,0.11,31%,18%,,,210,236,57,27,37
block,Gamax Esports,39,"['breach', 'omen', 'killjoy', 'cypher', 'skye']",365,0.78,137.8,0.72,67%,92.0,0.49,0.33,0.04,0.05,27%,16%,,,180,251,121,16,17
blowz,THE 7,80,"['skye', 'raze', 'sova', 'fade', 'gekko']",1001,1.05,228.5,1.09,71%,147.4,0.78,0.26,0.14,0.12,28%,15%,,,785,721,265,141,117
blurred,Geek Fam,160,"['jett', 'chamber', 'raze', 'killjoy', 'breach']",250,1.02,203.7,1.01,69%,136.8,0.75,0.24,0.08,0.11,27%,17%,,,187,185,60,19,27
bmv,Unicorn Cyber Esports,195,"['breach', 'cypher', 'sage', 'killjoy', 'sova']",203,0.87,160.8,0.82,70%,102.0,0.57,0.26,0.04,0.11,28%,7%,,,115,140,53,8,22
bnj,Skibidi Sigmas,162,"['sova', 'viper', 'omen', 'fade', 'raze']",281,1.10,201.1,1.12,77%,137.1,0.71,0.27,0.07,0.07,31%,13%,,,199,177,77,20,19
bnwgiggs,XERXIA Esports,64,"['breach', 'kayo', 'jett', 'viper', 'skye']",594,0.77,159.8,0.70,68%,105.8,0.54,0.41,0.05,0.07,21%,15%,,,323,463,244,28,42
bobae,Crocodile Tears,62,"['skye', 'reyna', 'gekko', 'jett', 'sova']",226,1.00,210.5,0.94,73%,134.6,0.72,0.33,0.09,0.06,25%,10%,,,162,172,74,21,14
bob,Unknown,619,"['sova', 'viper', 'skye', 'breach', 'fade']",464,1.14,211.2,1.17,75%,142.3,0.75,0.30,0.07,0.04,33%,15%,,,350,298,140,34,17
bocah,5 Clown,105,"['omen', 'astra', 'sova', 'viper', 'brimstone']",307,0.87,181.3,0.77,64%,121.5,0.60,0.34,0.07,0.08,30%,3%,,,185,239,103,23,24
bones,FLUFFY AIMERS,475,"['raze', 'skye', 'kayo', 'jett', 'breach']",885,1.01,217.1,1.07,72%,140.0,0.75,0.27,0.13,0.15,24%,19%,,,660,618,239,115,134
boni,special grade,290,"['breach', 'raze', 'yoru', 'jett', 'kayo']",350,1.04,210.4,1.02,70%,139.2,0.74,0.33,0.11,0.13,26%,14%,,,258,253,114,38,47
bonobo,FOCUSGG,81,"['jett', 'raze', 'yoru', 'breach']",847,0.99,213.6,1.05,71%,142.7,0.77,0.17,0.14,0.14,28%,13%,,,650,619,140,122,111
br-di,apinaorkesteri,97,"['viper', 'breach', 'kayo', 'astra', 'killjoy']",930,0.79,154.1,0.69,68%,101.6,0.52,0.41,0.07,0.12,24%,12%,,,484,697,382,67,108
br0die,Unknown,418,"['sova', 'breach', 'skye', 'fade', 'sage']",452,0.86,168.1,0.80,72%,109.0,0.57,0.36,0.09,0.09,26%,3%,,,259,323,164,40,40
br1ckzl,Vision Esports,96,"['omen', 'viper', 'jett']",656,1.07,208.4,1.00,72%,136.7,0.73,0.35,0.08,0.07,31%,4%,,,482,483,230,54,44
bramz,Akroma,278,"['jett', 'omen', 'viper', 'astra']",518,0.83,172.9,0.83,68%,114.5,0.60,0.21,0.08,0.10,28%,18%,,,313,379,108,43,53
braso,Axolotl,88,"['killjoy', 'chamber', 'omen', 'cypher']",201,0.92,199.0,0.97,63%,132.0,0.72,0.18,0.15,0.14,33%,15%,,,145,150,36,30,28
